AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossQ1	LossQ2	AverageLossAC	StdLossAC	MaxLossAC	MinLossAC	AverageC	StdC	MaxC	MinC	AverageLogP	StdLogP	MaxLogP	MinLogP	StepsPerSecond	Time
181.64703	154.48643	591.75696	42.393383	358.80826	237.4281	923.25354	72.279724	185.2	211.2	116000	105.08592	105.084076	13.931114	13.53147	3.2535696e-11	1.595045e-11	1.12047295e-10	3.885433e-12	1121.416	457.35837	4590.5547	445.88748	15910.233	253570.25	891.1879	13.07847	1250.9729	1148.2736184597015
216.35469	162.07454	482.07724	-20.401922	195.86545	183.35773	678.6122	16.513578	198.36363	231.4	118000	105.506004	105.50566	14.209175	13.751336	3.2903437e-11	1.6956492e-11	1.12615486e-10	3.4675977e-12	1097.0482	443.82748	5031.7314	395.41388	15818.521	252108.56	779.3816	13.1409025	942.18524	1169.6257984638214
122.905014	115.52437	342.1374	-19.994755	349.03986	53.502995	443.30728	257.06357	195.33333	210.1	120000	105.47108	105.469604	14.20147	13.936964	3.3213616e-11	1.699452e-11	1.0455907e-10	4.588938e-12	1073.8636	433.9561	4679.014	391.8994	15361.323	244822.02	792.68427	14.83741	1087.4047	1190.9668815135956
583.5111	373.9255	989.9173	65.01037	281.28656	238.30833	640.6651	47.697266	459.25	206.5	122000	105.47502	105.47485	14.257505	14.002885	3.3569682e-11	1.7205903e-11	1.05181384e-10	3.63888e-12	1051.4807	452.57578	4368.9194	418.89343	15588.859	248448.55	769.60046	12.082563	1222.6472	1209.7172553539276
497.99985	416.98383	1364.807	13.111917	314.91547	192.11554	574.80347	-11.168015	337.14285	247.6	124000	105.44017	105.438324	14.192135	13.874734	3.3664325e-11	1.6989526e-11	1.07792816e-10	3.1873597e-12	1017.2318	447.26648	5869.668	379.22903	15619.333	248934.14	765.74115	14.287975	1047.2676	1231.675749540329
291.7553	160.14566	525.94006	94.40576	219.79256	123.29756	518.3525	60.60602	219.88889	175.2	126000	105.398544	105.398315	13.856518	13.603605	3.4356233e-11	1.7410908e-11	1.1791779e-10	4.0498e-12	985.1293	404.72092	4283.451	317.12372	15294.205	243752.31	725.4546	11.940552	1255.0149	1249.7093517780304
253.65512	153.642	617.7331	102.55356	353.6024	239.98018	835.1868	62.46004	204.3	194.0	128000	105.30899	105.307816	13.831521	13.462773	3.3621356e-11	1.7730003e-11	1.206827e-10	3.8833533e-12	1019.27924	446.2345	4663.9844	387.039	14998.451	239038.55	611.1732	14.313047	1054.4359	1270.8385498523712
248.73842	145.35541	573.60486	88.389824	236.88925	218.37094	843.2369	103.02493	165.83333	180.7	130000	105.31505	105.31392	13.618205	13.3010025	3.375696e-11	1.7562991e-11	1.4407694e-10	4.1677104e-12	991.14526	422.5347	3804.7627	343.6691	15378.028	245088.33	816.2308	13.588047	1173.5758	1289.5133850574493
284.92648	189.5868	688.9524	95.551865	427.01996	195.40193	871.2732	184.64372	185.90909	193.7	132000	105.26726	105.2666	14.092804	13.750185	3.420369e-11	1.7589109e-11	1.258916e-10	2.3469872e-12	964.31024	421.2885	6299.011	377.4677	15200.591	242260.3	744.82465	13.353496	938.92474	1311.6287972927094
215.9439	210.83855	628.62805	5.3032	293.61597	217.84134	613.40076	11.410777	116.64706	176.3	134000	105.534584	105.5323	14.069896	13.7572	3.5278922e-11	1.7903855e-11	1.0765018e-10	3.8132765e-12	917.9269	399.50824	3672.1597	372.53253	15363.426	244855.47	751.28436	12.619226	1304.6118	1329.1668219566345
267.26114	157.46155	507.99353	7.686227	673.6828	287.42737	1359.7968	363.44598	144.76923	285.8	136000	105.656845	105.6563	14.699681	14.095664	3.4431978e-11	1.77622e-11	1.2572375e-10	3.8379144e-12	894.32965	380.37347	4010.1458	311.0669	15662.105	249615.67	705.4804	12.607449	926.5975	1353.09841132164
442.7038	127.39133	613.2067	132.11421	508.60532	107.0055	722.2245	397.11127	205.4	225.9	138000	105.79632	105.79593	14.293157	13.922229	3.512907e-11	1.8274302e-11	1.3195374e-10	4.2430187e-12	843.1651	369.11328	3517.9722	314.7309	15402.87	245484.11	691.26337	14.820757	1127.6318	1374.3411316871643
458.7984	109.25449	634.52795	280.57895	341.88754	131.93791	571.1899	141.20247	226.66667	149.4	140000	106.32541	106.32445	14.267972	13.759724	3.4726243e-11	1.8356473e-11	1.180152e-10	4.6541963e-12	820.14886	348.24826	3633.5754	287.6621	15700.89	250233.81	711.7516	14.947044	1078.6575	1394.0365471839905
413.5634	131.20134	636.9629	131.40736	359.4087	130.76367	687.2441	115.76041	200.0	174.3	142000	107.26109	107.26131	14.107717	13.793845	3.4410405e-11	1.7765274e-11	1.0473418e-10	3.9134243e-12	806.5076	351.67075	3461.4417	286.83957	15956.15	254302.06	725.86456	14.290321	890.4518	1416.7765834331512
372.76703	279.7514	951.3025	104.01533	470.7315	345.11945	1137.7927	119.08648	183.1	312.8	144000	108.46168	108.462456	14.081871	13.604912	3.3904782e-11	1.8079791e-11	1.237126e-10	2.9840926e-12	821.16986	368.4173	4171.661	299.92532	15920.08	253727.3	714.363	16.705814	1220.4465	1438.247565984726
464.81998	231.06354	1017.73535	131.23763	322.0473	122.87743	516.2216	113.835	235.5	222.7	146000	110.048485	110.049225	14.350335	13.823012	3.4365406e-11	1.8518036e-11	1.0972512e-10	4.1594428e-12	828.4138	378.0496	3720.3853	319.6661	15784.444	251565.5	776.49774	14.186587	964.6177	1459.2172627449036
361.454	169.80229	581.42126	107.04283	505.96222	291.80087	1074.3851	240.36357	201.55556	382.0	148000	111.19337	111.19172	14.147551	13.8394785	3.4701984e-11	1.8874062e-11	1.182409e-10	3.737561e-12	823.1811	393.0751	3858.2764	287.13867	15777.186	251449.73	702.1216	14.219092	1280.3115	1481.1491219997406
503.73804	289.2999	1023.7806	107.19051	647.26495	291.2632	1242.611	340.22342	273.75	312.2	150000	112.32485	112.32554	14.300531	13.9029665	3.4095345e-11	1.8533753e-11	1.3158385e-10	4.1704613e-12	828.19073	387.0868	3445.4397	288.18555	15742.591	250898.58	692.6116	14.719044	1070.172	1501.5610706806183
621.1707	407.60007	1525.4752	361.30008	538.87085	232.2656	1002.20746	236.45447	313.33334	360.6	152000	113.30106	113.301	14.128826	13.628872	3.3355346e-11	1.7782414e-11	1.1643506e-10	3.5642812e-12	798.921	363.40332	3583.9243	321.08685	15572.315	248184.77	698.19604	15.454741	1236.0367	1523.8574647903442
922.42444	301.70508	1250.0247	468.21024	519.43005	134.67523	716.8383	287.64935	429.5	272.3	154000	114.31214	114.311386	13.872134	13.56798	3.4102e-11	1.8661779e-11	1.09082965e-10	3.9742337e-12	791.9045	390.72778	4171.493	258.4248	15698.283	250192.28	808.14233	14.521378	1204.8851	1543.4950816631317
671.0216	289.4757	1121.2128	99.821625	397.679	92.53747	627.2832	236.29652	288.875	165.4	156000	115.33382	115.33357	13.95032	13.641809	3.4323405e-11	1.8466405e-11	1.1594241e-10	4.343672e-12	764.1244	351.10022	4261.5415	283.54944	15705.822	250312.6	702.1493	13.845932	1092.3578	1563.9954357147217
494.85614	142.81148	652.3077	240.03314	691.7486	247.02168	1188.425	476.51822	226.375	291.6	158000	116.62808	116.627815	13.844907	13.428698	3.392577e-11	1.8584505e-11	1.1855691e-10	4.246614e-12	749.01215	340.05087	3065.5044	278.68903	15884.178	253155.11	878.24866	12.793819	1173.8875	1583.6658310890198
660.51196	367.77505	1447.7751	349.24146	365.7499	114.7897	511.9477	196.44014	274.875	171.5	160000	117.85846	117.85867	13.761306	13.505026	3.4826825e-11	1.9767408e-11	1.2111827e-10	2.778439e-12	733.45276	379.89655	4916.1655	249.60127	16073.065	256165.58	1013.29224	15.034853	1040.5879	1604.7141118049622
