AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	StepsPerSecond	Time
16.750837	14.271178	80.967064	5.1392207	41.9427	0.8617389	43.32288	41.130474	21.234043	24.3	2000	1037.5758	16536.408	16.044508	-1.6701323	1037.9188	16541.875	16.019646	-1.6894623	-334.68698	5334.109	6.47184	-9.224106	-4.6164722	0.03916757	0.033892706	3726.5552	12.460085153579712
19.527195	12.425766	59.942726	5.638361	90.90828	0.6584355	91.81724	89.801834	23.27907	49.4	4000	4786.3276	76282.28	65.88486	-16.973036	4786.491	76284.88	64.88659	-12.133047	186.16206	2967.1477	33.01596	-11.108542	-20.824133	0.32268712	0.33148184	4137.0386	28.366971969604492
16.948002	12.5280695	100.435394	6.4099393	176.48346	1.4730086	178.815	174.59955	21.180851	81.5	6000	13410.646	213732.42	124.02471	-28.345325	13410.874	213736.03	125.34454	-32.700745	479.431	7641.0234	32.646503	-12.22155	-57.5365	1.613781	1.8855242	3666.9375	46.18736958503723
16.66948	12.127535	95.210976	5.9524055	39.17167	0.5709393	40.743145	38.598984	21.042105	22.1	8000	23119.588	368468.7	208.35869	-82.71295	23120.2	368478.4	207.04861	-69.137924	620.0685	9882.446	62.224743	-14.093892	-97.54959	4.0886335	4.97292	4126.267	61.701870918273926
16.220478	12.0167265	64.020386	5.3877587	75.521774	1.008249	77.351814	74.04721	20.71134	42.6	10000	32565.52	519013.3	287.0374	-51.05868	32566.572	519030.16	283.00964	-65.77337	884.03357	14089.371	44.159645	-11.700174	-137.30444	7.6573772	9.723782	3749.9148	78.18955564498901
147.01262	51.395615	232.61415	75.98534	246.95264	5.444796	253.5999	238.79071	81.833336	158.9	12000	45924.426	731921.06	317.62207	-70.971634	45927.19	731965.1	320.8101	-86.31012	909.39087	14493.5	65.92022	-11.91519	-190.99008	24.018282	27.508375	1058.4062	97.80024433135986
218.53642	18.566647	255.97737	167.46457	196.53683	4.900086	205.4241	189.46577	108.94444	110.0	14000	53642.91	854934.5	345.73465	-68.069565	53644.242	854955.6	339.31818	-78.94351	792.9545	12637.833	69.705154	-11.96977	-219.70816	16.4141	18.255903	1377.0559	114.60907983779907
180.60268	35.988884	215.67245	100.39488	190.11652	2.792304	194.22346	185.66429	94.22727	94.7	16000	57834.188	921733.0	345.74387	-92.862206	57835.45	921753.06	345.46817	-145.43402	806.3369	12851.108	80.82587	-15.06595	-235.5682	14.70476	15.453846	1010.357	135.13289833068848
189.33333	9.140448	202.12347	168.76335	198.63083	3.9327664	204.44547	192.17348	93.190475	100.5	18000	60982.31	971906.44	355.34644	-96.35641	60982.9	971915.75	356.86575	-157.33235	845.3823	13473.381	75.17184	-12.284454	-247.61397	13.84284	14.705264	1424.5345	151.8259880542755
216.19997	17.327705	244.85391	183.3466	208.60625	1.8333621	211.51039	205.46002	105.36842	104.1	20000	61614.84	981987.6	354.60876	-149.73468	61615.246	981994.06	355.1044	-216.66415	808.7624	12889.759	87.45993	-10.700993	-249.33069	12.944757	13.530803	1045.8514	171.71080899238586
270.3134	43.95279	406.44955	214.93816	270.04843	3.3862834	275.52692	265.81738	123.53333	118.2	22000	61293.36	976864.25	351.03024	-196.68237	61293.64	976868.6	351.81595	-223.05486	724.0506	11539.672	84.26796	-11.731606	-247.67865	12.293853	13.162087	1410.1509	188.30951356887817
455.57855	91.68216	578.92944	352.64136	457.82794	3.1108024	463.9836	452.52344	249.875	375.3	24000	61132.58	974301.75	346.1822	-87.04421	61132.664	974303.2	346.0579	-84.03841	688.15466	10967.591	98.88589	-12.070402	-246.73846	11.667998	12.630584	1061.7937	210.52466082572937
592.00226	182.14883	843.44055	417.79208	485.66986	1.904051	489.21805	483.1179	427.0	306.5	26000	60749.527	968196.8	338.97925	-217.29065	60749.805	968201.2	338.37247	-192.18706	650.4023	10365.906	53.05963	-11.749099	-244.83223	10.599565	11.737968	1422.3497	228.2885296344757
830.3223	207.3291	1060.8389	614.78613	1031.2528	0.68865347	1032.5443	1030.2468	717.75	1000.0	28000	60216.05	959694.44	331.56247	-105.57969	60215.688	959688.56	332.26584	-96.89444	547.23035	8721.622	79.35294	-11.170498	-241.88283	8.56835	8.967527	1055.5767	255.24576377868652
362.8149	283.94733	767.6817	6.6137266	9.500224	0.2430183	9.840492	9.095993	225.0	22.2	30000	58869.8	938238.4	323.42612	-92.19245	58870.055	938242.3	320.95316	-104.49619	472.92163	7537.3457	80.66146	-11.435616	-235.8704	8.6299	9.289064	1363.891	271.3346357345581
83.0399	145.99487	535.8841	6.795221	916.9484	179.49632	1010.89233	379.5648	87.85714	923.0	32000	56803.035	905299.06	307.31088	-91.03554	56802.863	905296.4	302.71262	-144.19278	401.48666	6398.8745	43.917286	-12.651628	-226.85869	15.567865	17.545815	1074.3312	296.070458650589
366.06885	376.76498	1139.2456	22.239063	390.9167	161.44072	483.20612	25.768047	303.14285	335.3	34000	54406.93	867111.06	283.07336	-88.524864	54406.93	867111.0	285.26428	-97.29397	295.56015	4710.727	39.841766	-13.281979	-216.83578	13.7050705	14.82798	1118.2157	316.9760227203369
345.7539	278.0188	810.0982	24.623629	990.4381	3.0395565	995.26044	986.29626	254.14285	1000.0	36000	51408.285	819320.2	273.33374	-98.80802	51408.29	819320.25	271.41614	-110.7777	278.75037	4442.8086	34.028862	-13.196094	-204.62234	11.568727	12.393754	1348.0211	340.84901905059814
981.73517	22.522339	1004.2575	959.2128	1017.4759	0.54215837	1018.13336	1016.2897	1000.0	1000.0	38000	48718.39	776449.8	254.57684	-101.296684	48718.777	776456.0	248.92345	-98.12162	231.282	3686.318	36.179802	-12.025942	-193.84784	7.763123	8.423707	1049.7423	366.5075454711914
1023.6576	6.6836853	1030.3413	1016.97394	1013.77625	0.3304045	1014.39	1013.1793	1000.0	1000.0	40000	47588.14	758436.4	236.48515	-89.223236	47588.0	758434.2	236.20894	-111.67478	270.4284	4310.182	46.33678	-12.300394	-189.47653	6.779705	7.2691717	1173.8783	393.1077597141266
789.138	355.8629	1045.5111	285.9018	1044.8079	0.5322275	1045.604	1043.8652	750.6667	1000.0	42000	47335.773	754414.25	228.28139	-77.21796	47335.62	754411.8	229.59163	-102.30078	225.19476	3589.3032	36.163174	-10.23337	-188.20117	6.2907867	6.396711	1478.1067	417.3434057235718
600.8611	271.26385	1048.7141	317.64957	389.1586	9.771352	407.9379	379.00958	482.5	219.2	44000	46265.027	737349.1	221.3092	-87.11501	46265.07	737349.9	221.81073	-88.91376	131.05632	2089.1235	38.14109	-11.481286	-183.58606	5.8295183	6.145633	1091.5277	436.5558660030365
457.90115	117.35927	756.4409	336.2998	519.9818	1.2433618	521.5275	517.8284	181.90909	190.1	46000	44687.836	712212.75	217.88313	-78.07707	44687.98	712215.0	222.67801	-134.37373	78.27623	1248.1741	37.071148	-14.565898	-177.08516	5.2932286	5.983029	1391.1931	454.07634449005127
532.4757	136.17126	759.3406	292.9568	802.24036	12.446608	815.8369	773.4876	193.9	262.2	48000	43077.293	686544.6	219.55653	-84.12238	43077.555	686548.75	219.41078	-98.53023	88.134155	1405.2045	27.955847	-12.043488	-170.66498	4.9242578	5.4883466	1078.9935	474.1627388000488
754.7381	273.79553	1121.4457	150.65546	710.3959	14.68148	727.24994	684.3545	255.25	244.6	50000	42260.168	673521.6	229.04327	-102.75372	42260.316	673524.06	230.3315	-89.860596	112.706726	1796.6866	32.892902	-12.473697	-167.40843	4.520639	4.981422	1362.9265	492.2390341758728
868.8472	156.45796	1111.8837	588.41943	909.5436	7.2843127	918.78925	898.3469	288.7143	292.3	52000	42008.85	669516.4	229.32051	-96.641464	42008.59	669512.25	227.64084	-101.5736	135.5473	2160.6287	29.582867	-10.971461	-166.4081	4.563869	5.1447687	1085.9797	512.3276052474976
803.10706	49.006405	886.42224	748.8197	778.31824	8.024566	799.4428	771.1736	253.75	245.3	54000	42150.86	671779.6	234.36958	-100.91712	42151.145	671784.1	235.73169	-102.38632	152.5632	2431.7656	32.69798	-10.829569	-166.89801	4.528087	5.0852265	1317.0645	530.6992967128754
853.38226	115.400345	1122.9022	762.58344	778.5336	2.6299992	783.48004	773.77106	270.85715	258.4	56000	42419.35	676058.7	244.46538	-95.32059	42419.453	676060.25	245.78493	-79.46532	162.87198	2596.04	28.85611	-15.616415	-167.91747	4.3374343	4.61222	1122.8165	550.2393012046814
777.0532	81.46991	990.3557	727.48346	747.7603	2.0710146	751.1933	744.4706	248.875	236.9	58000	42814.527	682356.9	248.51292	-67.97057	42814.703	682359.7	243.94319	-93.05469	176.6955	2816.3386	55.398396	-13.064912	-169.42982	4.5962834	4.973497	1302.2919	568.6660788059235
729.0123	183.00642	1014.0919	303.38278	869.13916	4.805981	876.4799	860.8485	239.5	269.3	60000	43426.53	692110.6	251.34491	-74.35538	43426.734	692113.94	248.49562	-106.67156	168.57722	2686.9644	29.47055	-12.802258	-171.76912	4.8087144	5.0952024	1141.7437	588.1089708805084
730.802	217.6066	992.85895	160.50371	808.4404	16.932613	840.07635	795.58417	241.22223	250.9	62000	44032.754	701772.4	256.9662	-67.836044	44033.0	701776.25	260.5629	-82.57891	165.45284	2637.183	34.00624	-10.655722	-174.07108	5.170715	5.6434174	1258.915	608.4976234436035
729.5436	162.5607	937.5278	352.8534	740.1052	4.2358627	746.2745	733.9522	232.75	247.6	64000	44712.586	712607.2	261.6597	-70.96198	44712.64	712608.0	265.7706	-76.11127	171.38545	2731.7207	35.77667	-12.745816	-176.70497	4.9281063	5.184926	1083.4117	628.0834197998047
645.1825	176.48149	945.576	304.414	661.972	6.1227493	671.50507	650.59534	209.8	217.9	66000	45280.055	721651.25	266.00375	-76.29607	45280.14	721652.56	270.6281	-77.89532	184.3749	2938.718	30.85776	-13.127501	-178.8282	4.626423	5.0008388	1402.24	645.5701928138733
710.0739	138.8685	856.85583	456.31967	637.0453	3.6475506	641.6321	628.0291	226.0	201.6	68000	45940.805	732181.94	269.92563	-84.770164	45940.91	732183.5	270.65125	-79.18831	198.23682	3159.6238	35.37645	-11.790235	-181.42667	4.5576844	4.722345	1093.0532	665.5434463024139
679.58374	153.62462	889.77515	445.59717	728.0894	5.8446484	735.05096	716.0954	219.55556	227.9	70000	46696.406	744224.4	273.86142	-82.030106	46696.266	744222.1	274.26706	-93.50212	203.10884	3237.262	28.145979	-12.417019	-184.3993	4.960551	5.3162613	1486.6207	682.3320207595825
843.9986	181.571	1110.5011	570.70514	691.45905	2.142198	695.8471	688.8245	271.85715	219.2	72000	47465.34	756479.25	276.0039	-91.47793	47465.29	756478.44	276.12305	-86.48662	187.43713	2987.512	39.904083	-13.1146345	-187.30428	4.828756	5.192177	1074.6151	702.5843915939331
775.84155	266.82935	971.18713	57.198593	814.01855	3.4474916	821.2271	809.2614	240.66667	252.3	74000	48004.707	765075.5	276.07788	-75.10352	48004.703	765075.3	280.42807	-99.428	185.99568	2964.538	32.955925	-13.216919	-189.37675	4.951714	5.069438	1487.937	719.6499631404877
810.9694	95.023766	986.6042	681.8029	1232.6891	166.97246	1632.1571	1146.5728	255.14285	386.2	76000	48706.387	776258.4	280.0968	-77.56893	48706.434	776259.2	283.0719	-87.14572	190.9674	3043.7637	33.608555	-12.139565	-192.09187	5.314439	5.4396505	1088.7223	741.4769992828369
831.01685	66.323586	905.1649	714.8906	854.9769	1.5852069	857.7404	852.687	254.5	263.6	78000	49340.3	786361.4	282.42242	-97.98692	49340.617	786366.5	284.43488	-78.73055	199.22214	3175.3115	37.008747	-11.613417	-194.59494	5.127048	5.6489906	1498.8353	758.3511173725128
899.4847	29.588614	962.50073	863.38947	795.8248	3.654553	803.79175	790.76526	267.625	246.4	80000	49947.184	796033.75	279.7151	-72.7215	49947.24	796034.56	283.20883	-108.53636	205.43756	3274.3647	37.22893	-11.848832	-196.90903	5.2206426	5.579243	1092.3695	778.671222448349
952.84344	103.819595	1121.952	809.91547	906.80994	5.3192453	919.1677	900.0118	287.7143	269.9	82000	50560.03	805800.9	281.20535	-117.16647	50559.98	805800.2	283.67374	-99.37037	205.05473	3268.261	54.20913	-11.66382	-199.30267	5.8333516	5.7794356	1489.523	795.6803283691406
983.1172	108.09399	1220.1976	903.4648	971.8127	1.6856385	975.6696	970.0016	295.66666	285.6	84000	51155.105	815284.94	283.73846	-95.63819	51155.105	815284.9	282.9319	-87.7342	208.9933	3331.0266	46.099525	-11.8416395	-201.60428	4.9865317	5.222662	1098.7175	816.7921996116638
1049.1637	129.75618	1259.9884	930.37616	921.64954	1.5711372	924.2349	919.07275	308.42856	279.7	86000	51778.46	825219.6	287.72812	-74.29791	51778.473	825219.9	287.71838	-169.1801	192.38858	3066.4097	63.418594	-12.206374	-203.98407	5.0921297	5.3968205	1491.8251	834.3228404521942
1023.6976	201.16093	1514.9331	918.90137	944.0667	14.716846	968.1769	914.70404	304.0	287.6	88000	52110.88	830517.7	293.96628	-83.47874	52110.984	830519.3	301.39484	-76.70287	182.85356	2914.4521	32.171124	-13.054304	-205.2337	5.3247485	5.41173	1093.1982	854.9908261299133
889.3561	113.26761	971.3725	615.456	896.5045	7.752073	917.3205	887.44196	264.7143	265.4	90000	52324.32	833919.2	293.08118	-101.47555	52324.387	833920.4	296.42035	-141.78369	180.88034	2883.0027	37.395863	-18.853455	-206.04382	5.05341	5.3295245	1527.485	871.8080956935883
1017.81726	296.58124	1536.6322	586.9029	1101.6654	94.131714	1228.157	978.7401	306.14285	326.1	92000	52475.65	836331.1	301.05762	-58.3222	52475.53	836329.2	298.37936	-93.88318	174.41542	2779.9744	32.23147	-12.210388	-206.57422	4.824337	4.959114	1082.0763	893.0018773078918
1007.29425	133.79112	1224.7723	861.59955	956.08417	23.318424	991.92706	930.94525	303.66666	288.5	94000	52520.996	837053.9	301.11252	-92.40806	52521.094	837055.44	298.38696	-90.71858	167.85432	2675.4138	47.827175	-12.770403	-206.7295	5.163802	5.277462	1486.455	910.294106721878
995.22046	88.552925	1189.5541	929.65515	928.1045	13.088295	952.0215	912.9872	292.5	287.0	96000	52755.543	840792.0	302.1183	-65.95341	52755.395	840789.56	299.74136	-77.963554	161.19278	2569.2546	36.993176	-11.6833315	-207.59775	4.6973543	4.8585095	1097.1433	931.0215451717377
1231.9916	240.0057	1536.4109	932.54913	961.2625	4.309689	966.50006	953.943	368.0	279.8	98000	52883.844	842836.75	304.20227	-75.270226	52883.87	842837.1	301.71524	-76.458015	159.07864	2535.5637	42.046722	-14.014467	-208.05841	4.712804	4.942941	1544.4019	947.9050595760345
1137.8228	286.7242	1662.6725	733.88617	1322.5094	99.113884	1527.7645	1221.2063	337.33334	385.7	100000	53097.477	846241.56	303.91068	-97.622795	53097.65	846244.2	298.7097	-71.42352	155.69032	2481.5618	36.640858	-11.373476	-208.8631	4.5988693	4.5991883	1109.1842	969.5877916812897
1206.0986	279.51785	1778.1595	961.8057	949.90955	2.866648	955.25366	945.96985	358.83334	278.0	102000	53379.496	850736.2	299.30853	-73.798134	53379.434	850735.2	297.5115	-76.85855	150.19145	2393.9338	34.26318	-12.30064	-209.95796	4.710233	4.9497423	1535.1107	986.5220992565155
1119.0459	196.86359	1512.3263	947.9736	714.313	9.9842005	731.67456	701.64886	334.83334	223.2	104000	53675.008	855446.0	301.57364	-72.458466	53674.94	855444.8	300.0569	-98.36818	156.73624	2498.231	35.273468	-10.354115	-211.07666	4.888892	5.098452	1090.109	1006.6470792293549
916.57227	198.3391	1269.4764	612.75507	1023.33826	65.0523	1146.5366	946.4547	276.0	300.9	106000	53821.746	857784.6	302.12173	-72.13346	53821.848	857786.2	300.8058	-88.75066	154.8641	2468.4016	31.198238	-12.069424	-211.62593	4.738195	4.6514764	1501.8782	1023.9312880039215
848.5115	252.53413	1167.5975	340.7282	340.63623	1.3041728	342.6003	338.31866	260.0	139.3	108000	54039.195	861250.06	303.23856	-75.50636	54039.4	861253.4	300.88843	-120.46425	146.4108	2333.684	28.304674	-11.71145	-212.44049	4.5477996	4.7828693	1068.2666	1044.0848591327667
1119.3772	270.16037	1511.6954	781.4608	964.84924	19.701797	1006.9928	933.1883	330.8	289.9	110000	54084.133	861966.3	302.43533	-65.63753	54084.152	861966.7	299.01044	-99.98212	146.54758	2335.8682	35.5252	-11.307979	-212.61003	4.8618803	4.947308	1455.257	1061.3755521774292
1120.3387	216.64397	1518.3943	877.84607	978.71643	22.680466	1003.137	930.7436	331.0	277.6	112000	54220.94	864146.75	311.23077	-90.656975	54221.016	864147.9	310.3042	-71.88544	150.56667	2399.9214	43.24846	-14.075407	-213.12103	5.170194	5.392499	1099.4502	1082.0228171348572
917.86633	314.02167	1540.9863	549.3162	1241.8583	264.8309	1528.917	624.3766	272.57144	356.0	114000	54514.348	868822.94	314.00717	-87.12415	54514.332	868822.7	310.7474	-116.566376	151.89731	2421.1228	34.43545	-10.36166	-214.22252	4.706681	4.7886815	1451.6133	1099.6443572044373
