AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	StepsPerSecond	Time
-333.7086	153.15222	-180.55637	-486.8608	-145.86584	1.211276	-143.78041	-147.6708	1000.0	1000.0	2000	357.92386	5704.4644	8.951063	-4.367211	357.95966	5705.0347	9.48204	-4.457779	-750.0188	11953.449	43.026947	-14.392716	-2.3689704	0.09558883	0.093355045	6005.971	13.821456909179688
-187.09961	13.549385	-173.55022	-200.64899	-123.09873	48.102673	-75.78322	-250.26355	1000.0	1000.0	4000	1453.2092	23160.572	21.038746	-5.4717784	1453.3093	23162.168	21.094576	-5.3496857	-655.3873	10445.281	13.9250145	-15.537808	-6.6283298	0.13242254	0.12988812	5815.033	36.3007698059082
-252.47595	5.183403	-247.29256	-257.65936	6.076913	29.9018	52.005703	-45.119015	1000.0	1000.0	6000	3068.9998	48912.223	32.78761	-4.5720463	3069.0054	48912.316	32.356377	-4.704522	-415.0981	6615.756	14.469448	-13.933907	-13.077277	0.24009034	0.2430504	6762.845	56.18148422241211
-227.32016	21.922432	-205.39774	-249.2426	-52.8596	60.91694	61.92821	-156.18843	1000.0	1000.0	8000	4949.229	78878.39	42.89554	-1.179305	4949.2227	78878.28	42.561317	-1.3838823	-276.20996	4402.33	19.57444	-13.416123	-20.522074	0.35977206	0.35762897	6533.422	75.1406319141388
-348.3624	41.72336	-306.63904	-390.08575	-31.462488	34.47549	9.666931	-106.7426	1000.0	1000.0	10000	6864.9424	109410.07	57.366684	7.307505	6865.041	109411.65	57.53004	6.780779	-148.24524	2363.1934	28.673927	-14.340063	-28.11922	0.4601743	0.45006707	5999.062	96.20360541343689
-169.16061	15.699272	-153.46135	-184.8599	-174.39166	110.59262	-4.016462	-350.31805	1000.0	1000.0	12000	8307.771	132405.2	63.81732	16.1813	8307.711	132404.23	64.84988	15.731489	-287.25372	4578.3726	22.475311	-13.236764	-33.534992	0.48275506	0.48778552	1676.3192	118.43166780471802
-52.460243	12.582682	-39.87756	-65.04292	127.71504	94.341545	304.69046	-16.767878	1000.0	1000.0	14000	9010.828	143610.19	75.87442	16.824955	9010.726	143608.56	74.39577	17.64912	-556.19275	8864.402	15.719934	-14.561493	-35.892616	0.5387202	0.55158204	1998.7853	139.11078667640686
115.98651	9.938705	125.92522	106.047806	247.71948	139.10359	503.9049	59.20012	1000.0	1000.0	16000	9290.666	148070.1	67.121735	18.47702	9290.631	148069.55	67.33616	18.316607	-659.61523	10512.662	14.022028	-13.27566	-36.86446	0.4560063	0.46715522	1507.8767	159.39199137687683
103.65158	38.41176	142.06334	65.23982	518.5752	198.81087	885.107	239.53941	1000.0	1000.0	18000	9549.154	152189.73	65.3191	19.012056	9549.204	152190.55	64.70215	19.680265	-681.497	10861.3955	11.174919	-14.556363	-37.840267	0.4125441	0.41588807	1389.8027	182.18328404426575
-17.617113	17.569464	-0.047650937	-35.186577	200.90215	260.7595	724.04926	-2.6823878	1000.0	1000.0	20000	9534.235	151951.95	64.87641	20.25005	9534.248	151952.16	64.67522	20.396982	-677.214	10793.135	10.75914	-13.930062	-37.80387	0.36027154	0.3613724	1752.3013	204.32335329055786
