AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossQ1	LossQ2	AverageLossAC	StdLossAC	MaxLossAC	MinLossAC	AverageC	StdC	MaxC	MinC	AverageLogP	StdLogP	MaxLogP	MinLogP	StepsPerSecond	Time
607.33246	10.32099	623.0227	587.1216	595.41327	2.0722408	599.16187	593.081	193.0	189.5	66000	253.71344	253.71228	12.446994	12.413094	0.0001769993	0.0001374091	0.0012001013	3.560542e-05	255.92226	4078.759	1.5434034	0.4744707	224.6493	3580.3904	13.765529	-4.436031	864.08	820.8223836421967
592.95386	14.246047	605.2017	554.2526	596.8815	2.4770188	601.24365	593.3623	189.2	190.9	68000	260.21844	260.21542	14.109565	14.268508	0.00018225846	0.00017339631	0.0022513447	3.5236906e-05	255.9135	4078.6172	1.7230312	0.5392826	233.88182	3727.533	15.954467	-4.6901097	799.52264	844.9516258239746
445.20312	113.26284	590.77246	238.94516	396.05334	68.53618	530.68646	336.4575	158.0	147.4	70000	266.22125	266.21494	19.140371	19.67932	0.00016304762	0.00017836856	0.0020693685	3.5677884e-05	255.92133	4078.7417	1.5917184	0.5727908	241.68542	3851.903	12.352226	-4.5625587	775.23676	871.0027258396149
332.65448	131.61888	527.9355	126.85571	371.86008	84.06477	442.90207	130.22923	129.0	137.9	72000	264.12115	264.11707	15.5738125	15.469602	0.0001544013	0.00020615154	0.0031693778	3.0452691e-05	255.92493	4078.8027	1.7490413	0.04171915	244.36943	3894.6782	8.845171	-4.5341277	761.8954	898.7156710624695
265.99817	150.86601	523.6754	129.83875	282.96695	114.71601	388.654	140.3697	109.72222	116.8	74000	250.64851	250.64865	15.832205	15.517893	0.0001717689	0.00014952997	0.0014184287	2.8132394e-05	255.9186	4078.71	2.7147734	0.27254674	244.71533	3900.1926	9.004677	-5.022208	788.6014	925.3140478134155
221.30234	125.97317	509.0165	131.09364	305.961	129.22957	461.46457	149.12114	99.45	124.5	76000	242.19687	242.19719	15.282379	15.701403	0.00015743503	0.00014216691	0.0016442833	2.9630337e-05	255.9276	4078.8406	1.6615112	0.5382483	252.31093	4021.2456	9.63185	-4.686584	790.33685	950.1656057834625
404.64044	196.77695	599.4176	136.86078	581.6416	1.5966082	584.28	577.88776	145.71428	187.2	78000	239.15295	239.15245	17.422234	17.866194	0.00016896847	0.0001407743	0.0015794128	3.0894025e-05	255.9239	4078.7903	1.8743064	0.24638502	256.1945	4083.141	9.492219	-4.65041	922.8955	973.8931419849396
575.68036	11.999049	587.2992	544.84845	583.3106	2.49097	587.1841	579.54944	184.9	187.4	80000	243.09412	243.09195	19.70975	20.226755	0.00015263168	0.00011222939	0.0015044807	3.1994547e-05	255.92752	4078.8403	3.1473556	0.10114811	254.5861	4057.5066	10.075282	-4.4381523	800.8766	1001.2025876045227
581.43146	5.079654	589.61163	573.8557	581.6022	2.1610868	583.7316	576.6833	186.63637	186.6	82000	248.02348	248.02235	14.458317	14.755496	0.00014769411	0.00014407342	0.0011354557	3.099067e-05	255.92764	4078.841	1.5466	0.366151	265.1623	4226.062	9.451	-5.065225	725.0035	1030.379156112671
533.5182	138.53683	588.9441	74.79633	563.2219	2.0075169	567.4133	561.011	172.5	179.5	84000	248.82559	248.82343	13.516365	13.643332	0.0001579944	0.000107449436	0.0008401136	3.009177e-05	255.9256	4078.827	1.4864223	0.29999354	276.5019	4406.787	9.555093	-5.8460097	845.7096	1055.8202157020569
