AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossQ1	LossQ2	AverageLossAC	StdLossAC	MaxLossAC	MinLossAC	AverageC	StdC	MaxC	MinC	AverageLogP	StdLogP	MaxLogP	MinLogP	StepsPerSecond	Time
23.340227	18.814722	101.208435	5.487361	40.086895	1.0889295	41.615734	38.3858	26.31579	23.1	2000	908.55774	908.51636	0.041415066	0.042120475	2.1659567e-11	4.3631727e-11	3.760018e-10	1.4033042e-12	1729.2598	1230.7703	6018.34	0.00955534	241248.39	17258964.0	161.44763	-10.905283	3834.9504	14.31857967376709
16.990889	10.708722	64.837364	5.5429454	52.924835	1.0100219	55.10443	51.967922	21.824175	32.5	4000	3054.2698	3054.2886	0.16392224	0.18569516	6.032581e-12	3.5675245e-12	2.4418708e-11	1.1035013e-12	5560.482	7473.1226	69620.87	0.61060286	416301.03	29782288.0	201.2319	-5.408143	4582.477	28.75365662574768
17.158245	11.102391	59.543606	5.1964717	138.35663	3.2961683	142.40054	133.56938	22.65909	69.8	6000	7174.388	7174.432	0.8459836	0.85653996	1.42002e-11	9.215132e-12	6.503849e-11	1.5265258e-12	39426.293	26528.54	215670.72	5538.007	319457.8	22854062.0	195.06354	-5.603705	4511.5996	44.367999792099
15.794226	9.579162	65.62815	5.4538064	222.39426	3.8096828	228.45908	215.77347	20.418367	134.6	8000	14239.234	14239.686	3.0300424	3.0401099	1.5647561e-11	1.1051121e-11	8.504912e-11	1.7741679e-12	41032.8	23568.332	238529.64	7898.335	190017.9	13593901.0	194.86018	-8.49598	3788.9194	63.57730507850647
17.849396	14.099144	82.5877	5.3587403	33.550095	0.51828796	34.550797	32.658245	22.965517	27.1	10000	23163.793	23163.746	9.344024	9.210578	1.4745476e-11	9.818659e-12	7.479391e-11	1.6664444e-12	36695.254	25619.387	215548.62	6600.4497	206099.47	14744377.0	244.12973	-8.109587	4831.029	76.99654579162598
153.44861	103.20482	401.04755	18.06585	183.91289	21.255404	217.3313	154.01736	86.26087	111.5	12000	29659.79	29660.53	24.475237	24.095146	1.8304785e-11	1.14884135e-11	8.586296e-11	2.072932e-12	37113.527	21787.51	175040.94	7646.0415	133907.52	9579770.0	363.4734	-8.984388	1024.7721	96.82815957069397
133.99065	67.56868	270.94116	24.91784	1032.6216	0.34563416	1033.0748	1032.0045	78.75	1000.0	14000	34360.23	34360.605	27.214264	26.278873	2.2159092e-11	1.500036e-11	9.3164323e-11	2.9412698e-12	25980.123	14344.577	120566.15	6297.159	92393.1	6609806.5	198.93799	-7.5886717	1133.5306	122.91647672653198
445.76428	238.17874	1046.9783	268.24942	503.03766	46.830006	606.00604	456.0501	293.5	243.2	16000	38749.656	38749.87	30.367062	28.507887	2.7335377e-11	1.8512454e-11	1.0870922e-10	2.9244354e-12	15308.124	9479.524	87221.586	4167.9917	101444.266	7257329.5	219.48874	-6.600489	853.46027	145.20283937454224
306.6389	46.14676	380.75555	237.33376	314.61972	17.877468	358.8576	298.82825	128.1875	149.3	18000	43114.074	43113.61	32.30949	30.82923	2.3844489e-11	1.570446e-11	9.8638e-11	2.6853706e-12	13056.039	7834.076	70112.875	3280.11	114186.47	8168922.5	267.22858	-5.0080023	1382.3441	161.18700504302979
329.87283	42.609768	408.33237	285.65628	353.90143	6.226132	367.40845	346.38953	161.16667	170.4	20000	47499.926	47500.254	31.738695	29.661385	2.6099203e-11	1.722466e-11	1.0865011e-10	2.039479e-12	11603.332	6895.4487	84347.43	3054.2861	123101.01	8806642.0	256.5146	-9.741135	852.10974	183.54909825325012
