AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	StepsPerSecond	Time
19.73121	17.646507	116.98818	6.0329385	40.904617	0.8321403	41.96459	39.651123	23.127907	23.6	2000	935.8029	14914.399	16.69411	-1.6776398	935.7444	14913.467	16.62669	-1.6115977	-343.712	5477.9478	8.43627	-9.337283	-4.2106676	0.041040108	0.04518265	3735.7917	8.684019804000854
16.48791	13.561541	81.76793	4.7667923	41.845646	0.27905467	42.319126	41.47607	21.094736	24.0	4000	3673.0107	58538.742	59.307774	-9.086803	3673.0242	58538.957	58.865093	-9.5734415	199.2605	3175.9158	16.27234	-13.479823	-16.185968	0.24356318	0.26022473	3596.3132	20.522789478302002
17.60432	15.473984	117.46835	4.625233	68.58062	0.8643711	70.00767	67.20365	21.063158	39.8	6000	9106.152	145129.5	114.79984	-24.044767	9106.318	145132.16	115.83986	-20.564312	496.33435	7910.4365	23.679855	-14.751534	-39.398304	1.4981726	1.5990449	3449.9846	32.626577377319336
16.600882	11.213453	66.14184	5.4871683	180.16472	6.5933924	197.12234	173.33989	21.483871	104.7	8000	16755.586	267042.4	176.7159	-68.17114	16755.852	267046.62	174.52194	-59.39185	747.8588	11919.091	36.306866	-12.7584715	-72.23743	4.689676	4.6643443	3431.1555	45.5898597240448
17.7191	13.863809	89.01513	4.7523274	56.013508	26.630133	109.31951	41.845886	22.460674	32.1	10000	28928.021	461040.8	284.1019	-90.23962	28928.123	461042.4	287.23996	-82.14087	1216.9496	19395.191	36.375885	-13.590478	-125.890205	14.8409605	14.881174	3486.2336	57.76868939399719
170.31633	84.40922	314.5696	30.45717	197.2811	3.2707992	204.28418	192.3275	100.0	108.2	12000	49696.242	792034.4	341.36987	-95.65068	49695.945	792029.7	336.98657	-94.926895	1254.4095	19992.223	35.831757	-10.796096	-211.09444	47.8185	50.235703	773.9196	73.00798630714417
213.19646	9.806129	232.64067	198.49211	212.64995	2.456905	215.48387	206.35562	103.1579	97.4	14000	58704.12	935597.4	338.40182	-102.93665	58704.223	935599.1	330.7304	-101.39884	1095.9382	17466.63	52.66675	-11.03377	-240.72054	47.33742	48.294655	747.04364	88.4379415512085
222.16695	41.37945	294.0358	107.13646	260.91864	1.0326622	262.8204	259.21616	101.63158	124.7	16000	59430.965	947181.7	339.8659	-693.32526	59430.727	947177.9	335.37137	-536.3564	960.52765	15308.533	51.297047	-12.793844	-242.37303	46.60068	46.929962	760.6717	104.33973407745361
212.91568	91.581696	305.14343	16.278791	295.58612	3.7458353	304.6892	291.34885	105.57895	128.3	18000	61153.492	974634.4	351.01987	-138.18127	61152.477	974618.3	350.53955	-146.09853	981.9781	15650.381	73.206795	-11.285876	-249.1115	40.386883	41.541576	755.14014	120.31832218170166
256.39212	173.97821	474.21872	16.308361	371.76166	52.06205	478.56946	330.42682	157.23077	246.0	20000	63033.816	1004602.0	346.73898	-122.96349	63033.746	1004600.9	343.36963	-196.82642	951.3761	15162.66	70.731514	-11.49551	-255.61444	51.75381	50.63659	793.17584	137.545428276062
405.81787	253.56963	1021.57294	258.60907	293.8504	21.707695	330.52634	261.88275	281.14285	149.0	22000	63068.41	1005153.4	389.8899	-118.5114	63067.246	1005134.9	403.66284	-104.81252	886.3911	14126.971	47.729965	-10.990741	-254.36021	41.205353	39.889053	735.079	153.8011438846588
253.23991	51.353336	334.4795	113.14284	261.9085	3.1207323	267.05423	256.4803	117.94118	115.7	24000	61529.758	980631.06	381.10934	-109.91263	61530.332	980640.25	394.41718	-129.94057	934.3599	14891.482	44.721107	-11.449661	-247.56947	38.2599	36.529095	789.447	169.43134546279907
258.99863	67.340355	424.94388	116.50939	271.6324	10.413516	289.54056	257.50372	118.82353	119.7	26000	60266.07	960491.06	375.28882	-464.5131	60266.492	960497.8	377.7934	-458.9377	854.82837	13623.958	48.172382	-13.873167	-241.91904	36.57703	35.74362	800.64886	185.12695336341858
272.89264	85.84802	414.64392	88.45918	216.55244	7.689133	231.79315	210.32056	128.375	97.0	28000	58701.184	935550.7	372.6079	-173.20425	58701.727	935559.25	365.82666	-171.9986	781.60767	12456.998	48.140778	-11.3050785	-235.15337	31.500439	32.599617	719.5569	200.57648253440857
228.33134	64.24577	361.4348	115.80235	290.60498	33.90993	328.6042	255.71825	117.64706	144.2	30000	57169.39	911137.94	352.61972	-100.37964	57169.18	911134.56	351.4064	-117.48424	733.91003	11696.814	43.167675	-12.733419	-228.64656	26.47275	29.381021	747.78204	216.78363227844238
270.7096	28.514498	330.00244	233.9887	290.89746	3.4741716	297.82376	286.74963	120.125	120.7	32000	55458.816	883875.6	363.3762	-138.75737	55458.523	883871.0	357.87585	-202.69746	752.64667	11995.424	42.797752	-10.872546	-221.60078	24.12013	25.869059	745.4812	232.60600543022156
249.10068	101.505745	331.9378	35.60898	1003.37823	11.544147	1033.5546	991.96533	111.125	1000.0	34000	53725.656	856253.5	364.11935	-115.55664	53725.867	856256.9	366.4814	-142.12871	765.13824	12194.504	42.15549	-14.551811	-214.60997	23.119938	25.695532	753.96796	261.13741159439087
504.6841	272.17612	1041.9457	293.98312	898.4839	145.72214	1050.9761	624.6495	353.16666	797.1	36000	52706.215	840006.25	355.62366	-115.12729	52706.156	840005.3	354.65747	-132.54803	744.8946	11871.868	48.066883	-10.581858	-210.33621	23.634851	25.010738	745.18854	286.77246832847595
438.89645	247.03297	1038.6161	279.71292	304.01007	1.2354496	306.4769	302.20126	299.0	153.8	38000	52041.69	829415.4	333.7761	-125.164825	52042.047	829421.06	335.3058	-126.785065	697.9011	11122.91	39.568504	-11.292958	-207.63513	18.866232	20.020996	758.3323	302.7890594005585
308.8687	37.125423	425.86917	261.76825	362.2627	2.3190105	367.40784	359.54517	152.07692	156.3	40000	51939.055	827779.6	341.4893	-199.94618	51938.547	827771.56	342.03006	-290.77805	725.5064	11562.864	37.50391	-11.649904	-207.41898	19.157175	20.43564	746.55835	319.13547348976135
348.7272	112.31106	643.521	201.1087	312.70242	5.2836003	320.26624	303.47852	163.61539	150.6	42000	51649.656	823167.4	349.41324	-201.64734	51649.273	823161.3	346.65588	-248.15878	663.8647	10580.456	34.591957	-12.811781	-205.9474	17.832079	18.641577	801.7959	335.3094298839569
289.0847	201.10068	774.16064	22.89794	284.2182	1.9693791	288.75763	281.81436	143.53847	156.9	44000	51100.086	814408.56	348.57306	-114.74424	51099.836	814404.5	351.0433	-180.55458	625.35767	9966.763	38.596375	-11.3800335	-203.37943	21.998926	23.898289	769.1404	351.75937056541443
333.32214	127.008965	569.8554	198.74231	209.81888	10.17943	238.57185	202.50183	206.77777	125.0	46000	50180.043	799745.25	343.053	-214.98506	50179.7	799739.75	345.20718	-217.29822	616.3413	9823.071	41.97634	-12.500932	-199.45015	22.753466	23.934906	759.4595	367.81376791000366
342.70337	281.04846	1075.4967	156.71213	178.31558	1.0687523	179.7105	176.1494	270.375	116.2	48000	49226.188	784543.06	332.8507	-425.95264	49225.586	784533.5	327.45972	-397.82953	618.8287	9862.703	42.913654	-12.80888	-195.65947	21.666456	22.45394	771.8512	383.4982433319092
175.21066	59.64116	280.58957	64.2002	733.8053	206.00346	1054.9631	506.1706	135.66667	677.1	50000	48705.395	776242.9	370.57205	-240.68521	48705.363	776242.4	372.3799	-184.20543	611.95557	9753.161	38.803226	-12.728483	-193.60153	20.30952	21.307264	776.52563	407.3397719860077
298.88507	98.60445	462.1446	174.96605	243.60107	139.61896	602.1854	169.22343	205.6	110.9	52000	48985.668	780709.56	409.9862	-141.31918	48985.945	780714.0	435.298	-112.92015	650.5222	10367.815	34.33008	-15.439827	-194.86757	20.963469	21.671707	757.2576	423.0664372444153
283.39413	107.69059	630.24866	157.90152	347.35626	14.810293	367.96634	316.91974	116.117645	126.8	54000	49884.387	795032.75	399.2222	-392.70526	49885.617	795052.5	425.62402	-324.95694	615.6206	9811.571	34.67215	-15.761204	-198.3585	25.977364	26.450994	808.0463	438.9984714984894
314.80276	68.973114	512.8342	233.27338	478.8764	60.798645	540.2253	304.44528	125.0	180.5	56000	50652.492	807274.4	279.4945	-109.612	50652.977	807282.25	278.5242	-94.85085	604.378	9632.387	32.358685	-11.215612	-201.3729	24.760384	25.51696	743.4537	455.7223687171936
317.0785	88.160095	477.7454	127.10191	291.81656	38.054718	350.59506	228.29974	130.8	133.6	58000	51786.57	825348.8	286.08774	-146.63593	51786.88	825353.7	286.6947	-109.21861	660.351	10524.447	35.708603	-12.058371	-205.85332	25.290972	26.082636	774.74243	471.69927048683167
312.39044	71.56885	454.31845	239.68056	253.56516	1.356878	255.37657	251.27995	135.6	120.9	60000	52511.812	836907.4	297.44452	-118.861626	52511.207	836897.8	300.13327	-118.66078	667.91437	10644.989	36.505142	-10.153965	-208.46066	24.073793	24.622107	778.403	487.45398211479187
266.95163	12.2568	285.14285	246.72981	373.21255	21.65669	395.61115	318.28665	133.33333	162.9	62000	52776.44	841125.06	312.1238	-106.75549	52776.09	841119.44	314.77264	-139.83893	619.9105	9879.932	48.91399	-10.964741	-209.34528	22.019073	22.253448	749.3219	503.9424741268158
361.32242	108.869415	562.8885	242.69496	337.85126	62.50363	511.9264	285.1057	157.23077	167.8	64000	52776.367	841124.0	319.37366	-143.15323	52776.48	841125.75	326.1392	-128.33347	586.414	9346.086	71.63249	-12.534704	-209.2765	21.11539	21.102932	734.53015	520.7075910568237
470.79333	111.469444	582.66595	261.12634	491.0937	105.2941	726.3793	417.44156	199.77777	226.1	66000	52488.94	836543.3	327.2553	-107.944695	52488.254	836532.3	326.58136	-127.929855	584.14154	9309.873	43.377987	-11.244714	-208.01169	19.506609	20.031961	785.19574	537.9971199035645
