AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossQ1	LossQ2	AverageLossAC	StdLossAC	MaxLossAC	MinLossAC	AverageC	StdC	MaxC	MinC	AverageLogP	StdLogP	MaxLogP	MinLogP	StepsPerSecond	Time
-74.07253	95.1007	-10.154116	-348.78458	-357.41266	495.94928	-31.152689	-1679.2047	188.2	241.8	2000	-0.41306865	-0.4123825	0.05104487	0.059259582	8.7895656e-11	4.0509304e-11	3.602621e-10	1.4645344e-11	3467.2246	1624.8104	10317.828	908.6823	10918.151	174008.52	197.43301	-12.862715	1890.8811	21.1069815158844
-105.878586	133.63133	-5.8270483	-366.54868	-60.74276	22.14554	-27.76904	-104.88721	277.2	24.0	4000	5.8267593	5.827006	0.16231088	0.15009136	9.025693e-11	3.16371e-11	2.0759672e-10	2.0437768e-11	4581.1675	907.94086	10330.236	2642.2834	12151.264	193661.3	261.66458	-11.26011	1917.1421	49.48094201087952
-176.54457	129.91466	-34.425583	-341.7154	-397.1156	555.0326	-33.548424	-1870.8888	538.75	145.0	6000	31.847538	31.846905	0.7889165	0.77476335	5.2939684e-11	1.7638169e-11	1.2702057e-10	1.3307961e-11	6655.5425	1664.8286	15659.676	2863.5728	28557.514	455136.03	496.79065	1.9596486	1979.9989	79.39096593856812
-88.54286	100.513336	-10.58292	-321.16718	-624.1872	1116.2909	-18.31031	-2879.938	242.125	219.8	8000	88.39849	88.39635	3.9174864	4.064196	4.138895e-11	1.469895e-11	1.2648554e-10	9.422181e-12	10805.577	2943.8618	24028.72	4631.457	43969.324	700761.8	729.0595	13.733889	1748.6973	110.97098636627197
-56.86993	86.54322	-2.545108	-334.67822	-83.91594	32.67553	-14.824384	-133.1461	164.41667	26.7	10000	182.53828	182.54059	14.8096895	14.718642	3.60518e-11	1.30836566e-11	8.923693e-11	4.579159e-12	17365.648	5296.8574	84985.12	7898.5566	57446.516	915554.7	903.0566	23.678518	1778.5725	138.63763880729675
-267.4711	652.3221	-18.773252	-2833.789	-77.60857	28.394562	-27.281889	-123.98872	125.26316	26.3	12000	267.4404	267.4459	38.132626	38.229225	3.80917e-11	1.4407736e-11	9.1776996e-11	6.2159817e-12	23926.346	7300.084	97511.55	11497.361	59900.293	954662.44	1282.8049	15.1104765	631.2616	168.79203343391418
-638.20844	991.3794	-42.455097	-2783.7175	-530.16595	848.41455	-43.44399	-2254.0862	227.66667	239.4	14000	261.71667	261.7136	28.079624	27.772469	6.072434e-11	2.5756673e-11	1.6931478e-10	9.278994e-12	23938.984	6715.779	69811.836	12690.781	29516.154	470414.88	712.0852	-0.5748732	860.2052	202.88754534721375
-207.76936	620.4296	130.57277	-2429.907	-4.1464777	247.97375	473.0163	-551.2601	194.14285	629.7	16000	246.51013	246.50906	19.518187	19.042068	1.1290984e-10	4.3055122e-11	2.7919497e-10	1.3626894e-11	17942.453	5981.9453	60226.14	7621.8867	7616.301	121385.125	354.38684	-2.5091171	597.4087	245.66285014152527
-170.10788	228.13469	-8.753505	-601.9507	-146.26656	296.45575	-1.8473705	-1030.0083	249.8	189.0	18000	241.4733	241.47307	13.861429	13.44522	1.1868267e-10	4.6932493e-11	2.7658806e-10	1.2721211e-11	8366.492	2842.335	31628.246	4031.6064	7390.452	117785.4	152.56978	2.1215785	929.96924	278.37650871276855
-478.1427	370.57794	-92.57241	-854.52167	-160.95834	245.5	2.76195	-667.9092	564.5	259.0	20000	234.25209	234.25217	11.2182045	10.768937	1.1302876e-10	4.7321102e-11	2.620226e-10	1.22187885e-11	5245.366	1793.3994	18778.57	2488.8342	8080.4937	128782.91	136.34042	5.17984	772.918	313.16039299964905
-106.28632	187.43463	10.476217	-613.64984	-111.477394	234.82713	-1.1214429	-811.3082	197.0	156.2	22000	222.7525	222.75105	13.121533	13.26602	1.0985902e-10	4.7986098e-11	2.578024e-10	1.3807254e-11	3744.7488	1279.3903	10527.895	1964.6566	8462.484	134870.9	132.40381	5.8465242	636.1486	345.7362117767334
-143.74492	249.24307	-1.537193	-732.62103	-77.53764	154.2664	17.490412	-527.6145	243.16667	183.8	24000	209.98355	209.98172	11.242693	10.795662	1.0462129e-10	4.7566402e-11	2.6717967e-10	8.746887e-12	2852.849	1027.8865	10208.977	1427.468	8885.762	141616.92	149.25308	9.928709	880.7289	378.586608171463
-40.19593	46.426983	1.1920012	-141.0527	19.657124	198.30322	549.5122	-292.34174	146.4	249.2	26000	196.29373	196.29288	11.906399	11.2429695	9.284966e-11	4.6783855e-11	2.7363486e-10	8.996406e-12	2541.5415	980.8343	10027.795	1170.3892	8959.253	142788.14	131.78697	11.746818	833.0547	412.55907821655273
-90.17773	127.597626	35.867687	-334.88214	276.6973	269.19778	679.75714	-9.333586	355.8	600.9	28000	182.85674	182.85724	8.195211	8.316846	9.3509485e-11	4.7995868e-11	2.7625507e-10	1.0744505e-11	2039.8884	760.5099	6421.1387	888.4848	9034.224	143983.03	139.20349	12.183262	907.2834	451.32622838020325
385.5683	225.40356	610.97186	160.16473	137.93312	185.35327	409.9172	-108.05685	1000.0	569.5	30000	170.70462	170.70416	5.7691483	5.875361	9.31414e-11	4.6755187e-11	2.5672842e-10	8.201719e-12	1646.8928	617.8722	7713.3	777.06903	9189.658	146460.17	121.02246	11.804948	792.55585	492.6877820491791
99.39991	216.1829	530.9588	-20.840303	228.34697	210.68861	489.4879	-11.331774	465.6	530.9	32000	160.48659	160.48657	4.998317	4.6899996	9.392369e-11	4.528469e-11	2.5529429e-10	5.684582e-12	1307.4542	501.13992	5902.2886	630.50867	9367.548	149295.3	111.20681	13.766403	851.4983	533.4503812789917
515.18933	68.80325	583.9926	446.3861	306.29816	308.49545	815.4187	-66.8731	1000.0	648.0	34000	150.86967	150.86835	3.3737967	3.625603	9.317567e-11	4.6148106e-11	2.841767e-10	9.467411e-12	1042.9369	400.8251	4281.507	462.86157	9553.338	152256.34	106.05888	15.409055	654.36035	576.9339385032654
