AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossQ1	LossQ2	LossAC	AverageC	StdC	MaxC	MinC	StepsPerSecond	Time
3977.2266	2.5915527	3979.818	3974.635	3037.1736	1222.2397	3945.975	75.97285	1000.0	1000.0	52000	202.28712	202.28737	5.76548	5.590879	-1.0085579e-05	0.03380608	0.038095493	0.50194263	0.0040113926	1300.4541	1632.5977687835693
3893.7275	116.73987	4010.4675	3776.9878	2686.39	1523.771	4241.6846	209.53198	1000.0	1000.0	54000	211.8121	211.81264	5.74777	5.4547157	2.412245e-05	0.038917746	0.06804723	1.5144018	0.0031895936	1157.1897	1695.9138836860657
2077.9788	1961.4026	4039.3813	116.57624	4137.5405	99.44386	4263.3174	3936.0762	1000.0	1000.0	56000	218.24626	218.24675	5.547542	5.2684383	-5.7352872e-06	0.071692735	0.10442664	1.1136316	0.0040613115	1148.4683	1759.9381911754608
4273.2188	47.901123	4321.12	4225.318	3497.4478	310.24054	3949.019	2947.5098	1000.0	1000.0	58000	225.63513	225.63559	5.575996	5.306509	2.7014482e-06	0.058843568	0.0846487	1.4721502	0.0043712556	1072.1884	1823.7151041030884
3979.2222	4.4158936	3983.638	3974.8062	4135.075	90.01556	4298.52	3983.5283	1000.0	1000.0	60000	233.85535	233.85571	5.6657014	5.398933	2.1361048e-08	0.04807776	0.060356587	0.5611619	0.0039536506	1132.2383	1887.649002790451
4146.9297	339.78687	4486.717	3807.143	3475.857	747.8928	3963.338	1627.8195	1000.0	1000.0	62000	242.24367	242.24373	5.765917	5.5438924	-1.4004314e-05	0.03377973	0.037727896	0.47008806	0.0045690686	1043.64	1951.208838224411
4144.532	281.65918	4426.1914	3862.873	3656.0894	1066.4023	4362.5215	515.99335	1000.0	1000.0	64000	249.96156	249.96198	5.744279	5.4628377	6.801136e-06	0.038332276	0.037020233	0.45705336	0.0040225685	1036.5656	2015.3961725234985
4257.4395	47.840576	4305.2803	4209.599	4273.3228	81.00179	4449.4546	4174.201	1000.0	1000.0	66000	257.80215	257.80206	5.8114634	5.5587234	-5.152312e-06	0.02942506	0.028435247	0.490727	0.004162779	1052.6002	2078.6561074256897
3993.1318	119.17285	4112.3047	3873.959	4310.2446	180.01927	4604.5903	4070.8813	1000.0	1000.0	68000	264.52847	264.52924	5.9635887	5.701581	-4.083096e-06	0.027664937	0.023305522	0.2831882	0.004982762	1133.4022	2143.927584171295
4427.26	29.167969	4456.4277	4398.092	4541.1016	102.88048	4731.36	4357.215	1000.0	1000.0	70000	271.6232	271.62256	5.9717746	5.747264	8.5236553e-07	0.032816514	0.04831612	1.1510199	0.0053064898	1154.1162	2207.8571202754974
4389.909	58.41284	4448.3223	4331.4966	3581.8887	1399.2377	4518.968	-262.89313	1000.0	1000.0	72000	278.75247	278.75314	5.874707	5.583528	1.6829366e-05	0.028264817	0.037201542	0.62081146	0.004507974	1145.9232	2271.531432390213
4335.285	193.68555	4528.9707	4141.5996	4545.2217	108.57791	4752.547	4388.5283	1000.0	1000.0	74000	286.1328	286.13306	5.8861766	5.6783175	2.9281136e-06	0.027196547	0.031499475	0.6214511	0.0047612935	1132.3442	2335.1825082302094
4542.491	44.631104	4587.122	4497.86	4633.9517	80.24941	4788.268	4517.122	1000.0	1000.0	76000	292.82202	292.8227	6.002757	5.735919	-5.705242e-06	0.02628664	0.026369333	0.41053557	0.0042034313	1204.3433	2399.0616064071655
4429.456	84.968994	4514.4253	4344.4873	4695.171	131.02266	4882.77	4514.552	1000.0	1000.0	78000	299.548	299.54828	6.0646167	5.874123	-2.508401e-06	0.024203418	0.023452314	0.33108592	0.0044930726	1169.5732	2462.4525463581085
4662.44	38.010254	4700.45	4624.4297	4505.849	149.04611	4647.895	4160.263	1000.0	1000.0	80000	306.1798	306.18002	6.0118546	5.8229628	3.494117e-06	0.02641015	0.033781726	0.82130915	0.0048942864	1202.3617	2527.2086021900177
4685.2764	25.697021	4710.9736	4659.5796	4593.8306	27.208189	4626.8276	4542.54	1000.0	1000.0	82000	312.66113	312.66174	5.7238317	5.529158	2.7901506e-06	0.021901786	0.023389962	0.38575047	0.0042747706	1184.6144	2590.853005886078
4699.038	51.241455	4750.2793	4647.7964	4584.135	98.165436	4799.8687	4445.4604	1000.0	1000.0	84000	319.43774	319.43796	5.8791533	5.664783	-9.9252775e-06	0.024174247	0.05680016	1.9876823	0.0042099506	1207.8363	2654.6708776950836
4630.9443	189.20947	4820.154	4441.735	4244.9214	1160.6995	4863.322	790.1796	1000.0	1000.0	86000	325.41418	325.41492	5.6427674	5.498974	1.6554028e-05	0.027548913	0.05039152	1.3752543	0.0054575503	1198.9775	2718.590580224991
4704.675	65.60181	4770.2764	4639.0728	4401.8086	1053.6975	5033.166	1273.9315	1000.0	1000.0	88000	331.22845	331.2283	5.683957	5.5299616	-2.387125e-06	0.02925578	0.08405415	1.9224093	0.0045992434	1183.7992	2782.542557001114
4840.032	113.21948	4953.2515	4726.8125	4792.194	137.09802	5024.1113	4559.373	1000.0	1000.0	90000	337.6817	337.6812	5.655165	5.4614615	-5.7218326e-06	0.02354998	0.03033267	0.5587429	0.00506714	1108.3177	2846.4458780288696
4711.962	76.397705	4788.36	4635.5645	3880.4429	1330.9866	4877.0044	1018.8114	1000.0	1000.0	92000	342.80554	342.80652	5.6656356	5.533742	1.3685213e-05	0.024413662	0.045777388	1.4696665	0.004890561	1097.424	2910.8079628944397
3937.437	862.5469	4799.984	3074.8901	4232.493	980.7512	4969.8687	1857.4583	1000.0	1000.0	94000	347.84818	347.84897	5.7720575	5.524141	6.448518e-06	0.024065824	0.08202544	2.5939412	0.004248321	1095.9318	2975.1980350017548
4922.078	19.045654	4941.124	4903.0327	4702.4897	83.00703	4840.8257	4595.517	1000.0	1000.0	96000	351.9918	351.99188	6.161828	6.013718	-7.8903295e-06	0.026218524	0.051263887	0.99461603	0.0049360096	1133.0765	3039.2014722824097
4392.6855	264.32178	4657.0073	4128.364	5000.488	114.73574	5191.2617	4865.3193	1000.0	1000.0	98000	356.496	356.49628	6.3935018	6.137554	8.365792e-06	0.03250711	0.069424786	1.7680168	0.005621463	1103.2924	3103.228061437607
4775.1934	28.568604	4803.762	4746.625	5011.5815	128.94617	5265.565	4834.1543	1000.0	1000.0	100000	360.77173	360.7719	6.868992	6.695427	1.6123398e-05	0.03243605	0.060452178	1.3782002	0.004707277	1209.8245	3167.404064655304
5014.036	82.60303	5096.639	4931.433	4711.3955	54.294983	4772.173	4592.3677	1000.0	1000.0	102000	365.03818	365.03873	6.849395	6.5518284	-3.9449405e-05	0.03662427	0.10896753	2.6543815	0.004914403	1102.074	3231.2850914001465
4994.2183	46.069824	5040.288	4948.1484	5041.458	140.92464	5224.9233	4766.1294	1000.0	1000.0	104000	369.29337	369.29364	6.750836	6.517754	-2.7379872e-05	0.050830428	0.14430767	2.9644444	0.0057246536	1096.4971	3295.8000543117523
4933.29	31.661621	4964.9517	4901.6284	4936.927	90.91775	5158.7515	4798.705	1000.0	1000.0	106000	373.378	373.3786	6.8841486	6.6273274	-3.347915e-05	0.039267693	0.059900112	1.0916945	0.0048153102	1102.2855	3360.444882631302
4964.825	138.56909	5103.3945	4826.2563	5135.5015	103.323784	5356.9316	4975.7197	1000.0	1000.0	108000	377.32254	377.32324	6.4466915	6.2510157	-7.1838117e-06	0.03907389	0.07520959	1.8186562	0.0049401075	1095.5792	3424.8652579784393
4907.8354	34.538574	4942.374	4873.297	5009.6665	118.91612	5183.91	4811.269	1000.0	1000.0	110000	381.69696	381.69702	6.6030254	6.4140153	1.6073902e-05	0.041122902	0.076619096	1.3432082	0.005234778	1085.1974	3489.1994166374207
5112.9614	222.7539	5335.7153	4890.2075	5157.1836	101.78878	5299.254	4999.006	1000.0	1000.0	112000	385.40323	385.4039	6.521837	6.230696	5.787662e-07	0.037266042	0.060188074	1.4548438	0.0048801303	1135.9382	3553.0448291301727
5064.4766	152.64722	5217.124	4911.8296	4937.304	111.729294	5070.856	4748.989	1000.0	1000.0	114000	389.12292	389.12378	6.455423	6.1626983	9.777343e-06	0.02587791	0.02959463	0.51434267	0.004895963	1094.6677	3617.0253989696503
5087.7188	11.91626	5099.635	5075.8022	5292.767	122.08449	5513.6406	5123.3193	1000.0	1000.0	116000	392.75107	392.75137	6.4920454	6.298036	-7.0235224e-06	0.027081875	0.055700906	1.7123063	0.0048160553	1073.1758	3680.8318593502045
5139.2393	159.11792	5298.3574	4980.1216	5136.415	93.69082	5261.29	4969.3506	1000.0	1000.0	118000	396.62195	396.62268	6.5916214	6.335462	-7.214567e-06	0.034896	0.080695696	1.9684662	0.0042900443	1101.9395	3744.1578176021576
5141.0015	23.275879	5164.2773	5117.7256	5345.506	119.286545	5538.691	5095.987	1000.0	1000.0	120000	400.20648	400.20703	6.279345	6.1510653	-2.6591918e-06	0.02637554	0.037804108	0.67264664	0.004409626	1195.7075	3807.723054409027
5243.075	65.56177	5308.6367	5177.513	5411.491	70.59858	5534.027	5293.583	1000.0	1000.0	122000	404.02216	404.02185	6.3534946	6.201065	4.5772175e-08	0.028631354	0.03699478	0.44584125	0.0045903027	1043.7279	3871.153463602066
5253.7812	26.03003	5279.811	5227.751	5238.2227	165.50827	5597.9463	4928.7686	1000.0	1000.0	124000	407.3815	407.38205	6.260999	6.126819	1.5183384e-05	0.02754515	0.06666159	2.0303593	0.00436157	1011.78986	3934.5257363319397
5234.8633	76.71802	5311.5815	5158.1455	5103.0117	141.53662	5363.8955	4934.8643	1000.0	1000.0	126000	410.89206	410.8926	6.360701	6.2009506	9.998076e-06	0.027440606	0.093138225	3.7270398	0.0045627356	1025.2396	3997.773185968399
5157.3994	55.928223	5213.3276	5101.471	5243.491	165.47319	5461.734	4881.2583	1000.0	1000.0	128000	414.7242	414.72452	6.721953	6.505878	-2.2191591e-06	0.026813034	0.04783423	1.2077838	0.0045839697	1051.7155	4062.072306871414
5139.0806	86.61426	5225.695	5052.4663	5457.906	147.38974	5709.1475	5228.7944	1000.0	1000.0	130000	418.06982	418.06964	6.503668	6.4126625	-1.9383431e-05	0.027578836	0.05255051	1.4918909	0.0042825937	1050.1088	4126.203006982803
5410.088	196.6726	5606.7603	5213.415	5412.1655	184.1956	5699.784	5130.6177	1000.0	1000.0	132000	421.17322	421.1734	6.712569	6.6348596	-2.4266676e-05	0.031513337	0.076267496	1.7522528	0.004169345	962.0739	4190.706035852432
5366.9106	4.1904297	5371.101	5362.72	5608.1396	186.19228	5843.5493	5300.415	1000.0	1000.0	134000	424.0666	424.06693	6.5508876	6.3691864	-1.21057055e-05	0.026153512	0.06019605	1.2578354	0.0040493906	1090.4744	4254.576153755188
5305.7744	26.909912	5332.684	5278.8643	5010.332	177.8468	5289.544	4678.3193	1000.0	1000.0	136000	427.11313	427.1132	6.4812207	6.3026896	3.272511e-06	0.028006133	0.10921037	3.7312963	0.0039570034	1137.2866	4318.724360942841
5427.9883	94.72875	5522.7173	5333.26	5600.499	102.12094	5824.516	5449.7754	1000.0	1000.0	138000	430.05902	430.0594	6.637519	6.579768	2.5994143e-07	0.028274795	0.060336288	1.4447368	0.004452467	1130.0582	4382.664388656616
5337.197	83.54004	5420.737	5253.6567	5437.4106	59.800045	5537.483	5349.1606	1000.0	1000.0	140000	432.7059	432.70593	6.8340087	6.7343593	7.1753743e-06	0.029017555	0.061423026	1.7194651	0.004287809	1127.0797	4446.82411813736
5422.1133	183.48071	5605.594	5238.633	5207.7046	83.89389	5327.3228	5071.1577	1000.0	1000.0	142000	435.75427	435.75473	6.858991	6.652656	1.0628735e-05	0.029947069	0.06897084	1.6441613	0.004079938	1147.359	4511.12646484375
5675.132	162.08789	5837.2197	5513.044	5290.6006	109.788315	5485.9956	5136.619	1000.0	1000.0	144000	438.5056	438.50534	6.76763	6.5876093	-1.0106359e-06	0.029890733	0.059003346	1.1419982	0.0045128167	1105.1525	4575.171385526657
5619.057	50.67871	5669.736	5568.3784	5885.2046	188.36087	6217.7812	5572.8076	1000.0	1000.0	146000	441.15445	441.15475	6.709906	6.475036	-5.9721897e-06	0.02799291	0.08118084	2.5289297	0.004069507	1155.6282	4638.713388681412
5495.158	53.614746	5548.773	5441.5435	5617.2954	137.84544	5827.8174	5372.605	1000.0	1000.0	148000	444.00656	444.00735	6.7683115	6.708843	-7.716542e-06	0.030171245	0.06876626	1.2411743	0.004309416	1148.823	4703.609565496445
5679.116	217.59839	5896.715	5461.518	5740.0303	156.53462	5953.254	5371.007	1000.0	1000.0	150000	446.7485	446.74844	6.709631	6.449478	-1.1390176e-05	0.03403317	0.08288387	2.225189	0.004464388	1119.731	4768.009656906128
5450.969	141.21924	5592.1885	5309.75	5997.0117	142.70471	6208.1895	5727.468	1000.0	1000.0	152000	449.0375	449.0369	6.8066025	6.751611	-1.791214e-05	0.027876256	0.06737079	1.3766959	0.004158914	1145.861	4832.403869628906
5683.506	44.979248	5728.4854	5638.527	5735.732	110.38285	5930.266	5549.075	1000.0	1000.0	154000	451.94965	451.95007	6.9904585	6.794854	-1.3711803e-05	0.021950865	0.041100055	0.63904595	0.004042685	1142.3044	4896.283718347549
5729.1924	226.25244	5955.445	5502.94	6269.834	100.3112	6386.415	6032.7217	1000.0	1000.0	156000	454.62836	454.62842	7.1359377	7.0005083	1.857029e-05	0.023737377	0.065680064	1.7812312	0.0039428473	1075.3824	4961.365305423737
5744.488	138.19238	5882.68	5606.2954	5986.0737	125.20531	6274.605	5868.4575	1000.0	1000.0	158000	457.08768	457.08783	7.0531173	6.8603387	-9.773095e-07	0.02624067	0.07160644	2.1996617	0.004000962	1044.3138	5026.710816383362
5796.3506	7.912842	5804.263	5788.4375	5856.0503	124.87426	6021.63	5587.0264	1000.0	1000.0	160000	459.8854	459.8856	7.0905814	7.0329156	-2.1525067e-05	0.02793984	0.09083004	2.0948575	0.0040769577	1076.91	5090.744843006134
5866.367	116.24097	5982.6084	5750.1265	5808.649	307.72018	6062.0825	4938.7676	1000.0	1000.0	162000	462.0966	462.0967	7.050872	6.9556055	4.326094e-06	0.026871812	0.08272909	1.643534	0.0040128827	1079.4789	5154.894531726837
5958.499	115.46704	6073.9663	5843.032	6147.302	254.01376	6447.367	5630.5156	1000.0	1000.0	164000	464.83078	464.8309	7.406178	7.1704135	4.228589e-06	0.02564866	0.07365551	1.4478654	0.0039979815	1091.146	5219.245722532272
5971.1143	80.01465	6051.129	5891.0996	5675.198	184.28712	6019.0503	5372.095	1000.0	1000.0	166000	467.80823	467.80807	7.397024	7.1800985	-4.105147e-06	0.023158383	0.062894784	1.468271	0.003901124	1304.7942	5283.333380222321
5808.8457	68.18994	5877.0356	5740.656	6019.9014	218.02898	6383.604	5616.243	1000.0	1000.0	168000	470.21606	470.21664	7.6976295	7.610245	-2.9966131e-05	0.028215542	0.10593802	2.3947656	0.0040613115	1069.645	5347.0421369075775
6011.5225	135.177	6146.6997	5876.3457	6235.2446	114.97862	6443.5215	6059.5645	1000.0	1000.0	170000	473.5177	473.51746	7.7462473	7.5550685	1.3505523e-06	0.02312102	0.04920513	0.9213075	0.003938377	1078.7233	5412.321788072586
6039.1494	183.37085	6222.52	5855.7783	6272.677	102.57188	6494.626	6121.667	1000.0	1000.0	172000	476.04535	476.0449	7.954445	7.823391	-1.2989228e-05	0.023624746	0.06713177	1.5585423	0.004018843	1113.758	5477.633016109467
6369.384	0.16528338	6369.5493	6369.2188	6418.479	83.08032	6521.566	6283.2266	1000.0	1000.0	174000	479.20822	479.20868	8.021237	7.874791	-1.326379e-05	0.025730185	0.05529932	0.8826375	0.004041195	1100.2896	5541.595353603363
6221.766	37.74951	6259.5156	6184.0166	5921.107	159.7239	6107.9287	5545.017	1000.0	1000.0	176000	482.47662	482.47678	8.095614	7.9818406	1.2085587e-07	0.029955277	0.080590926	1.6175181	0.0038206577	1054.3683	5604.754283666611
6284.2275	56.607666	6340.835	6227.6196	6695.544	91.70967	6820.308	6559.507	1000.0	1000.0	178000	486.3617	486.36142	8.234003	8.054438	2.0628622e-05	0.029180385	0.08583409	2.4374797	0.003401935	1074.9324	5668.212291955948
6338.6514	48.268555	6386.92	6290.383	6665.6006	102.88612	6742.196	6424.2734	1000.0	1000.0	180000	489.68314	489.68314	8.584013	8.3085375	-5.7749676e-06	0.025099514	0.062215645	1.3553605	0.0038564205	1059.415	5731.907568693161
6422.374	95.543945	6517.918	6326.83	6516.0264	123.49528	6793.1343	6352.196	1000.0	1000.0	182000	493.39673	493.39716	8.670683	8.469943	2.2234948e-05	0.030052643	0.07065037	1.6551688	0.004185736	1137.4165	5794.687943696976
6461.492	43.509033	6505.001	6417.983	6751.5977	256.9705	7048.948	6116.925	1000.0	1000.0	184000	497.59958	497.59958	8.641432	8.512787	1.9504241e-05	0.03479159	0.13024203	3.4697413	0.0037923455	1121.7203	5857.261395454407
6784.4375	14.501953	6798.9395	6769.9355	6919.3345	127.95546	7147.364	6715.0728	1000.0	1000.0	186000	501.2226	501.22223	9.00181	8.927572	1.0785961e-05	0.022147618	0.04092361	0.7106021	0.0039726496	1022.0816	5921.67228102684
6699.2607	195.88623	6895.147	6503.3745	6813.0557	120.03731	6999.9463	6572.3853	1000.0	1000.0	188000	505.2197	505.2197	8.873168	8.767127	-3.346434e-06	0.027976245	0.104224235	2.2866547	0.0042393804	1050.0444	5985.033625125885
6556.1025	254.26196	6810.3647	6301.841	6824.4595	100.34957	6989.2896	6604.1597	1000.0	1000.0	190000	509.45166	509.4518	8.977705	8.873004	2.6848791e-05	0.03335774	0.141133	3.23302	0.004056096	1025.5487	6049.22945022583
6850.868	196.15405	7047.0225	6654.7144	7009.4297	106.38343	7166.715	6783.376	1000.0	1000.0	192000	513.557	513.5569	9.280269	9.061589	-2.2352528e-05	0.029469948	0.09690217	2.0183654	0.0040262938	1050.0132	6113.252844810486
6544.3975	110.28491	6654.6826	6434.113	7194.0186	106.830475	7425.646	7074.5835	1000.0	1000.0	194000	517.7764	517.7758	9.451936	9.288862	7.285975e-06	0.027395641	0.1341315	4.311518	0.0040352345	1133.8469	6176.7682518959045
6926.6094	96.30859	7022.918	6830.301	6523.387	152.15752	6770.885	6281.773	1000.0	1000.0	196000	522.6049	522.605	9.488984	9.460302	-3.320565e-05	0.02191545	0.084785424	2.7635188	0.004167855	1019.6396	6240.662078380585
6997.694	45.981445	7043.6753	6951.7124	6986.9507	165.36826	7273.6353	6695.634	1000.0	1000.0	198000	527.25385	527.25433	9.7451	9.651587	-3.1504146e-06	0.022018196	0.047094233	1.0795474	0.0040203333	1093.3278	6305.371202707291
6928.545	162.42676	7090.9717	6766.118	7189.7046	112.15526	7317.557	6954.1904	1000.0	1000.0	200000	531.74084	531.7405	9.649587	9.563636	-1.3060495e-06	0.020607227	0.04419141	1.7017231	0.0043317676	1029.0212	6369.693443775177
6956.0156	41.07495	6997.091	6914.941	6953.172	101.48878	7160.616	6787.857	1000.0	1000.0	202000	536.48376	536.4829	9.965321	9.971055	3.7398077e-06	0.01847079	0.04169272	1.491864	0.0046268106	1094.298	6432.959827899933
6590.254	10.606689	6600.861	6579.6475	6563.1367	110.53721	6758.245	6395.3604	1000.0	1000.0	204000	541.1752	541.17566	10.203068	10.10187	6.9918374e-06	0.02057418	0.044996124	1.2133926	0.0046536326	993.7581	6494.745762348175
7102.7505	112.61035	7215.361	6990.14	7095.435	129.13019	7254.034	6861.342	1000.0	1000.0	206000	546.1116	546.11115	10.223987	9.997757	-4.7738404e-06	0.0188904	0.050945092	1.2671127	0.0046759844	1010.3107	6556.519752979279
7051.871	157.90942	7209.781	6893.962	7438.6523	127.12754	7704.903	7261.654	1000.0	1000.0	208000	550.822	550.8223	10.42934	10.258271	4.321128e-06	0.017747475	0.047046557	1.361689	0.0048696995	1136.289	6617.537664651871
7214.6357	166.03687	7380.673	7048.599	7137.5923	159.64902	7407.766	6863.461	1000.0	1000.0	210000	555.3936	555.39355	10.565442	10.484554	-9.771138e-06	0.017092168	0.047618646	1.1802495	0.0050008297	987.3042	6679.233458995819
7267.7705	149.91968	7417.6904	7117.851	7248.811	170.12358	7497.563	6986.23	1000.0	1000.0	212000	560.0178	560.0184	10.802459	10.550117	7.746115e-06	0.020028263	0.06402993	2.3550482	0.0049203634	1073.2632	6741.272692680359
7009.068	83.385254	7092.453	6925.6826	6902.294	111.384796	7057.186	6672.253	1000.0	1000.0	214000	564.1898	564.18964	10.822042	10.729999	-8.091151e-06	0.01643597	0.029293459	0.74673295	0.00539124	1024.248	6802.26065158844
7306.549	86.35376	7392.9023	7220.195	7323.468	125.36183	7487.314	7080.9946	1000.0	1000.0	216000	568.65186	568.6512	10.766782	10.587616	-1.31266415e-05	0.017645923	0.037373137	1.2033552	0.0053346157	1062.6322	6864.3495535850525
7213.41	5.3356934	7218.7456	7208.074	7510.3335	147.3174	7801.0024	7318.814	1000.0	1000.0	218000	572.8811	572.8816	10.711882	10.466137	-1.2877993e-05	0.019730965	0.049604695	1.2874573	0.005248189	1102.3807	6927.036242723465
