AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	LossV	LossPi	Entropy	KL	TotalEnvInteracts	Time
10.987148	4.243495	32.80156	4.0361953	10.160818	2.5388477	15.2623415	6.9076576	23.903614	22.2	-0.11750874	0.10475728	0.21653903	-0.454424	13.313624	0.0050859866	2.878412	0.07195045	2000	8.149454116821289
22.065262	18.094902	112.25638	6.74725	18.899174	12.097857	44.401546	9.063787	33.77966	30.2	4.82677	4.9171014	19.67729	-4.639689	173.3127	-0.017645046	2.8006344	0.03581717	4000	16.0974600315094
38.64303	32.951393	144.10056	9.299018	46.223476	40.209423	134.27975	11.567515	46.44186	52.0	17.548172	16.503918	119.19968	-3.7393615	549.49475	-0.014751189	2.7635446	0.033603255	6000	24.363507986068726
87.19928	50.074535	244.4435	16.962826	81.19502	44.699203	164.59079	18.865322	70.57143	62.6	42.00611	20.61311	120.319466	-4.8573494	1542.9583	0.0013278129	2.7641244	0.031986788	8000	31.241726875305176
86.111916	20.739328	128.05775	31.658834	72.81173	30.078878	114.59211	18.382025	59.242424	50.5	57.79979	26.174786	103.146614	-21.541555	355.41724	0.008998719	2.8264658	0.019995762	10000	37.97260808944702
82.324524	16.68502	132.20549	58.805607	83.55878	12.293342	108.779495	61.22199	52.42105	53.0	50.649895	23.847105	89.02994	-11.48533	162.07385	-0.0026187524	2.7952173	0.012036098	12000	45.24621939659119
98.44086	31.715992	161.26959	44.359573	74.87423	15.323328	103.98208	49.38594	56.942856	46.1	44.669415	23.788857	87.38084	-14.0055275	640.15594	-0.002651163	2.736215	0.019944854	14000	52.66128659248352
134.54962	51.801224	209.79982	22.490828	130.72275	33.137863	174.87074	56.917255	76.65385	71.4	62.04329	23.452045	106.19815	-8.5609255	1312.6863	-0.004788271	2.737982	0.011268351	16000	60.460490703582764
106.627464	73.68832	227.79887	18.18902	93.19401	62.708652	203.91394	22.815393	65.206894	56.2	89.48521	32.040977	150.96019	5.912257	3660.8	-0.009003907	2.7753475	0.00966048	18000	68.5259702205658
168.47726	50.221294	233.48067	71.18752	151.19945	64.89862	223.19183	22.316198	93.61905	86.4	84.29115	32.531338	182.08025	-3.410489	1174.6924	-0.009778081	2.803643	0.008328887	20000	76.88304352760315
190.17287	54.557327	231.73856	43.446198	215.7084	15.589513	244.54485	193.74754	107.666664	117.8	108.15173	46.22161	179.24785	-0.14983778	1312.7424	-0.0019085079	2.764441	0.006826135	22000	85.94842386245728
212.92252	39.58961	245.43106	67.23594	225.8328	15.504006	256.80768	199.82455	119.1875	127.8	108.37214	53.08349	194.05267	1.9860245	1348.7034	-0.006056533	2.743371	0.009269103	24000	95.15338397026062
199.3275	47.617554	247.50386	82.81644	212.54184	38.41681	245.4818	107.23481	115.117645	121.8	135.05238	59.956867	228.44672	2.2460384	1281.5437	-0.008153461	2.744643	0.008396906	26000	104.42110204696655
193.30339	69.89565	264.86996	32.200512	211.9563	60.84931	259.0081	33.632767	118.3125	122.8	119.77162	55.018593	197.488	6.6097255	3385.4062	-0.0051191854	2.8094742	0.013978708	28000	112.92744159698486
206.47647	14.817627	238.89647	181.29321	199.7897	57.418194	236.84343	30.620111	108.111115	109.0	127.41318	51.069763	198.85318	10.570979	279.2507	-0.0226542	2.7399082	0.010842554	30000	122.5965645313263
212.41376	14.569842	255.42068	196.72388	209.37808	5.476519	216.86618	199.98775	112.29412	110.4	115.06216	59.913677	203.01027	1.2329707	1216.2493	-0.0062225484	2.7229714	0.008183047	32000	131.7667772769928
212.64651	45.678318	254.67906	45.949707	225.62651	22.967384	273.8606	182.5665	121.5625	126.8	127.90208	62.990303	214.26343	0.8520767	678.0982	-0.0060147904	2.6983726	0.0077064037	34000	140.66702461242676
209.17273	19.122272	245.75214	175.96977	205.24191	18.722685	241.39984	177.6985	113.23529	108.8	130.161	60.070953	218.57068	2.0641685	437.88068	-0.0069711423	2.728108	0.009984317	36000	149.36513590812683
242.02708	35.29265	319.42252	202.00432	237.24846	33.76349	309.03793	203.29211	142.78572	138.5	130.32133	64.84645	218.28888	-3.8007035	155.06479	-0.004207363	2.7668357	0.017730804	38000	158.69545483589172
217.72282	93.83954	326.07986	22.266743	280.10727	74.38427	436.83844	145.97232	153.16667	190.8	153.99527	68.04597	262.10263	4.513571	2283.3254	0.0012084219	2.6980798	0.011530884	40000	168.9346821308136
219.26485	153.1878	444.8272	47.925537	158.27423	129.54694	387.4568	25.801655	187.2	133.7	150.03534	83.05392	279.97525	-52.36079	7008.117	-0.010305393	2.755663	0.0090305125	42000	178.1937391757965
288.34122	73.58935	383.901	93.19008	326.7419	43.861412	388.12582	245.27	199.8	229.5	161.1275	76.150505	293.41623	1.1569704	1543.6812	-0.002073934	2.7589934	0.010100389	44000	189.25104904174805
362.53	40.593586	416.54636	277.2673	306.3611	46.288635	351.48355	181.22583	263.2857	212.0	178.07152	73.068985	279.0074	2.9765873	1053.6201	-0.010119883	2.7565055	0.009108373	46000	199.42033338546753
361.47998	68.93463	448.28876	239.94067	415.36627	205.04251	827.25934	119.4884	297.5	354.5	228.22774	76.73827	317.8317	9.086946	6533.1006	0.0016885829	2.755797	0.010783308	48000	212.28350067138672
154.77196	100.04329	296.20905	13.557002	96.625046	36.051365	155.05673	26.240318	181.27272	124.8	216.014	67.17743	331.06088	-5.1371245	3515.1323	-0.0051975152	2.7522783	0.009077847	50000	221.3422932624817
312.67838	237.11809	800.64777	98.18385	408.97803	135.93147	627.3345	129.56142	297.5	345.4	112.06625	33.08827	167.60938	-3.7354522	12645.178	-0.008738277	2.716295	0.012173153	52000	234.07767367362976
387.40744	42.39896	458.86188	322.70505	354.02496	84.58278	490.0026	182.62347	287.16666	272.9	172.43263	120.612816	434.13828	-14.784926	3320.2944	-0.0055935797	2.723132	0.010314527	54000	245.72932171821594
206.40034	77.29339	358.81195	100.132256	230.51872	66.2	345.60196	125.52107	149.58333	169.4	260.93625	77.38548	383.41788	27.346771	14150.308	-0.0061381096	2.7415094	0.007663354	56000	255.08056354522705
287.2317	85.1662	368.84738	121.948654	322.00934	78.691315	437.14215	174.7389	214.22223	240.2	144.05142	49.76423	247.49617	17.964437	4140.1904	-0.0050952015	2.771653	0.009663981	58000	266.3651785850525
393.93958	38.915817	439.23273	320.29382	395.66437	80.45089	503.458	187.12045	296.5	308.6	146.73634	58.830967	267.98587	15.567724	2626.2603	-0.0014963356	2.7363915	0.010039142	60000	278.35556173324585
389.77615	28.58519	431.71994	343.01688	407.40958	30.88861	471.63367	354.3393	294.5	306.4	250.64128	94.410416	394.91937	8.769199	10452.165	-0.007328084	2.712807	0.00825255	62000	290.3625581264496
552.43134	80.749504	615.44806	415.9482	563.2333	106.92208	794.87415	447.04663	450.75	463.5	243.07597	84.384224	382.76602	27.386005	1722.9277	-0.01667537	2.715401	0.011607827	64000	304.9468331336975
329.644	122.98442	535.55536	235.77855	399.2033	91.51708	564.6192	241.2445	270.0	329.4	314.95428	110.34807	455.49518	4.1444035	12243.144	-0.0041423794	2.7255678	0.007374367	66000	317.33174419403076
657.6337	109.52339	739.0409	502.81302	644.9458	95.986534	766.55725	488.3607	564.0	557.2	209.05367	79.12765	338.9836	30.880617	3483.4023	-0.01045052	2.728551	0.0075451746	68000	333.4198019504547
284.68607	141.4774	551.6466	144.9044	391.05884	218.66759	777.7816	139.74753	315.0	421.4	432.01456	50.39644	490.24097	169.27895	15049.752	-0.003413691	2.7237377	0.004015906	70000	347.28064942359924
793.13416	199.90775	993.04193	593.22644	895.2866	140.41312	1027.682	651.95337	810.0	879.1	207.2417	49.29119	280.6381	60.77041	31318.057	-0.013808539	2.7437053	0.013842687	72000	368.6300313472748
536.10535	56.367058	610.1858	469.5491	522.1903	91.89249	619.67065	299.3677	431.5	441.4	317.69434	109.26992	495.3113	31.390614	4750.9204	-0.00037869596	2.74711	0.007147317	74000	382.886816740036
460.5555	179.17256	664.79034	178.13585	548.7831	182.08444	773.50964	190.04646	399.8	482.4	298.42816	112.05078	476.40744	10.730759	13821.731	-0.0064323987	2.730665	0.007854987	76000	397.56414461135864
818.78845	107.68445	926.4729	711.104	894.83435	157.47395	1035.0099	581.7083	750.5	866.5	278.2036	60.508793	379.6236	25.472498	10481.778	-0.007490016	2.7208047	0.013103792	78000	418.8560037612915
782.04034	200.02307	982.0634	582.0173	760.9959	287.75543	1006.78	84.84858	803.0	779.2	507.99423	51.241898	580.9258	285.23315	40196.938	-0.0029833512	2.7462287	0.009159831	80000	438.45835614204407
1031.6367	13.798859	1045.4355	1017.8378	1012.5211	10.601524	1028.0165	994.35785	1000.0	1000.0	488.86804	104.86579	660.3515	231.4809	6954.4375	-0.0063305	2.735937	0.008425957	82000	459.5099792480469
517.472	274.969	824.1633	157.08229	897.82947	131.9732	991.2767	565.0421	544.0	921.2	791.82965	110.9162	921.1575	410.75806	47577.195	-0.008933002	2.7210135	0.0089262165	84000	477.34829783439636
1004.8888	5.079773	1009.96857	999.809	1013.15985	8.755604	1029.768	1000.26184	1000.0	1000.0	557.8169	46.00714	662.2041	373.14597	9641.435	-0.010982981	2.7276223	0.011378615	86000	500.4411599636078
865.75476	178.65744	1044.4122	687.09735	814.2818	133.23398	1053.2767	626.97437	828.5	781.0	694.73975	37.595787	798.3761	502.64722	57197.523	-0.0021981362	2.7144272	0.011827583	88000	520.4759032726288
451.40045	32.94488	496.89264	405.2975	469.0875	78.155106	660.65265	362.8354	422.75	438.8	552.0056	113.19369	723.8013	316.84912	28880.725	-0.01576671	2.6847045	0.007673368	90000	535.4899888038635
377.86026	134.09824	574.5101	166.96948	503.49667	126.79105	702.03217	262.4243	353.0	462.8	303.49146	122.16295	502.48334	21.77406	14097.359	-0.007215603	2.6952078	0.01032172	92000	549.9889876842499
1036.7067	5.361328	1042.068	1031.3453	927.4144	128.96754	1042.4722	638.698	1000.0	892.4	197.38634	114.40832	420.33536	14.063103	21168.254	-0.0030907027	2.6860473	0.008280868	94000	571.4038393497467
691.1976	241.59807	1032.7418	512.3583	770.1837	247.3044	1031.9194	370.03677	660.6667	741.5	741.82104	32.133198	828.33374	647.38104	107397.625	-0.0050071785	2.7366362	0.008437126	96000	589.7707633972168
1019.2423	0.3036499	1019.54596	1018.93866	1030.012	7.9289126	1045.3899	1013.53796	1000.0	1000.0	551.29376	38.28095	634.05817	433.30737	6238.73	-0.007105931	2.7090166	0.006472363	98000	608.9448790550232
1006.35095	0.51257324	1006.8635	1005.8384	1003.6417	4.9380684	1014.658	995.93677	1000.0	1000.0	765.2679	56.704018	846.73883	543.91473	2996.409	-0.004930448	2.733689	0.006562779	100000	632.2959878444672
1019.4501	2.426361	1021.8764	1017.0237	1014.60333	3.8840563	1021.4883	1009.36975	1000.0	1000.0	818.1871	69.05774	942.0961	663.3437	3646.8157	-0.0024651184	2.7403958	0.006974689	102000	655.9242777824402
1005.9136	5.508026	1011.42163	1000.4056	1003.78894	6.4539094	1012.5409	991.8227	1000.0	1000.0	991.0603	17.908754	1056.2561	945.35657	434.81583	-0.007618688	2.724034	0.0097754365	104000	679.4701018333435
986.43146	2.958435	989.3899	983.473	982.9326	3.909832	988.18604	975.87854	1000.0	1000.0	1021.8054	53.493755	1094.6707	794.9524	1201.9211	-0.005136251	2.7205794	0.0051020775	106000	703.1942522525787
1000.4824	7.703644	1008.1861	992.7788	1003.72424	4.691981	1011.29956	998.3515	1000.0	1000.0	1016.60626	15.326359	1059.1171	958.99585	322.4331	-0.004762438	2.7194304	0.009152031	108000	726.5018465518951
996.07935	5.4540405	1001.5334	990.6253	999.3241	3.418142	1007.1417	993.7235	1000.0	1000.0	1025.9373	15.920045	1073.7468	990.19293	224.48242	-0.0061477814	2.7400372	0.013042995	110000	749.5531389713287
976.0005	1.2729797	977.27344	974.7275	980.3109	4.3560934	986.33746	970.0548	1000.0	1000.0	1027.9265	49.48058	1086.5455	804.02997	982.61365	-0.0036558039	2.7098286	0.0076674162	112000	772.6550712585449
