AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossQ1	LossQ2	AverageLossAC	StdLossAC	MaxLossAC	MinLossAC	AverageC	StdC	MaxC	MinC	AverageLogP	StdLogP	MaxLogP	MinLogP	StepsPerSecond	Time
2.5580404	6.167931	22.099894	-8.136742	84.18452	20.398754	119.090225	56.717613	20.760416	197.9	2000	2.4300237	2.4279504	0.07388651	0.085094765	1.32143905e-11	2.751039e-11	2.9627117e-10	2.1753433e-16	928.9958	1348.6633	6134.474	9.8196945	55084.945	877918.1	480.4052	-15.59473	3531.4126	17.489864587783813
1.3494763	5.575235	25.86275	-6.73923	325.43985	5.1365895	330.47284	315.46848	20.739584	191.8	4000	23.139175	23.139872	1.1473464	1.1432742	1.8991675e-11	1.9113378e-11	1.0254085e-10	1.2212454e-16	13069.885	13184.726	104634.31	9.8196945	49233.992	784668.9	482.77997	-11.086405	3615.793	39.356075286865234
3.1830995	7.270076	40.670185	-8.28368	899.7806	141.07912	954.89136	476.76733	22.727272	935.0	6000	69.801056	69.80211	6.768878	6.64289	3.3429367e-11	1.7607698e-11	1.0016887e-10	4.3856225e-12	26248.557	9878.711	104031.1	11127.228	31773.514	506391.9	735.17584	-6.5454545	3469.2422	72.22632503509521
2.3875644	8.240922	67.55646	-7.780056	448.91193	271.22778	875.6631	206.48938	20.20202	465.2	8000	147.81293	147.8126	33.69939	35.13508	1.9499501e-11	1.1344793e-11	7.911756e-11	2.7241445e-12	42961.938	22860.7	203311.75	12511.699	38591.77	615057.9	733.44916	9.536425	3690.06	96.93955492973328
2.129738	6.5344543	27.745375	-6.574208	443.7267	425.88016	970.78827	57.83651	19.881187	536.5	10000	270.82376	270.81555	108.91512	116.71763	1.6008759e-11	1.0557358e-11	6.7562025e-11	1.5215968e-12	68302.89	48174.832	461523.28	13466.734	37799.64	602433.2	786.6866	10.734987	3665.2637	122.22381162643433
51.956593	145.75258	594.81213	-19.073572	-5.963326	3.100557	0.89837533	-10.207854	96.65	64.2	12000	421.6119	421.6051	223.23184	236.40652	1.2208528e-11	7.6182975e-12	6.128578e-11	1.6348586e-12	247905.22	161485.88	1308723.1	16561.85	27198.828	433482.44	606.8268	-1.9115391	1037.9817	143.22457075119019
-9.636776	7.434943	34.28039	-14.9778805	-5.301484	10.192778	12.862841	-20.048477	29.9	96.9	14000	495.36612	495.3663	271.8184	272.74274	2.036528e-11	1.2015229e-11	9.6867535e-11	2.550927e-12	241598.78	120456.41	970827.75	59138.832	14313.682	228125.22	441.17377	-7.441978	1085.4115	164.52744579315186
-0.9468788	43.825184	176.91838	-55.77892	4.996604	62.012337	186.883	-36.084354	103.545456	140.1	16000	518.74744	518.73865	278.104	272.50134	3.1966634e-11	1.5719986e-11	1.05527254e-10	5.199675e-12	119091.42	47213.895	393408.03	40657.57	8263.8955	131706.2	275.88934	-4.486799	1298.12	185.54479384422302
46.58208	109.233376	307.65033	-50.89171	-36.583134	42.48676	42.226967	-112.193726	155.66667	122.5	18000	532.9055	532.8878	230.6388	229.1177	3.7863157e-11	1.8808849e-11	1.390446e-10	3.7536025e-12	69125.44	29679.188	429621.0	22275.61	6681.771	106490.89	186.82687	-2.5780191	1311.5327	203.2630796432495
111.54757	178.91945	494.253	-98.01059	184.19023	145.66902	481.39804	-22.612774	203.8	257.9	20000	535.57996	535.56696	231.4125	235.25885	4.0010002e-11	2.0250784e-11	1.5159844e-10	3.8713256e-12	44473.414	17782.584	239614.45	15927.453	6819.019	108678.31	258.20316	-8.29061	1196.6134	223.4997959136963
118.78283	109.3288	286.54626	-41.160538	80.547134	110.29367	289.63077	-114.52148	173.83333	257.5	22000	537.1728	537.1642	254.13084	254.20583	4.1792295e-11	2.1455225e-11	1.5672312e-10	3.1054573e-12	30889.342	12403.062	166905.7	10765.238	7648.1514	121892.65	289.823	0.73631525	1166.7733	245.4391417503357
102.264885	106.59304	261.50552	-54.328426	146.80782	72.48686	281.11285	34.63603	199.0	232.4	24000	537.51715	537.51245	255.45525	251.71252	4.1186637e-11	2.1440114e-11	1.6064519e-10	4.6466273e-12	24331.271	9607.69	99726.19	8372.116	8613.041	137270.66	334.70792	0.74361324	1418.0327	262.9627151489258
62.188908	121.01387	387.0877	-112.789406	93.970406	51.56614	167.80832	18.346176	154.08333	171.4	26000	528.1937	528.20197	244.69391	234.00494	3.9700944e-11	2.0272539e-11	1.4729915e-10	5.048055e-12	19846.252	7843.243	75334.05	6906.9614	9493.925	151309.72	429.23984	2.5791276	861.2865	284.2129702568054
85.045845	102.32917	270.50934	-124.68825	48.09495	100.478745	258.03445	-57.556026	189.5	185.5	28000	510.15637	510.16278	226.34718	218.20154	3.9804215e-11	2.0415763e-11	1.4079413e-10	4.1666367e-12	16648.78	6528.049	80943.73	6667.2305	9992.415	159254.6	440.33588	0.20299935	1292.876	302.93421959877014
180.98769	103.38307	357.53033	-14.716995	120.93004	89.7482	262.14035	-83.71896	174.58333	182.7	30000	490.48413	490.49274	210.26784	202.1383	4.019435e-11	2.0838574e-11	1.5424162e-10	5.3754583e-12	14326.6	5554.59	53406.395	5660.1514	9943.146	158469.27	484.59964	4.6988006	1423.29	321.9269223213196
139.97614	111.3134	278.13306	-91.872604	143.4062	92.95542	255.22641	-51.82764	201.1	193.5	32000	467.83463	467.84113	168.85164	164.22136	3.9628807e-11	2.0283532e-11	1.482829e-10	6.5971915e-12	12252.64	4735.4043	38786.082	4102.723	10162.832	161970.5	432.6692	6.7137938	1145.8977	343.0332200527191
130.10846	121.85188	338.52017	-117.60457	123.84044	171.22374	538.4677	-194.01064	215.0	177.2	34000	443.41327	443.42245	143.41791	134.95142	3.883457e-11	2.0588295e-11	1.5787587e-10	3.9014655e-12	11008.677	4572.8765	48293.664	3820.5198	10097.864	160935.03	412.85907	8.93705	1366.9338	359.8837773799896
124.78766	72.933914	267.97504	-8.472505	10.719837	38.114445	112.177895	-48.016083	154.33333	78.9	36000	420.16003	420.1646	126.687935	122.81257	3.9803973e-11	2.0088172e-11	1.3627559e-10	5.001561e-12	9321.105	3860.9363	32232.441	3790.46	10160.603	161934.84	341.1219	6.812639	1253.8645	380.6731855869293
134.20108	160.30585	497.33017	-97.715706	151.54468	132.03543	409.21494	-85.9623	177.45454	176.0	38000	396.8443	396.8528	114.609314	109.89808	3.8397837e-11	2.069833e-11	1.2739232e-10	4.2137075e-12	8424.258	3515.8462	35443.312	3052.3118	10317.335	164432.78	363.6128	5.8283167	1437.5724	398.62085580825806
314.00885	230.95503	777.8628	91.05223	122.9445	107.94368	303.47845	-28.2863	312.85715	235.8	40000	374.098	374.10187	103.16177	96.80616	3.7039424e-11	1.9558154e-11	1.3675257e-10	3.8779284e-12	7471.242	3166.7625	31398.543	2606.013	10525.157	167744.95	358.41718	9.316349	1122.5764	419.48213028907776
118.736015	126.95589	414.84723	-16.185717	105.14815	146.28699	398.71378	-64.10974	202.66667	211.1	42000	352.34665	352.35278	88.59697	82.53648	3.5403985e-11	1.927008e-11	1.3265983e-10	3.510883e-12	7113.6226	3203.3997	32050.775	2399.034	10481.4	167047.6	351.43448	8.029287	1071.8624	440.2842700481415
130.61131	203.6892	742.63116	-59.6129	184.74266	107.205185	439.70407	63.367275	190.45454	223.7	44000	331.03	331.0335	76.844696	71.925804	3.733807e-11	2.0802457e-11	1.4931914e-10	4.1330307e-12	6351.3223	2807.854	32401.436	2009.1536	10292.022	164029.36	348.97806	8.036661	1316.1609	459.12735891342163
148.02402	132.27893	452.2572	-13.538686	29.043314	45.38549	94.69565	-44.856388	160.38461	116.1	46000	311.38397	311.38696	71.108	67.47805	3.7461683e-11	1.9876253e-11	1.3560623e-10	4.798439e-12	5783.402	2421.901	23461.852	2037.2693	10199.944	162561.84	339.0823	8.448801	1271.5962	480.51926040649414
30.07193	34.91227	73.4205	-31.466177	128.97012	140.52396	402.48495	-65.577705	165.27272	166.5	48000	292.35602	292.3613	67.89548	64.986115	3.7489605e-11	2.0762423e-11	1.4192372e-10	4.9936114e-12	5381.553	2396.782	19097.645	1879.1934	10465.804	166799.05	329.58386	8.58141	942.6957	502.7310264110565
374.5379	276.62592	887.795	101.0632	178.96356	53.131645	246.73666	57.137596	417.8	135.0	50000	273.09546	273.0959	57.925426	57.360767	3.637364e-11	1.9162977e-11	1.4289063e-10	4.025641e-12	4888.136	2133.4604	20319.104	1833.1316	10830.856	172617.06	383.08353	8.094946	1183.4336	522.1151523590088
230.00127	144.26492	540.1231	18.307611	74.701004	133.55536	444.58356	-19.71535	168.25	120.5	52000	257.23535	257.2366	52.35071	50.957695	3.5233354e-11	1.9192556e-11	1.1676018e-10	4.4562596e-12	4470.33	1984.6215	20399.637	1644.6968	11185.82	178274.38	396.9431	10.076092	1119.6189	541.1265435218811
133.06451	119.06248	459.44543	-11.576514	300.66547	113.940445	588.14404	190.6685	135.06667	169.6	54000	242.1163	242.11865	47.494274	44.955196	3.4965576e-11	1.8945356e-11	1.1657687e-10	3.1861794e-12	4117.978	1912.178	20718.63	1532.5333	11030.028	175791.3	408.55765	8.1952305	1399.4808	559.1908421516418
189.00732	93.40555	373.83163	44.726204	249.72054	95.57042	441.94217	144.31024	181.54546	168.0	56000	226.8264	226.8277	41.481785	40.004353	3.377413e-11	1.8332573e-11	1.1826395e-10	4.2177247e-12	3806.8909	1851.1517	17524.773	1227.1493	11329.856	180569.95	404.4305	10.225116	1341.7302	580.6854848861694
165.48558	112.285904	422.6432	-7.6737103	213.44455	159.42542	535.0993	35.383636	150.07692	188.5	58000	213.55446	213.55843	36.56092	34.46272	3.3492847e-11	1.835468e-11	1.2570572e-10	3.3987511e-12	3369.6404	1531.3868	14650.135	1096.4788	11634.755	185429.23	388.67484	10.457324	1426.7013	598.8477697372437
291.78378	348.56213	933.79565	33.71427	44.886528	136.7207	454.24332	-4.1268854	388.6	45.9	60000	201.74803	201.7492	31.390528	30.874071	3.1588593e-11	1.729212e-11	1.05651654e-10	4.738853e-12	3075.8684	1335.1571	11897.94	1016.581	11886.122	189435.31	361.74384	7.53782	1139.9608	618.0480437278748
369.60278	315.41388	953.50604	-2.2285333	239.01082	194.33414	602.9394	5.0060773	387.2	350.0	62000	191.6579	191.65962	27.30302	27.110325	3.069088e-11	1.709297e-11	1.2081101e-10	3.9441653e-12	2847.3623	1326.3906	11204.62	932.3088	12036.853	191837.66	374.66592	10.4992895	1176.2009	639.7448568344116
156.69736	185.03842	565.3887	-86.80305	248.19206	89.02798	381.05536	102.26274	252.875	246.3	64000	182.04817	182.0489	25.132116	24.204992	3.0902256e-11	1.6564175e-11	1.12371536e-10	4.040659e-12	2559.5024	1182.1112	12554.022	916.8676	12141.292	193502.02	374.4842	11.680201	1297.2427	658.2719600200653
376.55197	179.27704	705.4556	78.97313	389.97983	341.42456	950.218	-35.34744	208.4	467.3	66000	173.29706	173.2977	22.82211	22.316608	3.1850206e-11	1.735938e-11	1.3317014e-10	2.7702834e-12	2332.756	1108.8468	9978.748	732.7324	12197.562	194398.92	383.54175	9.958574	1175.3497	681.8805434703827
268.77567	134.04791	459.9288	5.005582	293.22186	212.9152	620.93884	-40.3605	236.0	327.2	68000	165.61064	165.61131	20.077774	19.63434	3.139725e-11	1.7205123e-11	1.1191097e-10	2.5124648e-12	2164.9604	1016.77936	9783.283	707.9069	12339.8955	196667.53	413.64307	11.600284	1115.7004	703.8435211181641
325.90817	103.181984	570.03925	220.93181	393.51465	103.02181	691.12616	308.47702	212.33333	222.6	70000	159.02838	159.0274	18.859661	18.719934	3.200306e-11	1.824711e-11	1.206157e-10	2.797215e-12	1964.0872	950.54144	10243.304	629.84106	12461.288	198602.25	431.38458	12.934923	1388.4935	721.616749048233
269.73718	82.90137	394.35754	131.76259	452.1541	60.83939	580.67773	379.09616	183.45454	241.7	72000	153.09271	153.09312	17.396553	17.668861	3.2300048e-11	1.7816179e-11	1.2379622e-10	3.399622e-12	1784.0416	843.11505	8025.793	553.86896	12513.013	199426.56	461.75073	11.00693	989.93866	743.5068581104279
