AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	StepsPerSecond	Time
-131.78377	160.65327	-31.176868	-409.88516	349.58466	3.8875225	356.65076	341.78006	300.25	1000.0	2000	669.036	10662.788	9.04304	-5.5654793	669.16986	10664.922	9.13804	-5.2015314	-1269.4879	20232.47	13.9733515	-11.425081	-3.6984677	0.060108468	0.059665024	1917.4298	30.602111339569092
-73.34625	124.98583	6.379316	-370.09128	237.88113	171.62607	539.7079	10.82007	206.23077	664.9	4000	1979.2949	31545.055	25.690378	-5.873516	1979.3173	31545.412	25.557508	-5.855984	-977.3272	15576.178	7.489542	-15.716563	-8.989063	0.14071386	0.13694064	2030.9508	60.45431900024414
-180.02722	162.51373	-7.0570116	-366.06644	157.2431	176.65645	396.71704	-68.075836	526.5	639.7	6000	4045.247	64471.16	33.977657	-3.543106	4045.2498	64471.203	34.10333	-3.6426148	-691.6335	11022.968	13.1231985	-16.03947	-17.271904	0.27638823	0.26650986	2069.3208	88.49867653846741
-51.576683	73.09698	11.520373	-298.18643	57.24804	176.98044	386.0463	-277.19986	139.85715	665.7	8000	6350.061	101204.125	49.38868	-4.970385	6350.2363	101206.92	49.491425	-7.325373	-481.94293	7681.0776	15.390458	-15.665224	-26.414188	0.50897664	0.50098014	1912.0647	113.05265235900879
-35.671	72.135765	0.7194204	-305.2593	-165.88834	177.87802	1.6221151	-498.8484	128.375	518.8	10000	8886.483	141628.36	66.00067	-7.803199	8886.64	141630.86	65.767136	-5.8742123	-230.04749	3666.6846	18.531006	-15.830027	-36.61111	0.894574	0.84996146	1899.1166	135.89112782478333
-120.4054	224.74867	10.06182	-619.91016	15.014966	30.539743	72.14678	-35.049347	235.33333	183.3	12000	11119.502	177217.08	74.10822	-20.037355	11119.649	177219.45	75.29991	-18.754343	-365.6207	5827.2603	19.786861	-16.051243	-44.88836	1.2605268	1.2009751	675.641	156.41667580604553
-30.669106	90.24376	60.800533	-370.4661	483.0717	158.34033	614.37463	49.885628	128.33333	934.4	14000	11660.853	185844.88	80.06926	-12.460357	11660.88	185845.3	78.8304	-11.509109	-536.1891	8545.606	17.309425	-15.690656	-46.59671	1.4816152	1.4379903	669.04736	191.87441325187683
-134.4425	105.5554	-15.158615	-266.55005	362.93158	153.57922	512.9931	52.822975	563.75	816.3	16000	11709.445	186619.33	82.17977	-12.601259	11709.552	186621.0	82.71174	-13.407355	-534.312	8515.689	19.691603	-14.619959	-46.715176	1.2838553	1.2629164	605.9969	222.35309839248657
-30.044107	42.29951	9.55684	-118.3473	310.18716	137.4109	482.4866	92.004326	326.0	712.9	18000	11648.023	185640.4	83.48809	-15.263624	11648.06	185640.98	84.09028	-23.294943	-544.2608	8674.244	27.07659	-18.708412	-46.382004	1.3258349	1.3016702	612.1429	247.55366587638855
11.967803	36.599285	108.53562	-57.05709	471.95233	146.9916	578.7267	53.401493	112.611115	907.6	20000	11496.861	183231.28	83.942955	-19.989946	11496.894	183231.8	82.28485	-27.452116	-551.75446	8793.67	27.464523	-15.96595	-45.731937	1.5325077	1.4878484	540.3709	279.1247544288635
-9.876158	36.35457	42.939304	-75.81714	364.9628	179.2441	576.88086	82.953384	197.4	662.5	22000	11361.337	181071.38	81.16853	-16.078741	11361.309	181070.89	81.13161	-16.648792	-530.1821	8449.862	25.661167	-19.71243	-45.17611	1.5728806	1.5514638	545.6547	308.09075260162354
40.07556	43.671215	88.80191	-33.332443	333.77475	248.16998	705.79346	29.717329	288.42856	571.5	24000	11173.641	178079.94	86.832344	-28.625225	11173.655	178080.17	84.17105	-25.614035	-515.12463	8209.887	21.20743	-17.138275	-44.42405	1.4752133	1.4351879	624.35187	337.5438039302826
43.201496	37.10865	77.50084	-26.828564	558.4349	222.7021	809.92084	63.74038	368.4	800.7	26000	11100.507	176914.38	84.378265	-17.42157	11100.697	176917.44	84.29722	-17.160185	-507.60782	8090.09	21.338057	-16.101562	-44.114677	1.4387727	1.4314827	737.3221	375.59909987449646
35.137997	30.237963	102.45096	-4.538032	520.3261	238.75171	760.66394	60.861137	206.14285	766.8	28000	11027.471	175750.38	84.57888	-18.206598	11027.586	175752.19	82.32422	-24.632607	-514.2785	8196.401	19.25234	-16.429146	-43.791462	1.4453167	1.4253185	805.1344	410.3349497318268
48.344395	100.20821	212.29301	-50.016804	395.42395	304.573	834.41675	42.16645	619.25	475.5	30000	10923.818	174098.4	80.77261	-21.219885	10923.853	174098.94	80.87516	-16.56705	-526.385	8389.347	18.670254	-15.766296	-43.368946	1.348298	1.3083559	809.97406	436.3250346183777
47.485016	25.259058	87.79775	13.076402	429.53915	321.9538	781.7797	40.673428	304.85715	590.2	32000	10815.826	172377.3	81.74679	-31.055922	10816.001	172380.08	81.69705	-23.182123	-538.12225	8576.408	18.945267	-16.072596	-42.93333	1.2922698	1.2675985	557.6356	459.9768841266632
62.686325	64.835915	183.58023	-4.8508706	489.33234	336.5056	856.0019	20.793018	165.33333	641.4	34000	10785.639	171896.19	82.3646	-23.947607	10785.724	171897.53	83.15114	-18.75969	-539.21765	8593.863	18.578915	-16.34208	-42.76962	1.4861233	1.4634541	540.6727	487.4445605278015
86.87066	71.79992	222.01913	11.161202	517.6751	304.72202	882.9509	63.446114	454.0	668.5	36000	10726.257	170949.78	84.1833	-17.972828	10726.243	170949.56	84.91415	-25.93186	-547.066	8718.945	22.590868	-14.860553	-42.519665	1.5386344	1.5014004	644.5465	520.2110815048218
