AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	LossV	LossPi	Entropy	KL	TotalEnvInteracts	Time
-551.61804	1091.9061	-62.633354	-4580.799	-235.22244	123.95454	-50.778637	-476.67712	114.86667	42.6	-1257.589	395.991	-6.9626007	-2899.925	672029.1	0.00046164013	7.3473196	0.01737733	40000	235.83410549163818
-2679.2014	2216.895	-462.30643	-4896.096	-682.7456	1372.0983	-55.818752	-4768.039	533.5	140.1	-1308.8309	237.18655	-6.434424	-2428.0042	847411.4	0.0027405822	7.519386	0.033443544	42000	245.73464441299438
-1039.441	1493.902	-97.43361	-4355.339	-272.76495	188.36584	-48.0165	-635.5866	230.33333	54.7	-1511.5673	385.89722	-7.7336926	-2557.6672	664470.8	0.006628546	7.37404	0.024954395	44000	253.84977459907532
-1093.1223	1798.1755	-70.185715	-4683.051	-253.85303	112.81071	-89.46182	-502.825	226.2	51.4	-1331.381	280.74612	-7.4569607	-2380.1265	747742.7	0.012173046	7.3830957	0.035891425	46000	263.31370210647583
-927.882	1487.9865	-133.1352	-4681.938	-1080.6611	1740.2043	-134.45271	-4571.577	191.375	235.8	-1467.0034	311.06918	-8.317692	-2467.572	568259.44	0.01671936	7.3421884	0.034901343	48000	277.2439589500427
-535.4724	1139.2219	-77.724655	-4779.6016	-2107.5352	2378.842	-116.49608	-5073.9463	102.73333	419.0	-1124.7155	411.9125	-7.631748	-2298.2112	662515.2	0.010480627	7.3273573	0.030863225	50000	292.28213715553284
-666.42426	1385.1127	-62.420483	-5003.191	-1221.266	1920.0553	-69.85876	-5101.111	130.27272	237.6	-1137.6091	393.45776	-7.306246	-2291.294	792916.6	0.004222569	7.3213677	0.03152363	52000	304.17828702926636
-1250.204	2037.3805	-107.92143	-5319.172	-182.19958	99.54125	-71.341194	-350.84348	226.0	31.5	-1468.147	343.6732	-7.8096294	-2605.625	994800.4	0.0034520002	7.3843875	0.036812652	54000	312.69018602371216
-1211.9928	1758.6146	-90.90321	-5455.5566	-1251.6316	2063.8176	-69.18506	-5515.7417	217.0	231.8	-1599.323	456.54285	-8.936145	-3817.277	899453.0	0.009945584	7.373792	0.027334621	56000	325.86347007751465
-614.47314	1243.2919	-46.274757	-5362.3086	-681.4025	1575.5168	-69.92535	-5403.1255	109.875	123.2	-1272.2446	417.35327	-8.724718	-2881.2727	933104.1	0.0028492212	7.4068394	0.020337047	58000	335.5926311016083
-1936.5225	2601.8948	-60.989895	-5615.925	-853.0177	1588.7625	-72.74464	-5550.1206	342.0	150.7	-1597.0692	361.72238	-8.293874	-2574.3652	945667.4	0.00260908	7.4274383	0.027228482	60000	345.8485884666443
-1090.9252	1981.7725	-71.866615	-5512.9893	-884.3872	1755.249	-87.62894	-6112.049	193.0	146.5	-1585.6011	476.98718	-10.032088	-3436.8044	1165144.6	0.0013115244	7.373047	0.023707068	62000	356.13785576820374
-1472.2529	2427.084	-165.72668	-6322.3203	-1537.5977	2292.8447	-162.88135	-6224.35	230.6	249.5	-2103.9575	459.0984	-37.27913	-3662.16	1373244.8	-0.0131945545	7.2848635	0.01443972	64000	369.56681656837463
-2049.1582	2223.173	-265.7087	-5858.2803	-2085.5994	2738.1392	-95.632	-6411.4775	342.0	331.0	-2041.7253	356.93106	-148.2138	-3174.0857	1313622.2	-0.008526985	7.347382	0.015333502	66000	383.83492136001587
-1379.1246	2297.594	-145.20888	-6472.0283	-2218.5376	2632.687	-131.63562	-6351.4463	215.83333	351.6	-1744.0385	267.53687	-306.79077	-2678.0225	1384115.0	-0.010808082	7.323306	0.01065353	68000	397.8604385852814
-6183.3965	201.11743	-5982.2793	-6384.514	-2220.7688	2671.139	-239.04633	-6379.5635	1000.0	354.2	-2060.165	275.59213	-205.32874	-3562.5972	1300881.6	-0.012378089	7.2873664	0.0118962405	70000	411.79430317878723
-1242.715	2254.3855	-101.251465	-6753.947	-1561.3951	2286.1592	-155.75694	-6171.66	184.71428	252.2	-2315.8	301.1025	-384.61877	-3468.057	1428257.2	-0.016294884	7.3443522	0.009993377	72000	425.3111505508423
-952.12756	1664.9581	-118.0589	-6161.8975	-2132.6604	2748.2954	-87.22943	-6987.291	153.27272	338.3	-2108.4802	467.3451	-172.7991	-4055.5613	1194634.4	-0.015538054	7.3081226	0.008162872	74000	439.0890874862671
-640.7307	1331.863	-77.37237	-6392.094	-1564.755	2557.092	-81.53681	-6789.326	95.75	234.7	-1331.8777	473.41675	-51.638714	-3117.3784	1088592.9	-0.010417895	7.366962	0.014923454	76000	450.9120225906372
-828.0516	1846.147	-74.73156	-6645.0366	-986.3008	2001.8478	-99.454796	-6945.9326	121.90909	137.7	-1950.7031	926.4979	472.81183	-3988.1343	1401602.8	-0.012473594	7.3572617	0.016151408	78000	461.0154776573181
-444.74344	330.66284	-112.7017	-1491.704	-1986.5162	2619.514	-101.730774	-7238.113	59.0	286.0	-1567.1079	654.29346	339.1637	-3532.743	1079045.2	-0.014206945	7.245316	0.012974826	80000	474.59974336624146
-1132.2133	1870.7421	-144.44368	-6819.4946	-1505.6287	2606.8997	-82.36188	-6809.848	158.66667	219.7	-1827.3938	1051.184	567.34424	-3720.6821	1316707.4	-0.011060858	7.3675537	0.016785707	82000	486.217969417572
-621.71	1359.6826	-84.48763	-6913.3193	-254.29004	385.9231	-77.11004	-1403.9487	85.95652	35.4	-1114.3683	674.7363	289.33524	-3403.0662	1029140.6	-0.01472021	7.335682	0.016067795	84000	494.0642554759979
-904.9004	1920.2909	-59.373898	-7229.0913	-201.02185	118.84249	-68.479515	-440.12347	123.416664	28.4	-1886.4371	1055.8798	427.43137	-4494.782	1531872.5	-0.011357067	7.3822603	0.01681896	86000	501.8818361759186
-1542.8385	2488.5842	-162.56487	-7067.5435	-1510.896	2717.1775	-59.9189	-7112.036	216.5	215.7	-1720.671	656.56647	326.3049	-4084.0293	1596941.9	-0.011285689	7.360399	0.01497166	88000	514.7976067066193
-431.18347	1160.6631	-56.25946	-6761.047	-1643.0764	2715.5132	-162.5731	-7158.899	59.48387	231.9	-1604.7714	686.0765	330.15686	-4273.552	973886.2	-0.012623031	7.302022	0.016530996	90000	527.2237815856934
-948.5773	1953.9291	-108.04414	-6794.119	-823.69006	1361.3009	-79.07335	-4855.399	141.8	121.5	-1829.279	1013.28424	521.7601	-4239.9893	1208236.2	-0.015637506	7.3540783	0.013327948	92000	536.8482713699341
-677.94867	1467.7977	-96.677864	-6675.6343	-296.0285	220.60103	-91.50631	-922.1714	97.611115	38.1	-1519.1014	884.25415	306.80673	-4006.737	1216386.8	-0.019100165	7.3619947	0.010895835	94000	544.9360127449036
-3417.877	3320.2803	-97.59656	-6738.157	-1525.6624	2514.7642	-103.53634	-6695.169	505.5	228.9	-1465.5143	467.17828	304.3119	-3024.549	1532217.5	-0.01553975	7.330842	0.012779707	96000	557.0116374492645
-908.71216	1819.0797	-113.24079	-6645.3413	-1241.5603	1896.3335	-120.898056	-6363.7427	133.36363	183.6	-2151.7942	624.3727	-2.1287298	-3995.7769	1510829.9	-0.010332029	7.326638	0.01498248	98000	569.2714064121246
-1155.6028	2293.5122	-122.186584	-7203.3286	-960.39905	1911.9133	-126.28208	-6675.4155	157.25	140.4	-1691.3798	463.45685	57.415012	-3333.752	1308093.2	-0.016222438	7.3863854	0.012460999	100000	579.506463766098
-811.3536	1850.6771	-91.33803	-6939.611	-1023.9046	2088.4253	-99.32349	-7225.339	114.916664	141.3	-1956.6194	679.66156	164.74019	-4414.155	1529706.2	-0.015730368	7.3408494	0.0136816325	102000	589.4528934955597
-1069.695	1936.9219	-122.09392	-6812.7017	-1484.006	2599.3367	-74.52323	-7004.547	152.2	218.4	-1876.7054	680.92395	63.93655	-3711.9417	1421921.1	-0.010950749	7.3165894	0.01380921	104000	600.7331812381744
-819.2235	1609.4777	-148.33904	-6579.753	-3554.6382	3323.1067	-144.58116	-6950.148	116.71429	516.7	-1593.4512	677.1721	250.14436	-3253.1316	1237767.4	-0.013306199	7.379526	0.016029399	106000	619.7924618721008
-1878.0865	2608.4468	-330.40143	-7084.2847	-861.1823	1922.9852	-92.01797	-6608.1904	262.4	127.9	-1685.6343	633.8008	316.04495	-3499.935	1244003.8	-0.01321071	7.348439	0.014535033	108000	629.6831758022308
-979.24744	2037.4669	-75.456085	-7062.5645	-1493.1086	2466.648	-71.18916	-6445.515	139.5	229.3	-2024.3118	825.97974	115.87031	-4021.2163	1131518.6	-0.01644176	7.3350067	0.012849347	110000	641.3679630756378
-698.994	1578.9161	-87.090126	-6370.1836	-926.4788	1822.796	-135.10297	-6357.108	106.42857	136.3	-1792.3804	880.1462	172.55186	-4229.595	1569161.4	-0.013752222	7.3746543	0.022137756	112000	651.4905595779419
-547.8404	1292.0176	-77.051704	-6428.2915	-373.67172	211.81834	-124.92027	-707.431	80.63636	56.0	-1468.2324	509.18253	5.444277	-3081.472	1280767.0	-0.013101695	7.3359327	0.013712083	114000	661.2758362293243
-1144.9146	1941.0691	-202.02481	-6592.4585	-2875.4492	2947.157	-162.48456	-6584.957	168.33333	440.9	-1593.0763	587.237	306.6711	-3080.2385	1308215.6	-0.0153832	7.291026	0.017546184	116000	677.5181939601898
-870.9884	1633.3014	-177.1936	-6720.632	-305.26157	196.05489	-81.5831	-716.6756	126.35714	44.1	-1365.0568	530.28314	306.19617	-2944.853	1348529.4	-0.0075657	7.4196024	0.015169535	118000	685.7012441158295
-3484.5703	2507.8586	-976.7116	-5992.429	-1423.901	2335.8184	-93.60306	-6117.919	574.0	226.4	-1863.735	653.8462	381.72025	-4103.583	1168024.9	-0.0033855834	7.399109	0.025601987	120000	697.523598909378
-1822.8011	2630.3384	-240.11655	-6378.171	-2818.3247	2953.991	-195.38849	-6700.258	289.0	438.3	-2013.6355	526.488	-95.86335	-3479.865	1452774.9	0.0010883526	7.330513	0.01942456	122000	714.8483545780182
-2282.1265	2867.3853	-213.1062	-6336.9365	-2256.0583	2646.7092	-85.255806	-6431.828	359.33334	361.9	-2107.2083	325.84863	-185.8485	-3362.812	1286441.2	0.00047829293	7.2480516	0.02047131	124000	729.2584807872772
-3221.697	2930.8254	-290.87152	-6152.5225	-3298.3743	3037.406	-65.55004	-6524.3677	519.0	518.3	-2409.662	344.47687	-259.6118	-4065.565	1341251.6	-0.0057836333	7.3418827	0.013823523	126000	746.5433974266052
-1657.8033	2664.9917	-280.6479	-6987.2505	-1121.902	1948.747	-114.612854	-6385.194	237.4	170.5	-2341.697	324.8429	-413.6686	-3496.3442	1503074.2	-0.008526443	7.3622894	0.0149062965	128000	757.6419289112091
-537.51	1336.1418	-56.63128	-6476.1973	-860.1284	1931.1655	-65.55786	-6633.3926	80.809525	127.3	-2349.1807	573.7623	-272.246	-3964.833	1307596.2	-0.01067772	7.3153944	0.015244016	130000	768.1462261676788
-254.40086	164.83017	-81.513336	-712.2732	-1553.5807	2394.8804	-97.38249	-6477.4214	36.8	245.8	-1267.2365	731.8334	548.0385	-3007.9404	773011.1	-0.0031701159	7.35458	0.019936288	132000	780.1962089538574
-2245.3606	2532.3757	-388.8639	-5825.864	-2064.4531	2707.3682	-114.95871	-6516.053	382.66666	329.0	-1921.7809	625.545	489.2271	-4096.692	1079431.2	-0.008029203	7.219676	0.013452787	134000	794.2308080196381
-597.49255	1266.2688	-75.55194	-6285.554	-1523.9788	2311.5332	-153.72656	-6296.6016	90.77273	245.4	-1511.7325	662.9276	287.22214	-2999.902	980066.6	-0.01359054	7.338773	0.014546443	136000	807.5831325054169
-676.10944	1541.1848	-80.53019	-6375.1245	-2052.8074	2675.6262	-56.091976	-6319.7104	103.333336	332.8	-1765.042	840.8387	467.01935	-3641.59	1179972.5	-0.00809034	7.302641	0.017754363	138000	821.9805896282196
-906.99243	1984.319	-89.56801	-6154.669	-2049.2134	2616.5605	-124.26933	-6159.2466	146.125	332.5	-1588.3348	500.4079	508.95847	-3093.2073	1142147.8	-0.01581846	7.3357205	0.011550614	140000	835.8598856925964
-759.321	1711.7435	-82.35916	-6423.6357	-2070.3916	2853.8145	-75.33969	-6463.1294	114.333336	320.6	-1938.679	676.90564	337.7985	-5021.474	1267183.6	-0.0128922	7.288493	0.014909195	142000	849.3080158233643
-848.5937	1576.4614	-176.47087	-5996.367	-908.9429	1908.051	-130.30814	-6624.3384	140.0	136.0	-1791.613	649.74347	173.45407	-3312.6072	1019345.2	-0.013543898	7.3061295	0.012255765	144000	860.1154460906982
-1248.5352	2457.976	-76.2891	-6742.3574	-245.05124	78.89004	-157.83961	-360.75153	185.16667	36.2	-1582.328	546.0967	247.4001	-3260.8772	1710423.6	-0.016241629	7.3598766	0.020991841	146000	868.1154992580414
-511.03488	1218.5164	-64.03804	-6558.8335	-1616.582	2544.6062	-87.18962	-6843.73	74.26923	242.8	-2114.0178	512.436	-258.65576	-3596.7705	1116169.8	-0.009693334	7.3775635	0.01656107	148000	880.1045000553131
-847.7887	1939.8765	-80.444756	-6658.4463	-1042.5199	1792.5735	-117.92704	-6378.856	127.7	159.1	-1950.2882	831.7919	512.8889	-4169.4326	1235248.8	-0.013507023	7.3352876	0.020669436	150000	890.7223832607269
-964.9348	1787.1316	-102.22196	-6577.777	-1310.2786	1952.0544	-216.8095	-6455.98	144.3077	201.2	-2056.2683	789.32104	797.8096	-3848.5725	1114396.6	-0.014166166	7.3011703	0.016184563	152000	903.0286128520966
-3575.28	2810.2588	-765.02136	-6385.5386	-935.64014	1844.161	-147.56024	-6449.54	564.0	138.6	-1736.347	659.7578	327.6544	-3621.867	1397751.2	-0.010751392	7.3095207	0.019050393	154000	913.6384680271149
-611.2511	1418.818	-80.0256	-6899.0635	-350.58197	248.71861	-85.72345	-941.3222	87.61905	50.1	-2096.8154	664.86456	-233.80759	-4235.367	1486343.6	-0.011912706	7.2746396	0.012930597	156000	921.8355798721313
-1042.0931	1976.5411	-69.18646	-6599.9106	-1533.5033	2430.5486	-102.42932	-6509.6675	153.88889	238.4	-1923.3292	767.8801	487.51913	-3771.4758	1174268.4	-0.012501528	7.3414917	0.016290016	158000	933.7222964763641
-655.41144	1348.8317	-106.72907	-6535.106	-2237.213	2903.9006	-165.58415	-6756.459	94.09524	328.9	-1399.1257	777.4708	520.65735	-3349.953	1182675.6	-0.016971035	7.289463	0.01340845	160000	948.1862742900848
-1190.4729	2107.4392	-160.91536	-6727.9883	-2168.5205	2881.4468	-96.66848	-6628.0737	172.625	324.8	-1814.6294	711.3377	764.0078	-4185.699	1419452.6	-0.014237001	7.346574	0.018052783	162000	963.052750825882
-1309.4244	1983.0383	-103.083755	-6726.956	-300.74017	182.26868	-132.35545	-758.9153	189.66667	37.7	-1850.0746	606.31604	322.44412	-3402.4143	1504994.1	-0.017754626	7.2768764	0.014866905	164000	971.1883654594421
-1118.2787	2274.4897	-93.58398	-6680.733	-370.6189	230.30724	-101.52924	-729.1573	164.0	53.1	-1941.104	488.91098	474.42242	-3161.7832	1426854.1	-0.010217771	7.212817	0.024347749	166000	979.8250772953033
-1395.2023	2408.6592	-71.34185	-6208.718	-334.3248	186.18188	-168.27307	-794.756	223.0	46.0	-2291.5671	453.42685	-104.071	-3524.083	1277622.0	-0.012040762	7.3359466	0.012595065	168000	988.036495923996
-1349.6515	2294.108	-167.16629	-6465.493	-255.46855	125.13359	-104.59968	-499.07877	202.83333	33.1	-2127.837	472.91483	-134.85571	-3392.186	1299490.4	-0.010044975	7.3413663	0.012444987	170000	997.2312293052673
-655.48193	1466.1827	-90.70988	-6310.687	-1681.929	2608.7488	-102.39739	-7250.4946	96.75	240.9	-2017.175	595.80524	-323.09607	-3507.1833	988874.8	-0.01618791	7.313382	0.016863383	172000	1010.2906024456024
-658.7163	1614.1505	-89.73496	-7096.8823	-1064.7551	1909.897	-75.41063	-6713.103	91.29412	152.9	-1847.714	976.18	952.00134	-4158.667	1454182.2	-0.010287508	7.3543973	0.020772072	174000	1020.5130534172058
-1148.4329	2047.5447	-236.70265	-6556.65	-3502.345	3129.502	-87.76613	-7046.968	166.125	523.6	-2028.4645	809.4794	401.99725	-3996.2954	1238695.2	-0.007948797	7.285015	0.01526742	176000	1038.2960481643677
-3402.1714	2987.85	-414.3212	-6390.0215	-952.4912	1970.7721	-95.46679	-6827.313	539.5	137.2	-2071.816	485.25153	204.14761	-3584.5515	1314095.1	-0.01200098	7.3717155	0.016869836	178000	1049.6778943538666
-831.7482	1761.9617	-79.53563	-6583.8286	-905.28204	1945.1469	-80.21064	-6713.192	119.0	133.0	-2367.591	454.42407	-384.9596	-3733.2434	1215756.8	-0.009939517	7.304733	0.015301411	180000	1060.4733209609985
-981.97894	1963.1782	-122.90985	-6518.868	-437.32217	320.33054	-130.84886	-1308.4785	146.0	54.7	-2078.0215	645.64246	609.7536	-3458.1316	1461634.4	-0.008466373	7.3150954	0.018497638	182000	1068.939744234085
-846.8598	1734.538	-73.57638	-6569.794	-1635.9052	2408.393	-85.31915	-6523.7524	125.5	247.9	-1879.1383	459.11404	-254.25125	-3943.6228	1326547.8	-0.011145929	7.222445	0.01684666	184000	1081.0428841114044
-724.4198	1361.0618	-103.812096	-6429.1714	-337.76688	215.62865	-92.22164	-888.4646	103.52631	44.4	-1508.7723	700.16376	637.08307	-3267.9277	1194734.5	-0.015689401	7.30047	0.012102422	186000	1089.476035118103
-754.5268	1674.0426	-122.91315	-6539.793	-2404.9797	2943.3904	-110.523735	-6987.041	114.76923	345.1	-1784.6436	906.57416	601.59985	-3434.6511	1189496.4	-0.011932455	7.2621756	0.013979259	188000	1104.7896008491516
-893.03973	1855.6929	-84.33394	-6425.5156	-1613.9264	2585.0613	-79.225685	-6913.2764	134.7	235.5	-1816.837	596.1553	508.2491	-3112.199	1142310.4	-0.011293238	7.366622	0.0143020805	190000	1116.8937501907349
-1231.2384	2171.4595	-156.2864	-6530.567	-1831.3522	2307.2302	-94.185135	-6493.9106	186.42857	268.9	-1827.7367	695.95447	732.8907	-3972.5671	1403464.1	-0.01017985	7.2818823	0.010929962	192000	1129.2879056930542
-753.92236	1631.8541	-100.678955	-5640.0415	-1730.1158	2617.8496	-190.38431	-6970.3535	106.2	247.6	-1983.7207	538.82605	7.743482	-3419.6497	1785848.8	-0.01875439	7.285607	0.013148226	194000	1141.1000652313232
-907.77325	2053.8716	-134.74701	-7062.8784	-400.65533	315.53345	-115.428665	-1112.0891	126.8	53.0	-2198.0122	365.95	-390.22485	-3397.392	1534461.8	-0.012995134	7.25323	0.01458388	196000	1150.6504225730896
-838.29236	1483.8058	-109.3912	-5841.4893	-1759.739	2750.087	-123.817474	-7391.745	115.07692	237.7	-2097.1123	621.7127	96.09166	-4290.699	892132.1	-0.011513869	7.278818	0.020213304	198000	1163.1299633979797
-1313.8914	2379.11	-139.45572	-7134.5894	-1058.967	2142.8206	-119.372375	-7449.6167	175.0	138.0	-1991.632	655.1285	415.70422	-3737.2285	1399490.0	-0.01420133	7.2959113	0.025067402	200000	1173.1700921058655
-830.6943	1610.0004	-115.63675	-7108.7627	-1056.9625	1953.6757	-121.04897	-6856.3794	111.0	147.0	-1871.2963	844.7336	250.90013	-4089.373	1450662.2	0.000119743825	7.307033	0.025353828	202000	1184.5210831165314
-3483.3152	3382.8503	-100.46463	-6866.1655	-1279.017	2066.5076	-119.53273	-7222.3677	506.0	172.5	-2096.7231	757.61786	179.38007	-4359.8965	1915582.4	0.00100883	7.2935886	0.024127997	204000	1196.2443261146545
-728.5452	1538.1064	-88.83735	-7209.17	-371.39362	178.9289	-123.73716	-670.2756	99.31579	51.0	-2486.4421	603.6464	-413.01166	-4217.9746	1575838.8	0.0152614135	7.2611384	0.045115523	206000	1205.5966539382935
-941.3545	1740.6421	-79.0451	-6561.8696	-367.56247	201.15488	-69.48099	-849.52826	133.25	51.8	-1967.376	828.17426	505.83588	-4060.5774	1418494.0	0.020492034	7.3568926	0.05498089	208000	1213.879133939743
-649.00525	1450.5852	-83.112045	-6937.2593	-250.5429	196.03494	-77.399635	-731.8708	90.4	34.8	-1415.7065	667.78156	847.1026	-2901.6016	1321420.8	0.020478016	7.3341827	0.043536995	210000	1221.7236409187317
-1543.5519	2488.4492	-189.94325	-6519.045	-1057.4017	1927.1348	-106.84879	-6816.539	228.2	148.8	-1958.175	619.3474	1062.1615	-3442.0898	1489462.5	0.012810434	7.3322773	0.040585626	212000	1232.0972838401794
-3437.954	2757.0532	-680.9009	-6195.0073	-948.6657	1946.0238	-75.04098	-6764.4805	547.0	138.3	-2299.1306	429.21835	-168.2564	-3384.1953	1424934.8	0.012994606	7.3689466	0.025840117	214000	1242.6004078388214
-964.8805	1596.2285	-154.23799	-6370.317	-484.86728	226.74318	-94.896805	-891.47107	144.23077	65.9	-2028.3636	445.71063	-110.43698	-3413.5884	1416435.8	0.0006136503	7.178041	0.021601431	216000	1252.5602917671204
-1389.9146	2195.1396	-190.43808	-6275.986	-1534.3943	2494.113	-83.21032	-6707.332	215.0	232.4	-1748.2845	457.45322	267.51492	-3045.4502	1097099.4	-0.0038665636	7.307868	0.026891017	218000	1264.669730424881
-1285.7762	2159.2712	-100.401665	-6555.1816	-1052.725	1760.1283	-125.20774	-6283.6904	191.28572	160.7	-1986.1257	626.24005	194.30641	-3683.317	1248917.0	-0.003202683	7.206422	0.015000984	220000	1275.1026198863983
-696.65656	1176.0457	-91.08475	-5432.185	-360.62323	257.426	-123.47232	-966.30774	97.22222	51.7	-1620.4873	640.13983	41.56092	-3440.9216	1146356.1	-0.005306108	7.285413	0.015053032	222000	1283.550891160965
-664.9553	394.03027	-158.7676	-1447.6862	-1000.8544	1836.918	-117.59859	-6464.9624	94.125	150.0	-935.74225	462.91785	624.27136	-2504.304	293539.4	-0.008725131	7.358013	0.015832266	224000	1294.9964475631714
-1041.2899	1651.6821	-95.33128	-6434.096	-1052.4773	1782.7773	-145.6105	-6361.655	154.58333	158.4	-847.2992	363.35025	462.51822	-1930.0029	1470930.4	-0.004146686	7.280652	0.024485301	226000	1306.5139367580414
-761.52686	1478.244	-110.21837	-6308.685	-661.91144	450.14404	-186.60551	-1822.6267	111.875	92.4	-1258.0317	681.459	529.5498	-2821.7336	967594.4	0.007098005	7.339792	0.017478423	228000	1315.7687592506409
-1116.5242	1964.2361	-62.311996	-6264.9087	-345.69586	262.6445	-113.13546	-1067.7251	172.375	49.7	-1912.563	716.705	221.88477	-3464.0925	1079992.8	-0.005640678	7.2635474	0.015505077	230000	1324.1647248268127
-1134.4895	2031.6842	-143.72122	-6500.546	-1112.6099	1830.047	-118.99765	-6471.403	165.25	165.2	-1661.8108	690.1216	495.2657	-3008.7979	1531200.6	-0.0037165042	7.2761493	0.02489679	232000	1334.8118677139282
-567.61993	311.46835	-127.708755	-1148.8782	-1712.033	2527.0413	-117.36056	-6725.8823	73.05882	249.9	-1755.825	489.4983	-310.7898	-3574.9592	825483.0	0.006487	7.376418	0.030194962	234000	1348.145502090454
