AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossQ1	LossQ2	LossA	StepsPerSecond	Time
185.46826	108.597885	321.388	10.405407	24.921604	4.364982	31.14442	18.972675	83.8	54.0	42000	149.88779	149.88678	10.292911	10.915546	-152.72621	853.98474	813.4413909912109
178.13327	232.34375	1046.3192	17.038576	346.85446	24.328697	382.75348	312.92102	148.57895	194.4	44000	150.05293	150.05128	11.737555	12.463863	-152.72845	911.13214	851.1948182582855
286.32816	139.07959	578.6049	16.22208	202.09825	98.84024	292.66205	72.2012	135.53334	88.2	46000	148.1247	148.12166	14.045354	13.990989	-150.6011	961.4856	887.4660360813141
323.28622	145.70857	531.8375	56.461792	429.52393	30.591282	480.99606	383.7492	119.0625	149.9	48000	147.82416	147.82178	13.631075	13.527023	-150.27133	991.32587	923.4654123783112
318.71686	131.47742	616.19727	43.839363	201.42369	6.6227756	212.53052	189.88377	142.92857	104.5	50000	149.52644	149.52713	15.267439	15.456085	-152.14969	983.4808	959.5452702045441
277.56482	62.128593	414.48584	200.10968	352.88565	16.802834	385.15186	328.05072	127.625	141.9	52000	154.72751	154.72804	15.889539	15.993897	-157.9955	1013.2396	995.0961599349976
405.88623	102.03323	667.74506	254.83727	475.56607	119.97346	666.33105	283.16537	164.08333	195.4	54000	164.03844	164.03873	16.499603	16.613195	-167.36127	1074.4607	1031.1504473686218
351.9814	181.1439	604.7821	50.822712	387.25232	18.148497	420.12012	356.30652	148.14285	150.4	56000	168.03923	168.03645	16.185637	17.067516	-170.88818	928.086	1069.386474609375
431.82275	141.39467	580.0019	68.12264	283.57108	50.20053	353.5311	220.99426	164.75	114.3	58000	169.35512	169.35362	17.272047	18.018831	-172.037	852.7636	1106.7125561237335
378.0446	115.428635	563.7781	85.14949	197.25401	142.82936	550.5324	106.45672	140.28572	86.2	60000	169.91318	169.91397	16.943693	17.848726	-172.50177	887.31244	1144.4157707691193
393.58374	202.04979	599.83124	44.25656	43.73171	3.666045	54.42642	41.569717	142.28572	31.8	62000	170.12381	170.126	15.861485	17.008755	-172.5877	1008.3461	1176.942796945572
325.8979	277.94815	959.2802	40.54741	516.6656	41.04405	566.9046	459.16858	125.53333	185.8	64000	170.51158	170.51242	16.420345	17.603628	-172.93768	1052.054	1213.844942331314
