AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ1	LossQ2	Time
601.4505	144.85901	898.2662	385.78802	335.5669	118.57801	449.71393	154.53867	188.72728	126.3	73999	18193.82	180119.92	322.26202	-71.54795	18193.268	180114.45	322.16553	-183.97049	-186.04456	39.423634	37.400078	420.9075756072998
365.18256	172.49823	864.4805	163.823	591.5398	138.20062	858.215	464.70566	132.66667	186.9	75999	18194.018	180121.86	317.13055	-77.59449	18193.748	180119.2	319.99655	-107.942154	-185.92438	32.073708	30.875956	433.1460802555084
477.15494	199.93054	816.20905	160.76447	437.15326	82.16394	557.31	286.87756	160.0	146.7	77999	18065.092	178845.53	316.76898	-106.06302	18065.207	178846.66	315.73734	-110.08309	-184.62997	34.192795	34.009666	444.4531579017639
485.90967	139.29315	847.3594	282.70193	1087.6199	446.71274	1727.7197	352.57867	166.0	369.0	79999	17967.525	177879.61	312.36334	-122.7599	17967.56	177879.97	312.26547	-95.35591	-183.43515	32.799164	31.424988	459.07528471946716
635.4327	211.42003	1072.1837	435.8714	785.52405	239.65872	1303.4277	564.36053	238.77777	268.2	81999	17956.78	177773.22	314.88284	-68.72228	17956.81	177773.52	306.94476	-78.64873	-183.0547	30.388035	29.810617	471.6766812801361
681.4555	131.08401	952.8837	516.8659	675.51044	189.35625	878.3137	398.15933	235.25	239.9	83999	17973.102	177934.81	311.8994	-132.25401	17973.021	177934.03	306.64218	-162.18123	-183.56578	32.30939	30.767828	486.07503032684326
552.0279	125.993126	875.2105	415.25665	412.9186	8.440325	422.8415	394.62988	194.5	158.2	85999	18038.402	178581.31	315.68024	-78.25303	18038.334	178580.62	308.1427	-78.39719	-184.14865	30.578058	29.961464	497.10077714920044
570.3238	86.11405	701.9549	445.60043	713.155	8.678704	723.214	695.0953	193.09091	231.4	87999	18048.256	178678.89	309.52118	-72.35773	18048.37	178679.98	300.57706	-69.03653	-184.23854	29.977587	29.48218	509.77383971214294
636.49207	92.239586	713.5423	379.39996	721.0894	7.520237	736.8669	710.8788	200.3	215.4	89999	18076.607	178959.58	306.44278	-115.28279	18076.547	178958.98	296.27243	-99.86155	-184.38612	29.715078	28.910315	521.3013777732849
791.3631	175.45235	1206.504	657.6055	378.14496	1.2342895	380.31424	376.3325	292.42856	141.5	91999	18031.344	178511.5	301.7161	-104.3608	18031.049	178508.6	296.74802	-100.98382	-184.07222	28.40029	27.408491	536.0042068958282
802.8001	177.54797	1226.6989	675.0491	994.3195	28.511784	1021.36444	937.845	245.125	292.8	93999	18094.326	179135.02	301.6437	-77.09225	18094.354	179135.28	295.25073	-84.11894	-184.42194	28.5511	27.992788	548.1188111305237
820.3003	139.84912	1020.23737	656.90326	886.72003	74.770935	946.4343	684.92834	252.5	271.6	95999	18182.527	180008.2	303.43625	-61.557384	18182.441	180007.36	298.64267	-71.31642	-185.31288	27.2848	26.199335	560.682145357132
759.7473	139.56635	1065.2583	577.29974	551.13995	34.52576	642.26746	524.5616	232.5	177.9	97999	18227.572	180454.14	301.23117	-72.99372	18227.643	180454.84	292.48453	-104.06766	-185.62494	28.949316	27.815695	572.0234048366547
822.583	97.52004	942.4218	668.2425	700.07043	58.04157	806.1548	628.6005	257.375	221.5	99999	18267.746	180851.86	298.36417	-101.51096	18267.63	180850.73	291.77203	-60.585045	-185.97612	26.126165	24.66136	585.8092744350433
803.9629	358.2671	1290.0968	40.860863	900.67236	132.46059	1131.4459	686.25616	262.14285	306.5	101999	18318.385	181353.17	297.914	-110.83617	18318.586	181355.16	284.6636	-145.19914	-186.18016	25.995123	26.071777	599.8591816425323
822.25714	268.43384	1431.2319	532.5175	838.30505	65.88933	949.2858	742.87537	267.5	252.4	103999	18367.129	181835.73	292.9004	-67.2903	18367.184	181836.27	284.54068	-76.702515	-186.73286	27.988453	25.638315	615.4069592952728
625.9227	178.3733	892.0475	313.2424	735.3362	75.659096	826.01965	578.2885	214.22223	245.8	105999	18313.67	181306.5	288.6961	-63.672657	18313.727	181307.06	283.6827	-89.08777	-186.11487	25.642536	25.133059	630.2557125091553
658.7377	212.58426	1068.6385	303.76373	935.63995	321.59302	1749.4097	545.61145	218.2	312.5	107999	18308.56	181255.92	285.21368	-83.221275	18308.52	181255.52	282.87878	-133.10143	-186.20494	25.182474	24.811111	648.7558977603912
638.7132	229.41159	1129.8492	358.31818	560.85846	20.602642	607.06696	536.72644	212.33333	196.7	109999	18381.238	181975.4	285.05634	-72.20648	18381.227	181975.3	283.56433	-73.718315	-186.69121	25.265642	24.72257	666.3966002464294
697.32214	105.87356	896.53064	615.65643	806.02234	216.21384	1264.66	577.4294	249.0	273.8	111999	18444.955	182606.2	284.85254	-96.38069	18444.932	182605.97	282.36478	-85.90326	-187.69609	29.576962	27.936129	682.1740095615387
807.7198	257.12296	1270.533	331.31927	714.2262	107.951225	854.3808	597.4309	272.14285	246.9	113999	18555.855	183704.1	284.79355	-73.29732	18555.977	183705.3	285.0009	-89.80646	-188.42226	28.896725	28.110172	694.638100862503
810.5566	137.09053	995.88904	597.3051	1130.2928	408.26028	2337.1655	891.73724	260.75	342.4	115999	18613.453	184274.31	284.39526	-57.776173	18613.191	184271.7	284.3275	-82.71134	-189.39891	31.856958	30.580704	706.9341068267822
900.814	72.44075	995.44806	776.69495	954.5387	282.6901	1796.0142	767.5988	280.14285	284.7	117999	18666.975	184804.17	284.32007	-98.539314	18667.121	184805.61	285.18814	-88.28381	-189.66145	28.405832	28.435349	719.7049975395203
954.8215	152.71199	1314.1356	845.68146	951.9886	50.380135	1023.49414	873.10443	291.7143	293.5	119999	18760.686	185731.9	287.4276	-86.40657	18760.736	185732.4	287.17743	-83.33733	-190.6737	26.853855	26.651472	733.3096325397491
1010.1228	311.77805	1699.203	824.2995	1593.3822	329.1363	2258.2783	1307.3014	316.5	506.8	121999	18822.502	186343.89	292.9356	-105.06138	18822.488	186343.75	291.23788	-77.8198	-190.84593	28.306208	26.955418	750.2038598060608
2178.8994	326.28854	2558.187	1761.655	1382.0333	414.50406	2276.6772	960.4876	698.6667	458.8	123999	18924.598	187354.64	290.15744	-62.71051	18924.621	187354.86	289.70456	-75.05751	-192.13934	27.635101	26.481136	764.7975826263428
865.2631	99.30995	1003.5072	700.30743	1604.5382	914.66174	3225.661	955.7362	278.42856	500.9	125999	19025.559	188354.16	287.35022	-109.12274	19025.514	188353.72	287.08386	-93.42391	-192.78934	27.000332	26.607985	779.3613066673279
903.32245	93.80885	1017.4987	740.15424	1031.4888	334.46674	2024.0186	835.3289	275.14285	310.7	127999	19074.61	188839.73	292.16544	-71.24334	19074.44	188838.06	288.80414	-69.94907	-193.54298	30.479914	29.709278	792.3131809234619
959.6358	330.54095	1749.591	698.2874	1495.4056	719.7904	3131.087	528.9775	293.0	474.2	129999	19118.213	189271.44	293.33542	-109.73018	19118.115	189270.47	289.39822	-98.30131	-193.77765	26.365448	25.905472	807.0490550994873
1036.1631	246.44713	1452.1958	715.5988	1056.7046	329.193	1941.6007	815.53424	322.0	337.4	131999	19172.08	189804.72	289.33374	-78.16414	19172.053	189804.44	289.59122	-99.508286	-194.27177	28.194056	27.361126	820.4284026622772
1029.5797	162.81575	1361.2313	848.0482	978.7031	205.24463	1562.7427	807.26666	321.85715	314.2	133999	19246.035	190536.88	293.07983	-84.29989	19246.027	190536.81	290.5472	-98.84993	-195.26485	26.34612	25.24698	834.5131425857544
790.66034	95.35302	928.2345	651.4759	829.78986	102.13269	1066.5009	766.6126	264.0	275.2	135999	19333.758	191405.34	289.87634	-114.68955	19334.021	191407.97	287.85977	-97.88451	-196.2644	26.904953	25.74461	848.0319945812225
859.3154	51.761497	909.0276	745.1039	937.07715	89.68325	1058.3729	824.7466	276.7143	289.8	137999	19407.363	192134.05	287.762	-106.33831	19407.25	192132.9	286.34717	-79.13786	-196.57076	25.85062	25.078625	860.5109915733337
864.96545	159.10686	1135.1187	628.255	931.5085	26.83206	972.53973	891.0106	269.5	273.1	139999	19464.842	192703.1	287.14304	-101.4006	19464.951	192704.19	285.93338	-117.98767	-197.40965	28.175678	27.71688	874.6179664134979
941.5513	195.79263	1234.7545	752.264	903.8627	126.1778	1102.9724	659.6864	284.14285	279.8	141999	19525.148	193300.14	286.17044	-67.02685	19524.992	193298.58	283.71094	-89.04299	-197.95728	26.872211	25.54745	888.1354026794434
976.13873	240.70056	1512.7156	842.7475	899.9149	30.371302	943.03723	855.1468	296.0	271.0	143999	19627.453	194312.95	284.60248	-64.74545	19627.469	194313.1	286.3781	-67.72731	-198.82932	25.304401	24.577785	901.2060286998749
946.1732	66.511024	1080.2113	838.3149	1098.0107	186.84221	1588.7064	990.09106	283.25	336.5	145999	19667.012	194704.6	284.30255	-112.33597	19666.908	194703.56	283.5543	-112.914536	-199.22928	28.179373	27.26434	913.5223226547241
1021.19574	325.17508	1698.1761	671.0806	1061.6776	173.20578	1259.9268	666.2084	311.5	332.2	147999	19672.494	194758.88	283.65268	-89.25921	19672.416	194758.1	285.90576	-89.38962	-199.0074	26.377829	25.02659	928.6799054145813
1551.7367	818.01013	2957.161	996.38904	972.3915	102.88911	1092.9292	683.7188	487.25	302.2	149999	19757.324	195598.69	283.97937	-67.89083	19757.152	195596.97	285.9503	-66.64142	-200.31396	27.654325	26.846926	941.8815469741821
1318.7213	466.86243	2042.431	683.70166	1239.9106	307.8687	1860.9397	974.7379	406.0	372.3	151999	19823.775	196256.55	285.93826	-78.90475	19823.807	196256.84	283.3177	-77.169136	-200.78458	24.808594	23.816605	955.2156751155853
1087.7625	324.91528	1811.7765	898.5542	701.8175	4.0906305	709.5262	696.3534	326.83334	231.1	153999	19861.426	196629.3	283.88235	-55.105186	19861.295	196627.98	282.184	-81.45645	-201.1259	26.212023	25.47052	968.2180347442627
1132.1122	274.10617	1504.1544	839.0662	1200.8219	358.1649	1863.6259	780.9145	346.66666	368.7	155999	19940.15	197408.66	287.83655	-93.88729	19940.088	197408.03	283.18997	-93.5234	-202.20665	27.939415	27.633968	983.2760281562805
1231.2548	264.17758	1608.6493	875.5841	1364.6842	228.30179	1767.9885	987.5887	384.2	442.8	157999	20037.055	198367.98	284.81158	-78.07673	20037.092	198368.36	283.75586	-88.632	-203.09167	26.963535	26.092793	997.5371463298798
1751.8158	251.65099	2058.8796	1364.8168	1168.1481	351.1608	1869.9713	945.23615	540.5	369.0	159999	20102.098	199011.9	284.44046	-97.099724	20102.1	199011.92	282.67593	-87.454124	-203.38716	24.799	24.422554	1011.6413941383362
1041.1152	395.86838	1704.3368	653.0556	1313.5292	259.899	1657.4467	666.4307	325.8	431.7	161999	20153.021	199516.03	285.1508	-69.280045	20153.123	199517.06	282.82397	-125.16882	-203.86815	26.171154	25.55868	1028.2722930908203
1735.5679	541.44226	2318.5176	966.186	1455.5288	386.1927	2424.0947	1184.5056	531.5	434.2	163999	20208.479	200065.08	283.04617	-103.69708	20208.44	200064.69	279.96124	-69.19812	-204.69708	25.820543	25.213997	1043.9706737995148
787.41864	524.5273	1608.7504	82.17732	999.3761	26.80173	1039.9536	965.10657	251.11111	299.3	165999	20293.643	200908.19	286.59735	-77.780754	20293.518	200906.94	279.63602	-70.54932	-205.32555	26.847973	25.783676	1057.986751794815
1535.2665	236.40225	1846.3171	1182.1852	1019.192	97.393906	1303.7883	948.0789	459.0	304.6	167999	20324.477	201213.44	283.96478	-89.21861	20324.51	201213.77	281.95825	-79.29451	-205.5311	27.425634	26.080095	1071.9356334209442
1763.01	761.52826	2853.3372	983.74255	800.8215	618.52094	2105.2888	385.398	540.25	279.3	169999	20369.418	201658.38	283.2338	-73.73109	20369.457	201658.75	280.65506	-128.26593	-206.079	24.831741	24.502567	1085.9206085205078
1529.9883	266.4565	1778.9247	1160.5271	2218.4573	635.2587	3247.733	1347.0006	465.33334	665.2	171999	20409.629	202056.44	284.50027	-99.73632	20409.75	202057.64	281.86774	-125.67156	-206.42807	27.507383	26.562115	1101.6485657691956
1645.1732	630.04596	2454.5142	994.5149	2074.043	576.936	3086.3335	1546.3704	504.4	620.5	173999	20485.812	202810.62	281.86124	-75.20339	20485.725	202809.78	282.5194	-85.09153	-207.27768	25.67164	23.926437	1118.5368750095367
1455.077	97.54299	1590.8949	1319.6218	1989.4578	728.22943	3112.8809	1202.6964	444.0	627.4	175999	20522.115	203170.05	282.2319	-127.25212	20522.176	203170.66	284.52756	-109.002014	-207.50238	23.451519	21.696835	1135.6344048976898
1865.761	474.71814	2580.5945	1245.7501	2423.0464	915.42163	3307.4006	1193.2787	573.75	727.6	177999	20587.162	203814.02	286.7682	-107.46874	20587.156	203813.97	283.87537	-94.30732	-208.00494	26.000256	24.673586	1156.7262003421783
2129.9155	374.43652	2630.4473	1729.9666	1832.4814	552.1892	3021.336	1370.5814	640.6667	574.2	179999	20656.96	204505.0	282.83353	-115.50637	20656.943	204504.84	280.81293	-224.82164	-208.55829	22.979094	22.342072	1174.7032499313354
1286.263	375.60034	1879.6263	935.9668	2276.732	616.8243	3380.6165	1658.2865	407.0	678.4	181999	20689.006	204822.27	283.0104	-60.656376	20689.076	204822.95	283.05817	-62.288353	-209.22678	25.804667	24.142859	1194.1156973838806
1959.5537	859.562	3153.1936	1163.5154	1591.2269	536.24194	3030.311	1019.8292	604.6667	517.6	183999	20748.559	205411.84	283.67047	-108.39258	20748.383	205410.1	290.19827	-107.82164	-209.4936	25.557423	23.0895	1210.5702221393585
1940.5321	710.11664	2822.681	972.6494	3053.2312	261.4092	3297.8796	2530.2112	599.75	931.9	185999	20805.902	205979.52	284.57626	-91.90356	20805.877	205979.28	286.40637	-81.95714	-210.52682	25.845161	24.660044	1232.1699059009552
1562.7042	673.44806	2639.9956	979.5195	1224.9742	361.5009	1871.9529	633.935	484.75	401.6	187999	20830.229	206220.39	293.35672	-112.03731	20830.324	206221.31	284.69922	-79.180595	-210.38141	22.280483	20.785414	1246.05291056633
2091.5938	492.19394	2733.7612	1537.9203	1182.5151	34.60058	1249.5996	1140.2887	644.3333	368.5	189999	20943.195	207338.72	285.7484	-82.82043	20943.13	207338.08	285.9999	-89.57052	-211.64519	26.163063	25.167925	1261.4888486862183
1904.1084	910.01245	3221.9763	659.24786	2156.9426	596.7299	2982.5063	1224.4639	577.75	629.4	191999	20968.02	207584.48	282.8786	-72.65846	20967.807	207582.38	283.5175	-78.3469	-211.77654	25.472527	23.214058	1281.1820011138916
1248.578	335.42847	1799.4854	977.6803	1142.9202	52.97471	1294.2181	1102.7122	375.6	349.2	193999	20978.016	207683.47	287.40552	-81.025665	20977.92	207682.5	284.61963	-119.131676	-212.03365	23.20588	22.070816	1294.3685519695282
1413.7273	581.83185	2545.0442	976.0393	1527.9944	341.2191	2272.1465	1261.4781	438.2	468.6	195999	21001.568	207916.64	285.76105	-86.03002	21001.537	207916.33	288.40216	-95.80869	-212.24663	23.94435	22.200848	1309.9545867443085
2023.3121	99.13196	2122.7783	1888.0187	1163.6062	49.260693	1266.8241	1109.7996	621.3333	348.9	197999	21046.207	208358.56	286.63644	-72.81809	21046.35	208359.97	293.09448	-74.8512	-212.66301	23.62833	23.366562	1325.0843737125397
852.39294	678.45	1802.4286	5.9374213	4.6315217	0.18756841	5.096046	4.3859463	271.625	28.0	199999	21054.645	208442.08	285.1403	-75.585075	21054.57	208441.34	287.72345	-123.95852	-212.66815	24.053823	23.060389	1334.9564895629883
383.93213	655.24414	1573.8489	4.723202	1648.2424	603.636	2775.2678	944.2217	136.75	498.2	201999	21115.582	209045.34	286.83377	-124.90726	21115.506	209044.6	291.40842	-171.34712	-213.19217	26.694672	25.484045	1350.0531220436096
1525.6318	336.58026	1940.3546	983.1866	1358.0117	302.0776	1748.6647	919.5564	463.2	449.6	203999	21077.686	208670.19	287.4827	-80.49055	21077.564	208669.02	289.4593	-93.55318	-212.70738	24.62832	23.763369	1365.8119699954987
1382.6697	266.78726	1713.1625	1001.55176	1165.5891	201.00923	1591.6437	945.16693	432.25	345.3	205999	21124.26	209131.28	287.38757	-89.70543	21124.482	209133.48	286.90536	-93.49569	-213.14197	22.830145	22.281456	1380.4930939674377
1510.9674	771.1498	2993.239	992.55115	3099.9614	489.33636	3352.3208	1861.4316	457.0	933.4	207999	21196.105	209842.55	287.9292	-103.42721	21196.045	209841.95	287.90103	-95.29195	-214.24648	23.551945	21.594223	1400.7287788391113
1645.0256	492.32343	2474.7534	1251.8348	1960.7347	662.4619	3331.6765	1307.2412	495.25	581.9	209999	21284.86	210721.19	288.21054	-66.00498	21284.762	210720.23	290.95038	-68.202675	-214.979	21.967068	20.66175	1418.4878160953522
2977.1926	255.93188	3233.1245	2721.2607	1557.7231	522.91797	2961.7258	1217.4106	910.0	451.5	211999	21337.838	211245.7	290.43326	-79.48094	21337.936	211246.66	296.4686	-99.29936	-215.44572	22.965916	22.100733	1433.7051739692688
1894.3859	699.46356	2874.9043	1290.9388	1089.9374	68.23648	1269.3566	1024.2312	574.6667	320.0	213999	21362.156	211486.45	292.1681	-61.441135	21362.043	211485.33	293.74176	-104.5952	-215.77255	22.55805	20.802738	1447.069799900055
2717.293	555.72205	3273.015	2161.5708	3155.1702	22.826284	3198.0461	3123.4517	820.5	996.0	215999	21452.072	212376.6	292.3193	-74.798004	21452.213	212378.02	293.69553	-100.81671	-216.55359	21.21334	20.025728	1469.3573100566864
1692.5488	829.5873	3021.8228	1030.3557	3104.349	20.17014	3143.3672	3067.881	520.2	1000.0	217999	21451.062	212366.61	294.71518	-57.30925	21451.016	212366.16	296.45074	-77.52874	-216.73656	22.51296	21.672955	1492.3622345924377
2314.0334	631.7078	3207.3794	1861.7175	3185.6494	12.75378	3201.6362	3159.423	705.6667	1000.0	219999	21482.555	212678.39	294.8228	-144.58856	21482.527	212678.11	296.41394	-112.44216	-216.66803	24.739393	23.23638	1513.4230709075928
1904.7266	918.2289	3202.74	1222.7433	2175.108	799.2429	3195.7788	1214.8363	599.3333	680.7	221999	21523.55	213084.27	294.386	-113.71352	21523.545	213084.2	294.97238	-71.53499	-217.33469	22.373768	22.264048	1532.7609131336212
2536.9705	517.1203	3193.404	1929.574	3097.7612	210.408	3231.4775	2660.3848	783.6667	954.8	223999	21556.955	213414.95	297.967	-108.505714	21557.006	213415.45	295.41727	-97.184616	-217.46693	22.427795	21.28646	1553.0760142803192
1396.5691	658.4839	2462.1394	664.8293	3093.5374	311.57925	3227.9878	2163.352	429.25	966.7	225999	21613.648	213976.2	296.66537	-74.40646	21613.916	213978.86	297.12848	-63.231102	-217.96336	23.271133	21.674215	1573.4011569023132
