AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	StepsPerSecond	Time
2.193725	6.202451	24.396873	-9.61675	84.865456	24.287865	148.94121	61.60323	21.0	198.1	2000	810.3155	12914.455	15.606583	-1.959185	810.09015	12910.863	15.39423	-2.0282586	-404.00983	6439.0234	20.91639	-17.245827	-4.575127	0.09799544	0.097420394	3780.3796	10.230445861816406
0.75657624	5.0239887	27.263466	-10.965995	75.29994	91.766266	341.57642	23.007662	20.845362	151.7	4000	4975.6455	79299.586	58.582047	-9.375414	4975.808	79302.17	57.889923	-7.8874483	912.6252	14545.043	23.384277	-15.361842	-24.181234	0.64297706	0.6093147	4035.8503	25.26457142829895
2.0615466	6.451553	40.01781	-9.579164	-37.988533	8.360321	-28.21908	-55.508373	19.047619	96.4	6000	12321.331	196371.39	85.91947	-30.584778	12321.184	196369.02	88.06453	-31.375282	879.82965	14022.423	33.941914	-17.147842	-53.836025	2.7688057	2.6734042	3593.148	37.96922945976257
2.5667152	6.0755534	20.688831	-11.16766	9.973973	4.2260594	21.997458	6.196154	20.628866	56.3	8000	19737.45	314565.8	136.54346	-36.88822	19737.887	314572.8	134.25734	-44.751423	1295.9523	20654.355	37.771038	-12.918922	-85.61219	6.4254475	5.6460137	3673.8965	51.8777756690979
2.9227664	6.322063	26.691746	-7.0059233	278.90717	2.1701512	282.64874	275.63297	21.89011	157.1	10000	29706.123	473441.6	190.60065	-76.584465	29705.896	473437.97	192.09906	-74.51601	1693.8206	26995.387	44.768215	-15.422978	-127.45444	15.610111	14.985602	3508.2915	66.93779683113098
32.96816	82.65013	412.17303	-49.20105	13.161118	5.6233387	25.196136	7.5522027	73.666664	38.7	12000	38279.098	610073.4	213.18507	-77.45977	38278.53	610064.4	217.4519	-76.803024	1205.8861	19219.008	53.915627	-15.577513	-159.47989	23.124199	21.551872	856.5652	81.73716950416565
11.241189	16.537777	52.915714	-28.52561	-32.10095	41.570942	60.207397	-80.4661	53.25	136.2	14000	39331.574	626847.25	212.03069	-87.71786	39331.586	626847.56	210.15753	-82.334915	771.6545	12298.493	48.17024	-12.991006	-161.11928	21.714172	20.637188	882.7435	98.75543260574341
80.209946	142.43593	319.84494	-74.66424	47.113827	88.23628	257.38782	-13.61744	154.07692	180.2	16000	38085.58	606989.2	230.1548	-76.794136	38085.676	606990.75	245.31104	-85.05161	749.07135	11938.555	49.90806	-12.159063	-155.75565	17.954538	16.892488	870.5345	114.40945816040039
56.063618	110.8206	305.5804	-62.05755	49.391766	109.97414	283.95325	-45.829185	161.41667	175.6	18000	37726.0	601258.44	232.74008	-72.03126	37726.523	601266.8	235.45836	-74.17958	631.8229	10069.9375	50.66858	-15.907014	-153.6801	18.582857	17.303032	923.64307	131.47415924072266
142.32582	100.80618	338.76553	-21.84243	104.00039	97.99537	303.00238	-17.597542	160.61539	139.5	20000	37010.93	589862.0	235.05312	-75.802574	37011.645	589873.5	239.64006	-61.739906	542.8912	8652.614	49.498955	-13.790586	-149.94937	16.99306	15.692696	865.2997	147.20743465423584
