AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossQ1	LossQ2	LossAC	AverageC	StdC	MaxC	MinC	AverageLogP	StdLogP	MaxLogP	MinLogP	AverageMinRatio	StdMinRatio	MaxMinRatio	MinMinRatio	AverageMaxRatio	StdMaxRatio	MaxMaxRatio	MinMaxRatio	StepsPerSecond	Time
626.0627	86.37411	831.7472	521.68134	551.59216	33.931503	611.71954	501.71164	125.0625	107.4	608000	181.01466	181.01532	6.4395037	6.3129277	2.4322804e-09	56.981884	4.4765105	73.823204	43.35829	-870.4611	13872.974	-1.2456878	-4.769328	0.81713516	0.044124726	0.9038655	0.5633725	1.1929361	0.073161036	1.832193	1.0886105	553.0352	12063.109735012054
574.86865	47.777264	683.47156	480.07117	557.3705	58.60658	646.94073	475.54147	111.35294	110.5	610000	181.13742	181.13756	6.455518	6.4369783	2.8144616e-09	56.526436	4.5179005	74.15107	42.511833	-870.3666	13871.465	-1.2522943	-4.8442206	0.8105034	0.04736159	0.90284145	0.4715534	1.2020339	0.08151165	1.9546798	1.0823169	592.82214	12103.501445770264
574.3303	90.31496	893.8429	483.2435	553.28485	78.15536	681.7186	435.1247	112.31579	111.9	612000	180.93375	180.9336	6.5994763	6.595495	2.758362e-09	56.981045	4.4914584	73.31138	40.829617	-870.387	13871.794	-1.2755753	-4.7487955	0.8111535	0.046718027	0.89880204	0.5418932	1.2006055	0.076994255	1.7666808	1.0818298	586.20447	12143.800119161606
648.14	111.58566	966.2099	528.0937	531.5599	34.24303	591.3124	481.6895	129.8	108.0	614000	181.11316	181.11328	6.230517	6.1758947	2.6294569e-09	56.8894	4.4653325	74.2057	42.917805	-870.4594	13872.944	-1.2810949	-4.926365	0.815109	0.045710154	0.9022393	0.40464556	1.1963217	0.071891636	1.6823223	1.0848964	579.22736	12183.716490268707
555.65625	77.18625	697.18915	421.53998	587.338	55.436363	662.5299	493.08975	108.27778	121.4	616000	180.91753	180.91727	6.226473	6.158926	2.7664169e-09	56.721333	4.6501727	76.182465	43.082287	-870.4266	13872.428	-1.262666	-4.762251	0.81651145	0.043652985	0.89780986	0.5915911	1.194521	0.06880315	1.6221468	1.0962899	575.5671	12224.231596946716
572.30945	83.2727	735.8451	435.40527	565.17334	68.68567	718.08716	478.61942	114.111115	116.9	618000	181.09029	181.09033	6.3388624	6.2538595	2.6002749e-09	56.869377	4.342473	73.8488	44.505272	-870.4359	13872.566	-1.2716027	-5.035513	0.8156163	0.042899434	0.9040459	0.56943065	1.1935788	0.07088515	1.8138278	1.0860268	574.5391	12264.731919765472
619.2213	103.9369	769.4392	407.27118	592.22296	83.69995	778.8909	498.66653	123.5625	126.5	620000	180.96283	180.96294	6.3507314	6.263737	2.5349332e-09	56.550808	4.4618063	73.18786	43.300648	-870.455	13872.878	-1.2692746	-4.900822	0.8182436	0.043193016	0.8994925	0.5167159	1.194531	0.07554068	2.0112975	1.0861404	559.3223	12305.560396432877
575.164	75.75217	712.89404	436.5612	526.0495	38.014378	584.8327	447.42917	112.55556	107.6	622000	181.0985	181.09818	6.1059904	6.0578504	2.600817e-09	56.21378	4.3950834	72.984024	43.7522	-870.3817	13871.709	-1.2653393	-4.8943696	0.81879	0.041555133	0.9013904	0.5780833	1.1941253	0.07102477	1.7232598	1.0876877	566.9253	12346.149868011475
655.7452	102.80233	901.5296	499.01962	598.2357	53.493008	694.1649	530.0987	129.66667	119.7	624000	181.04562	181.04579	6.1448965	6.0389924	2.6899807e-09	56.388256	4.405421	74.40521	43.027	-870.5636	13874.605	-1.2565978	-4.7985	0.82119566	0.04106724	0.8992578	0.57486886	1.1904626	0.065487385	1.9029669	1.0856624	571.2465	12386.78708434105
578.08813	58.787926	688.7938	493.1835	587.7047	62.30951	703.51697	501.22232	115.0	118.3	626000	181.24702	181.24736	6.055057	6.0588417	2.7068985e-09	55.78335	4.3851385	74.99949	41.633095	-870.5858	13874.957	-1.2637691	-5.0291634	0.8192751	0.04129864	0.9063291	0.56015617	1.1915462	0.07049953	1.9269735	1.0848601	584.95013	12427.263684988022
575.8528	63.79522	706.7096	449.73495	587.90686	58.76572	677.103	482.5473	112.27778	121.3	628000	181.06598	181.06546	5.957279	5.917718	2.9165312e-09	55.970585	4.4274316	73.219666	42.28939	-870.5352	13874.159	-1.2525707	-4.76912	0.81907344	0.040009573	0.8959869	0.6112286	1.1921347	0.06638394	1.6772255	1.0894654	570.6456	12468.012750387192
621.602	81.32712	774.4059	502.63635	605.07056	68.43377	707.3769	497.77728	122.625	128.0	630000	181.25745	181.25716	5.9921765	5.9720416	2.7072369e-09	56.35431	4.5288143	72.31715	42.251144	-870.5909	13875.047	-1.2772634	-4.7876472	0.8191036	0.039376713	0.9045117	0.5566615	1.1937842	0.065888055	1.6591974	1.0909259	573.9133	12508.615285396576
613.78784	82.37545	764.39307	440.45895	659.6014	104.74682	901.41315	519.69165	122.5625	138.3	632000	181.39418	181.39449	6.1787677	6.1594257	2.9287657e-09	56.832657	4.5206795	77.591034	44.672802	-870.4569	13872.898	-1.2784395	-4.944874	0.81728005	0.04187739	0.9023883	0.6020577	1.1981294	0.06606365	1.7102417	1.0884742	576.24866	12549.396739244461
615.4008	101.95003	836.4899	460.98706	588.98016	85.39197	801.6408	475.2668	120.64706	121.6	634000	181.52696	181.52654	6.0258627	6.0693374	2.9798761e-09	57.143654	4.393578	78.37943	41.4136	-870.4258	13872.412	-1.2654754	-4.8932495	0.8197556	0.04044481	0.8970223	0.52196175	1.1954346	0.07091339	1.8220176	1.0891397	563.49725	12589.864159345627
604.0447	87.01916	786.4261	455.7244	565.8689	57.52229	662.7701	460.418	118.47059	113.5	636000	181.56766	181.56813	6.18287	6.0950356	2.78463e-09	56.93174	4.5668917	76.486015	43.564457	-870.407	13872.116	-1.244605	-4.757178	0.8174221	0.041416056	0.907821	0.5570007	1.1961619	0.07423155	2.0971544	1.0908147	595.4054	12629.84682917595
627.3993	96.52887	889.4564	473.02332	613.13025	158.55116	1055.5433	465.3708	120.3125	124.7	638000	181.58307	181.58252	6.0190616	5.9517136	2.5531768e-09	57.006165	4.4162087	75.733894	41.609467	-870.374	13871.593	-1.259017	-4.7974854	0.8175213	0.042332597	0.9067637	0.54876083	1.1969148	0.07221787	2.0096655	1.0792375	567.00116	12670.169434547424
633.9392	81.08593	777.75555	494.57135	612.06104	119.22243	919.0453	480.24295	126.0	122.7	640000	181.50272	181.50386	6.0998836	6.080776	3.0462735e-09	57.294052	4.3819513	73.58848	43.794018	-870.5274	13874.03	-1.2349216	-5.0882893	0.8157725	0.04347851	0.8954177	0.56272066	1.1954341	0.073275894	1.7211145	1.0896213	565.7894	12710.81610250473
581.9012	57.96126	678.1695	466.69604	622.6156	58.353783	723.39233	558.48035	114.0	125.6	642000	181.57864	181.57779	6.111008	6.123936	2.6371418e-09	57.256382	4.548914	76.861305	44.14401	-870.4235	13872.372	-1.2402209	-4.8940115	0.8150108	0.044026952	0.91139185	0.54708487	1.197267	0.07602207	1.9276738	1.0904326	557.0559	12751.468900442123
563.305	68.03317	699.25073	412.5905	592.68005	75.57908	723.9969	459.2868	111.72222	118.4	644000	181.64372	181.6438	6.213662	6.1532617	2.913014e-09	57.20611	4.6052704	72.73249	43.660114	-870.4071	13872.113	-1.2356533	-4.8422675	0.8147548	0.04351707	0.8901611	0.52714604	1.2017212	0.07628187	1.8541911	1.0805696	580.3409	12792.124933481216
576.49414	85.78807	724.82855	366.4901	572.2815	71.27663	759.5803	513.4599	113.47059	112.9	646000	181.63684	181.63638	6.075676	6.126479	2.9845428e-09	57.565804	4.5966144	74.40417	43.21172	-870.5451	13874.315	-1.2198391	-4.8205466	0.81315464	0.045368284	0.9009534	0.479785	1.2038407	0.078342095	1.7992976	1.0879493	573.6534	12832.567967653275
620.9613	160.69133	1025.6034	432.18323	593.41785	48.83146	669.476	521.0375	123.8125	118.8	648000	181.86665	181.86658	6.2886076	6.34341	2.8369325e-09	58.067398	4.725049	79.08596	42.68787	-870.4153	13872.244	-1.2455031	-4.9305816	0.81060207	0.047971524	0.8998629	0.47939685	1.2041773	0.08359051	1.9540455	1.080986	570.08234	12872.74184846878
588.71643	91.95789	848.7291	450.81604	587.4733	88.03174	738.7074	497.66052	113.0	114.8	650000	181.84067	181.84091	6.304284	6.252257	2.8821137e-09	56.968002	4.572398	73.26873	44.490303	-870.5351	13874.152	-1.2369168	-4.9411244	0.81006557	0.04733163	0.8965713	0.4888781	1.2059549	0.08727814	2.018752	1.0881543	559.43176	12913.146852254868
630.0542	100.05121	854.42084	463.26306	641.47784	183.43317	1118.7344	511.90378	127.3125	129.9	652000	182.28064	182.28052	6.273454	6.228743	2.7150304e-09	56.673717	4.603135	75.553986	43.79087	-870.29	13870.243	-1.2233754	-4.779501	0.8091736	0.048195265	0.89122444	0.47978246	1.2006748	0.075948544	1.84492	1.0909715	566.7102	12953.81176996231
600.3469	81.626305	760.28326	493.0671	588.2728	59.71083	726.1881	502.3154	117.625	116.4	654000	181.90773	181.9073	6.3422194	6.2713914	3.2225942e-09	57.03046	4.6795654	78.0222	43.15102	-870.35	13871.209	-1.1741699	-4.844495	0.8093101	0.04664785	0.89360416	0.5416824	1.2043211	0.0779218	1.7447181	1.084536	586.6306	12993.960535764694
646.14307	89.75765	871.57513	535.3577	605.63	66.918274	728.16205	534.5464	127.75	121.0	656000	182.21838	182.21857	6.291215	6.3385334	3.1100016e-09	56.677452	4.5455337	73.84433	43.20301	-870.2919	13870.277	-1.1958034	-4.857642	0.810626	0.047718823	0.8934453	0.4315711	1.2051201	0.084356904	1.9841758	1.0882167	576.6385	13034.162442445755
586.75757	69.69305	725.30756	468.11362	607.1562	106.211815	839.0164	466.1401	116.833336	125.6	658000	182.09442	182.09515	6.538452	6.484112	3.06875e-09	57.23351	4.632487	74.485466	40.192364	-870.4238	13872.379	-1.213819	-4.7235765	0.80849916	0.049077466	0.8975605	0.48037216	1.2061113	0.08363269	1.90207	1.0931325	577.77435	13074.88518166542
631.8098	80.13025	773.10645	519.22614	593.6891	72.40339	712.4676	476.5418	125.0	122.2	660000	181.96053	181.95943	6.3683596	6.3054233	3.407213e-09	57.34632	4.530343	72.64614	42.165436	-870.3006	13870.42	-1.1807212	-4.8735223	0.8101835	0.045660328	0.90090895	0.5535271	1.208279	0.08027632	2.0940502	1.0941781	548.051	13115.758167743683
615.95685	97.864365	815.80725	464.1943	620.4181	72.23176	818.16254	551.31757	121.1875	127.7	662000	181.91301	181.91336	6.7247148	6.6599946	3.887953e-09	58.11375	4.7557187	82.015396	43.036076	-870.2831	13870.145	-1.1853256	-4.8301835	0.80555737	0.05167646	0.89748746	0.4717587	1.2132258	0.0889929	2.2173505	1.0943898	575.8479	13156.180468559265
599.41956	87.34578	885.46783	481.59122	559.06824	39.56598	636.4722	491.92706	118.0	115.0	664000	181.83524	181.83502	6.643059	6.6122327	2.8468086e-09	57.79516	4.781253	77.11033	43.950283	-870.3454	13871.126	-1.2073604	-4.7555885	0.8001981	0.054945048	0.89336854	0.43400878	1.2241985	0.09990974	2.1604407	1.0888063	589.2076	13196.22776722908
569.9455	89.090096	761.99207	438.19308	592.75256	90.02595	716.93555	430.49728	112.111115	119.9	666000	181.93571	181.93588	6.7496223	6.615222	2.9847003e-09	57.385548	4.898017	82.204094	42.07985	-870.4741	13873.18	-1.224892	-4.844141	0.80164605	0.05451383	0.89856154	0.47783718	1.2195375	0.094831854	2.210305	1.0927998	571.2451	13236.738137245178
599.275	112.34719	823.52313	447.55304	553.1981	83.588806	724.1976	433.52597	118.875	113.3	668000	181.90001	181.89955	7.08771	7.111182	3.2493213e-09	57.33557	4.775164	74.08855	43.71197	-870.2306	13869.303	-1.1955509	-4.8437433	0.8002967	0.057599034	0.9043402	0.32970336	1.2223314	0.096403815	1.9896315	1.0946909	581.86084	13276.982393741608
624.0214	119.83008	912.2124	471.99985	605.68823	114.30785	850.5337	418.648	123.0	124.7	670000	181.94609	181.94626	7.330061	7.1796837	3.981624e-09	56.916508	4.9236207	77.40329	43.019062	-870.4532	13872.847	-1.2069302	-4.850111	0.7998232	0.05354711	0.8906272	0.41798997	1.2236556	0.09326167	1.9389362	1.0930157	588.89825	13317.354466438293
595.76074	83.306114	771.95734	457.2697	622.7242	81.33521	713.3768	491.2325	117.35294	122.0	672000	181.8935	181.89342	7.349067	7.4970536	3.3019478e-09	56.843254	4.7199655	76.82408	41.821663	-870.2885	13870.215	-1.1926793	-4.9354477	0.8029191	0.05513451	0.89896894	0.43798625	1.2210134	0.10454531	2.3943312	1.090539	578.3493	13357.664418697357
578.8854	74.625694	774.00604	477.21686	596.7625	89.2779	753.51044	474.53143	113.111115	121.1	674000	181.68852	181.68832	7.0703955	6.9945965	3.721911e-09	56.329525	4.5625176	71.42982	41.885128	-870.4168	13872.264	-1.1805123	-4.803982	0.8041085	0.052764148	0.9000846	0.39679846	1.215404	0.0919093	2.2269745	1.0950863	601.2168	13397.839218378067
585.80206	86.80961	775.8969	415.3376	606.12524	43.33498	676.0807	527.7338	113.94118	119.8	676000	181.8418	181.84207	6.98755	6.873113	4.4996193e-09	55.916595	4.565756	74.10923	41.579433	-870.2687	13869.907	-1.1821475	-4.921706	0.8056631	0.054806557	0.8933316	0.4477815	1.215866	0.10106144	2.1827729	1.0925692	591.76605	13437.930648803711
572.977	93.6538	833.53723	468.44443	601.3048	123.71223	875.3059	465.54407	113.05556	122.6	678000	181.74234	181.74161	7.003971	6.9523625	3.6780925e-09	55.703854	4.578122	75.216446	42.664055	-870.368	13871.488	-1.1889215	-4.893432	0.8048402	0.05460167	0.9020819	0.44460157	1.2193897	0.10604891	2.55458	1.0842961	591.71204	13478.144807577133
621.1625	115.90077	811.9662	446.26923	627.84216	137.58368	973.2495	506.9711	125.3125	128.8	680000	181.90132	181.90141	7.51569	7.6044993	3.2230545e-09	56.266052	4.7594376	75.04991	39.43352	-870.4053	13872.082	-1.2146211	-4.8268824	0.8066984	0.055240043	0.8938785	0.42415705	1.2175971	0.097588845	2.4577162	1.0904279	591.4051	13518.571433544159
598.3716	102.87436	832.37836	448.64114	594.94446	81.32739	741.737	503.94543	119.05882	121.3	682000	181.68378	181.68404	7.2691407	7.0478806	3.428081e-09	56.63961	4.8072276	72.86226	42.608795	-870.4078	13872.126	-1.2143954	-4.8607826	0.8072435	0.053941265	0.9102681	0.47615007	1.2165108	0.09491859	2.3819747	1.0946196	604.726	13558.563720226288
620.04584	129.4426	838.3919	414.47592	597.0752	103.24303	766.64923	480.6094	126.1875	121.6	684000	181.58972	181.58922	6.985269	7.024191	3.249981e-09	56.466522	4.6745477	76.63539	44.64419	-870.553	13874.434	-1.2262574	-5.025615	0.80447805	0.05507997	0.899505	0.45331976	1.2148088	0.08145666	1.822537	1.0902295	565.77185	13599.219547748566
580.6597	80.8074	761.6385	436.4503	565.0956	70.90137	671.9236	469.6468	114.52941	115.2	686000	181.77792	181.77786	6.49456	6.5283923	2.8081253e-09	55.972282	4.555787	73.671135	43.272404	-870.4309	13872.491	-1.226676	-4.7331095	0.8128086	0.04637358	0.9064026	0.5250895	1.2073398	0.07628499	1.800692	1.083984	589.64124	13639.655531406403
588.6492	98.56327	802.4107	375.887	587.7845	113.57097	817.65704	433.69116	115.411766	121.5	688000	181.96985	181.969	6.444218	6.429135	2.9533749e-09	55.426735	4.58162	73.09112	41.243046	-870.5088	13873.73	-1.2298048	-4.895071	0.8143129	0.049245648	0.9057039	0.47116134	1.2027738	0.07117851	1.8109069	1.0908322	561.06964	13680.359705924988
611.30273	92.68201	811.78546	482.99548	519.1167	55.009968	662.48486	438.03372	119.882355	102.8	690000	181.88086	181.881	6.5541844	6.6909084	2.8782583e-09	56.00243	4.589994	71.617035	42.60302	-870.5172	13873.867	-1.2195388	-4.914148	0.80933595	0.05032352	0.9008791	0.47297245	1.2156394	0.08591696	2.1084576	1.0951191	596.8252	13720.43213558197
568.48004	83.16462	719.3645	439.4287	603.43353	56.552406	669.9187	495.1366	111.44444	121.0	692000	181.8638	181.86345	6.615443	6.7120605	3.3031164e-09	55.32285	4.602154	72.28556	41.293446	-870.4713	13873.138	-1.22198	-4.9306736	0.80835676	0.050593972	0.8927478	0.40105543	1.2088137	0.0815517	1.9836894	1.0900209	597.95044	13760.47238612175
630.4425	103.22522	849.107	478.4604	559.6465	55.5237	633.09955	490.07404	124.125	108.7	694000	181.7182	181.71799	6.4563913	6.297063	3.1132663e-09	55.756542	4.6618237	74.59723	41.79276	-870.3906	13871.858	-1.22534	-4.7418127	0.81124634	0.048672974	0.89711905	0.4891471	1.2089478	0.08089254	1.8401223	1.0887136	587.2515	13800.459821224213
640.8858	179.93677	1255.1373	484.96576	623.76746	120.32498	894.9914	472.48026	128.0625	125.2	696000	181.63918	181.63887	6.3909364	6.3952265	3.0414882e-09	55.83135	4.596692	73.947395	40.317707	-870.6394	13875.817	-1.2567226	-4.780313	0.81365633	0.046442542	0.892931	0.500935	1.2075244	0.08225138	1.7570542	1.0947952	587.85	13841.32748246193
582.7783	98.576744	848.8279	476.33493	626.9005	103.24361	775.0463	455.4141	114.82353	126.5	698000	181.9306	181.93071	5.9643307	6.0189657	3.2212661e-09	54.99686	4.578468	70.49113	41.42421	-870.4744	13873.181	-1.2307477	-4.8964934	0.81088364	0.04656934	0.901507	0.47193253	1.2075872	0.07891864	1.8399042	1.0939748	579.70135	13881.528986930847
606.7214	100.21036	809.2794	462.37244	586.91516	46.651653	639.71844	477.2701	120.47059	120.0	700000	182.1326	182.13188	6.047247	6.0271497	3.5331693e-09	54.68865	4.4113784	70.4797	40.55245	-870.5104	13873.76	-1.2369835	-4.727163	0.81322527	0.043786008	0.8962116	0.49304837	1.2018836	0.07364272	1.7345272	1.0924238	568.56213	13922.077069282532
594.9953	95.12324	850.0043	448.7179	555.57434	66.36041	688.45557	466.7235	117.0625	110.7	702000	182.15749	182.15721	5.742319	5.715194	2.8893088e-09	54.45268	4.4953628	70.98981	42.8406	-870.4778	13873.24	-1.2317411	-4.9154825	0.8114434	0.044164177	0.90060145	0.5576159	1.1993804	0.068561256	1.6893982	1.0952451	596.57214	13962.473666667938
634.58466	103.73294	871.2558	473.56506	592.6309	74.44254	739.013	490.05307	124.23529	117.1	704000	182.53152	182.53133	6.0423164	5.9440455	3.4556487e-09	54.077774	4.3548236	71.063545	41.02627	-870.5301	13874.07	-1.2308073	-4.775953	0.8142615	0.043594275	0.8992266	0.50314415	1.2006729	0.07074802	1.8895576	1.0960385	553.0588	14003.115310907364
596.05316	66.51858	710.4896	475.18668	602.79626	71.37667	781.4392	509.10684	116.882355	119.1	706000	182.65506	182.65553	5.8782187	5.93014	2.6550464e-09	54.34854	4.398365	69.6895	40.872955	-870.4465	13872.744	-1.2249784	-4.8465157	0.81483185	0.0424018	0.9001311	0.50220406	1.1984799	0.0697316	1.8767447	1.0893735	591.9026	14043.504707098007
560.7283	83.803604	776.14044	418.91104	603.6222	88.516205	752.2103	487.09738	110.611115	121.4	708000	182.77785	182.77748	5.598288	5.596858	4.0747774e-09	54.100914	4.2901163	69.478386	40.958626	-870.4572	13872.909	-1.2295718	-4.927514	0.8157084	0.039863165	0.8944781	0.62460035	1.1967747	0.0676433	1.91857	1.0933316	588.24036	14083.896913290024
593.89777	109.84501	826.02295	458.3655	580.8007	104.92345	821.3439	428.56067	116.35294	118.7	710000	182.8316	182.83093	5.552807	5.531037	2.7029115e-09	53.66099	4.3437395	68.11299	41.675617	-870.4119	13872.194	-1.2332886	-4.8789206	0.816484	0.040584482	0.90491515	0.571957	1.1961474	0.06367623	1.8259459	1.0874729	582.9853	14124.343363523483
579.10126	99.268166	748.814	434.29822	595.486	46.664196	677.2659	528.9479	113.5	119.6	712000	183.12091	183.12123	5.521882	5.4514112	2.7772484e-09	53.7068	4.3719535	74.39396	41.226326	-870.4472	13872.758	-1.1934694	-4.8175	0.81360364	0.042075228	0.89696026	0.5783404	1.2035435	0.07237221	2.0083933	1.0936778	593.1266	14164.700102567673
588.6456	60.867325	692.2911	485.15985	650.89734	95.50005	794.4853	511.0172	115.0	130.6	714000	183.20854	183.20816	5.628133	5.670317	3.2215086e-09	54.279125	4.3633003	73.80313	41.316776	-870.4072	13872.12	-1.2015228	-4.8822517	0.8127917	0.041817714	0.8958275	0.53138703	1.2004676	0.06383287	1.7091489	1.0837368	574.6299	14205.239826917648
626.8661	81.05779	746.51904	462.03705	606.95953	79.79241	815.9333	500.857	123.8125	121.1	716000	182.98776	182.9874	5.5344	5.565822	2.7779552e-09	54.390682	4.3811994	70.732765	38.530636	-870.5965	13875.14	-1.2125425	-4.7728496	0.81388324	0.040544964	0.89447165	0.49054113	1.2004251	0.067555204	1.7332977	1.0887583	595.9946	14245.437529563904
604.56525	74.15333	766.3626	482.83817	673.08185	130.06108	975.6495	543.4107	119.117645	134.5	718000	182.83351	182.83315	5.658282	5.683019	3.6761076e-09	55.003	4.6173124	72.975685	42.35596	-870.5473	13874.343	-1.2643224	-4.859037	0.8100425	0.044814598	0.89842904	0.45235884	1.2073215	0.07236806	2.3596098	1.0873357	615.2965	14285.684221029282
602.61444	88.12299	763.97034	501.34195	632.16693	78.57956	840.0213	547.42334	115.588234	129.4	720000	183.17674	183.1774	5.543042	5.5686417	2.6791669e-09	53.89495	4.3328247	70.85151	40.398346	-870.5359	13874.169	-1.2502606	-4.8395185	0.81390005	0.040889505	0.8986656	0.5318081	1.200922	0.0663891	1.711925	1.0947281	584.36035	14326.174479722977
618.0112	156.42316	1153.8237	452.528	606.7947	105.17989	882.2479	479.70853	122.64706	123.6	722000	183.26436	183.26355	5.5339093	5.5847216	3.0040141e-09	53.989887	4.283642	67.0735	37.237103	-870.4677	13873.08	-1.2341226	-4.90784	0.8118945	0.040931277	0.8966082	0.56997555	1.2019995	0.07007553	1.9757692	1.0866983	575.0314	14366.773248434067
610.87195	98.35453	829.97845	502.01617	580.66583	52.48237	685.2263	513.7104	119.0	116.5	724000	183.13315	183.13303	5.731305	5.7077646	2.6672582e-09	54.0527	4.531923	71.90177	40.69149	-870.5811	13874.89	-1.2387747	-4.823581	0.80768335	0.045803115	0.8903565	0.39955047	1.2111921	0.07769578	1.8538786	1.0935919	568.40106	14407.544496536255
586.9726	88.34071	799.99585	475.18466	557.4598	64.5914	668.32306	476.59753	115.72222	112.0	726000	183.11162	183.11198	5.8359666	5.9066463	4.9119535e-09	54.606655	4.6156945	70.33454	40.87545	-870.4259	13872.413	-1.251898	-4.9159045	0.8036215	0.04658407	0.89773446	0.5516937	1.2175279	0.080505386	1.9734879	1.0938138	583.8411	14447.553425312042
637.29565	141.96823	1041.8801	453.69052	623.8162	101.15506	828.65125	472.4454	124.8125	128.3	728000	182.99391	182.99277	6.223827	6.2463765	2.6739904e-09	55.336613	4.656412	71.37477	40.287453	-870.5576	13874.516	-1.238286	-4.7573996	0.7981608	0.052278396	0.8868627	0.49033234	1.228563	0.090170786	1.930416	1.0901158	589.2562	14487.970799684525
605.7727	164.2008	1172.4661	459.94836	610.5237	147.03479	1037.8724	494.16843	117.29412	120.6	730000	183.19327	183.19307	6.1109853	6.0683937	2.546943e-09	54.76699	4.508286	74.24504	41.81422	-870.5128	13873.793	-1.2358031	-4.7378073	0.7984894	0.05112031	0.88861656	0.44141322	1.2277229	0.08878389	2.0197685	1.1003208	575.1807	14528.40956735611
583.74176	84.57097	776.06134	423.33533	600.2943	80.96127	788.17365	466.88852	113.05556	124.4	732000	183.01216	183.0122	5.832322	5.8352427	3.074772e-09	54.186882	4.595868	71.30898	38.63429	-870.6584	13876.114	-1.2435178	-4.75213	0.8013865	0.050908145	0.89736634	0.5080967	1.2165936	0.08853337	2.0133348	1.0950389	585.9726	14569.04125905037
643.1864	128.51543	919.3698	520.467	605.72205	51.22499	684.8714	521.06116	125.066666	119.2	734000	183.55243	183.55183	5.5649076	5.679193	3.079218e-09	53.524925	4.319259	72.72168	40.443375	-870.5885	13875.003	-1.2408231	-4.8778524	0.80401057	0.04695716	0.8907484	0.5463503	1.209739	0.07748217	1.855403	1.0912089	580.29285	14609.484306812286
639.94604	126.58583	1000.0446	499.0149	588.39966	42.26283	643.59424	533.36194	123.05882	116.6	736000	183.81795	183.81836	5.5245123	5.4689407	2.5987603e-09	53.380634	4.4185867	70.60792	39.83002	-870.5659	13874.6455	-1.2239395	-4.7872424	0.8046733	0.047851056	0.8947766	0.5291575	1.2055312	0.07332341	1.701237	1.0863682	584.5665	14649.781571626663
583.53906	98.444664	905.2174	439.177	586.17596	45.90734	666.1901	503.5468	112.333336	116.1	738000	184.27916	184.27876	5.5082836	5.5641837	2.7087803e-09	52.61081	4.3060303	71.370514	41.22024	-870.6326	13875.713	-1.234107	-4.9051476	0.8054581	0.047933158	0.9010557	0.484993	1.2067981	0.075808205	1.9490796	1.0890547	576.6627	14690.208952188492
596.4488	82.95963	760.9111	459.52286	558.2997	50.476536	665.8786	494.6785	114.52941	108.4	740000	184.49052	184.49008	5.6871586	5.7105007	3.1391434e-09	53.569916	4.48144	71.45915	39.954502	-870.4989	13873.581	-1.2298853	-4.808264	0.80413735	0.05014798	0.9041641	0.43303722	1.2057052	0.07543949	2.049078	1.0807515	609.11426	14729.934046506882
571.4167	57.11557	664.33075	445.0335	606.07336	67.104004	738.602	520.11	111.72222	118.6	742000	184.55693	184.55663	5.5658045	5.613074	2.6231328e-09	53.902596	4.3708487	69.774895	38.916283	-870.5166	13873.861	-1.2334898	-4.8592935	0.80953664	0.04364433	0.8950016	0.45414823	1.2028464	0.07096673	1.8243501	1.0876124	591.32336	14770.137267112732
587.34644	91.98464	895.8802	446.72998	653.5072	104.95815	869.31464	518.7955	113.05556	132.0	744000	184.48503	184.48503	5.4385457	5.4935584	2.5362341e-09	53.656822	4.3043857	68.00801	41.637085	-870.5339	13874.133	-1.2334993	-4.805233	0.80636173	0.046793845	0.9015545	0.42656195	1.2048126	0.073910594	2.1565473	1.0905929	582.7629	14810.254028081894
587.455	60.06933	703.7245	501.49112	581.95013	50.43339	678.3384	496.74316	112.05882	116.5	746000	184.60884	184.60872	5.5789027	5.5303583	2.9416314e-09	53.42903	4.3538923	71.99031	38.796265	-870.3891	13871.828	-1.207464	-4.8949513	0.8061948	0.046591867	0.9010254	0.44267115	1.209204	0.07936809	1.8627712	1.0888873	591.2594	14850.265758037567
595.52386	83.6163	809.2423	483.4036	614.4756	70.154205	762.2587	510.31573	114.94444	123.9	748000	184.73235	184.73224	5.5968556	5.62458	2.7615015e-09	53.310104	4.339611	70.17518	40.08415	-870.458	13872.92	-1.2225649	-4.8894825	0.80459327	0.048180766	0.89211166	0.5613351	1.2092341	0.07815971	2.1069837	1.0896869	551.9205	14891.063987493515
595.2398	78.95257	749.65356	501.99002	587.74	49.07598	682.61975	500.4157	113.117645	120.5	750000	184.80122	184.8007	5.7896256	5.8429856	2.6106308e-09	54.193924	4.4360285	72.05272	40.31335	-870.5428	13874.277	-1.2385632	-4.741933	0.8005436	0.05195444	0.89633495	0.45151198	1.2100147	0.0786292	2.473593	1.0970478	570.7611	14931.654616832733
611.4323	74.35831	728.98596	436.6421	692.26526	194.20152	1129.9142	498.55164	121.82353	137.6	752000	184.63905	184.63805	5.8326077	5.801575	2.873537e-09	54.022835	4.4493103	72.02831	40.495625	-870.5549	13874.473	-1.2490491	-4.923744	0.80407065	0.04894896	0.9029688	0.3940838	1.2091175	0.07603754	1.8144054	1.0927889	589.7726	14972.217460870743
